PlayerId;Year;TeamId;LeagueId;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
8;2021;56;9999;3;1;0;0;1;0;0;0;0;60;0;12;0;0;2;2;0;2;3111;250;112;0;0
8;2020;45;9999;1;0;0;0;-2;0;0;0;0;59;0;0;0;0;2;0;0;0;942;48;67;0;0
8;2020;29;9999;7;0;3;0;4;0;0;0;0;63;0;15;0;0;4;2;1;9;8026;0;174;0;0
46;2021;49;9999;11;4;5;2;3;0;0;0;1;57;1;14;10;6;17;2;6;1;8397;0;768;0;0
46;2020;51;9999;7;3;2;2;-1;0;1;0;0;59;1;17;26;14;9;2;3;1;6106;1284;572;0;0
49;2020;14;9999;7;3;1;0;-4;0;0;0;0;57;0;15;10;6;4;2;4;5;7285;186;0;0;0
62;2021;50;9999;3;0;0;0;-2;0;0;0;0;49;0;3;0;0;2;4;1;3;1604;29;8;0;0
101;2020;47;9999;3;0;0;0;-1;0;0;0;0;50;0;1;0;0;1;0;0;0;933;0;0;0;0
158;2021;7;9999;10;2;3;0;2;0;0;0;0;59;0;15;0;0;3;8;1;11;10342;0;521;0;0
158;2020;7;9999;4;0;1;0;0;0;0;0;0;70;0;4;0;0;1;0;1;10;4568;176;167;0;0
163;2020;37;9999;11;0;3;12;2;0;0;0;0;58;0;3;21;13;26;1;1;6;7125;0;1007;0;0
195;2020;10;9999;11;0;2;0;-6;0;0;0;0;51;0;15;0;0;16;4;3;15;11162;0;525;0;0
1483;2021;42;9999;1;0;0;0;-2;0;0;0;0;46;0;0;0;0;0;0;1;1;1040;0;81;0;0
1483;2020;42;9999;2;0;0;0;-2;0;0;0;0;57;0;2;0;0;2;0;0;1;1879;0;241;0;0
1569;2020;45;9999;9;0;0;6;1;0;0;0;0;60;0;14;0;0;5;0;0;8;8131;27;686;0;0
3058;2020;36;9999;9;2;0;2;2;1;0;0;0;60;1;11;70;38;6;2;3;10;4288;491;59;0;0
3185;2021;33;9999;2;0;0;0;0;0;0;0;0;49;0;2;0;0;1;0;0;0;1926;0;287;0;0
3463;2020;47;9999;2;0;0;0;0;0;0;0;0;53;0;1;0;0;1;0;2;2;1884;0;138;0;0
9;2023;52;9999;19;1;4;16;-4;0;0;0;1;59;0;14;210;129;29;2;13;10;16800;96;2243;0;0
9;2022;52;9999;7;0;0;0;-3;0;0;0;0;53;0;3;56;29;6;2;3;5;4205;0;276;0;0
9;2021;7;9999;10;0;2;0;4;0;0;0;1;57;0;4;128;71;20;4;3;10;7049;0;1043;0;0
9;2020;7;9999;6;0;2;2;0;0;0;0;0;60;0;3;77;50;13;0;3;4;5407;0;69;0;0
17;2022;9;9999;1;0;0;0;0;0;0;0;0;52;0;0;3;2;1;0;0;0;477;0;0;0;0
17;2020;7;9999;6;3;3;0;-1;2;0;0;0;62;0;13;91;46;5;2;2;4;6750;389;340;0;0
19;2022;39;9999;2;1;2;0;2;0;0;0;0;59;0;3;2;1;2;0;1;0;810;0;0;0;0
31;2020;14;9999;3;0;0;0;0;0;0;0;0;54;0;3;0;0;3;1;0;0;1576;0;0;0;0
42;2023;32;9999;2;0;1;0;1;0;0;0;0;55;0;1;0;0;3;0;0;6;2139;0;132;0;0
59;2021;47;9999;5;0;0;2;-4;0;0;0;0;61;0;11;0;0;3;0;2;7;4786;9;725;0;0
59;2020;29;9999;5;0;0;0;-2;0;0;0;0;50;0;6;13;4;2;3;1;2;2919;0;0;0;0
64;2020;13;9999;6;2;2;2;3;0;0;0;1;70;0;7;0;0;5;1;1;16;7567;277;534;0;0
75;2023;33;9999;4;0;0;2;-5;0;0;0;0;59;0;5;10;4;7;2;0;1;4062;0;361;0;0
75;2021;17;9999;19;0;6;2;5;0;0;0;0;59;0;29;289;130;25;9;5;4;18177;27;1856;0;0
78;2020;30;9999;9;2;2;0;3;0;0;0;0;60;1;17;0;0;11;3;3;11;8910;0;304;0;0
93;2022;27;9999;1;0;1;0;0;0;0;0;0;59;0;1;0;0;1;2;0;2;892;0;42;0;0
93;2021;3;9999;7;1;1;0;0;0;0;0;0;65;0;20;0;0;6;1;2;11;8175;28;501;0;0
107;2023;13;9999;1;0;0;0;-1;0;0;0;0;50;0;0;0;0;0;1;0;0;360;0;0;0;0
107;2020;11;9999;5;0;0;0;1;0;0;0;0;53;0;3;24;12;2;1;0;1;2175;0;84;0;0
114;2023;44;9999;26;0;12;10;9;0;2;0;0;66;0;64;0;0;27;15;6;52;27856;2935;1027;0;0
114;2020;30;9999;15;2;5;4;5;0;0;0;0;68;1;24;0;0;11;8;5;50;15700;442;286;0;0
122;2020;17;9999;9;0;1;0;-2;0;0;0;0;54;0;8;0;0;9;1;0;0;4370;0;29;0;0
125;2022;61;9999;5;1;0;0;-1;0;0;0;0;52;0;4;5;4;3;0;0;1;2694;124;0;0;0
125;2021;34;9999;22;2;5;2;6;0;0;0;0;54;1;15;90;46;19;4;1;2;10560;350;1698;0;0
125;2020;11;9999;4;0;1;0;2;0;0;0;0;53;0;4;0;0;3;1;0;0;1786;0;226;0;0
134;2021;50;9999;1;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;3;936;0;0;0;0
137;2022;48;9999;7;2;3;2;2;0;1;0;0;73;0;22;0;0;11;0;2;22;7377;1516;998;0;0
137;2020;0;9999;12;4;3;2;5;1;0;0;1;66;1;34;0;0;17;1;5;9;14227;1960;543;0;0
145;2022;57;9999;1;0;0;0;1;0;0;0;0;54;0;0;1;0;0;0;0;0;496;0;56;0;0
145;2020;26;9999;2;0;1;0;1;0;0;0;0;55;0;2;17;12;3;0;0;0;1024;0;50;0;0
189;2023;27;9999;22;1;1;0;-6;0;0;0;0;53;1;13;23;11;14;1;5;3;11527;0;1998;0;0
189;2022;27;9999;5;1;1;0;-1;0;0;0;0;57;0;11;7;5;7;0;4;1;5546;0;505;0;0
211;2022;56;9999;6;1;0;15;1;0;0;0;0;55;1;3;12;11;2;2;3;1;2697;185;365;3;1
211;2021;23;9999;1;0;0;0;0;0;0;0;0;48;0;0;2;2;0;0;0;0;475;0;0;0;0
221;2022;38;9999;3;0;0;4;-2;0;0;0;0;53;0;3;4;2;1;0;1;1;1657;0;181;0;0
221;2021;34;9999;16;2;4;0;1;0;0;0;0;57;0;18;27;12;4;0;4;3;12355;70;1064;0;0
221;2020;53;9999;15;4;5;12;6;1;1;0;0;62;0;22;25;14;15;7;8;7;13753;409;1583;0;0
240;2022;57;9999;15;3;4;4;8;0;0;0;0;57;1;15;131;73;41;7;2;2;10314;0;313;0;0
253;2023;34;9999;1;0;0;0;0;0;0;0;0;54;0;1;0;0;0;0;0;4;914;0;45;0;0
1425;2021;23;9999;10;0;0;2;-2;0;0;0;0;51;0;7;28;12;11;1;2;4;4397;0;653;0;0
1425;2020;29;9999;2;0;0;0;0;0;0;0;0;54;0;5;11;5;0;0;0;1;539;0;0;0;0
1468;2023;49;9999;1;0;0;0;2;0;0;0;0;56;0;2;0;0;1;0;0;0;963;0;31;0;0
1468;2021;47;9999;4;1;1;2;-2;0;0;0;0;57;1;4;0;0;7;1;0;6;3911;0;247;0;0
1468;2020;14;9999;6;0;1;0;-4;0;0;0;0;50;0;3;0;0;5;3;1;6;5786;0;395;0;0
23;2020;0;9999;12;2;3;2;1;0;1;0;0;57;0;12;1;1;15;1;0;5;5775;123;110;0;0
34;2022;44;9999;6;0;1;0;-1;0;0;0;0;54;0;7;1;0;10;2;3;0;4896;0;375;0;0
34;2021;44;9999;16;1;2;0;2;0;0;0;0;56;1;18;13;6;36;5;10;3;15061;19;1196;0;0
34;2020;7;9999;6;1;2;2;0;0;1;0;0;58;0;6;0;0;14;2;1;2;5208;21;625;0;0
54;2022;5;9999;1;0;0;0;0;0;0;0;0;56;0;0;0;0;3;0;0;0;500;0;0;0;0
54;2021;2;9999;19;1;1;0;-1;0;0;0;0;53;1;13;7;3;8;6;2;4;9099;239;91;0;0
54;2020;17;9999;12;4;1;0;-2;1;1;0;0;60;0;26;15;6;13;4;0;3;10410;267;0;0;0
136;2022;49;9999;12;2;0;0;0;0;0;0;0;53;0;12;38;24;6;2;2;1;6455;0;298;0;0
136;2020;0;9999;12;0;2;14;-1;0;0;0;0;51;0;6;8;3;8;1;1;3;5629;0;504;0;0
143;2022;44;9999;6;1;1;7;4;0;0;0;0;52;0;3;26;9;6;2;0;0;2479;0;180;1;0
143;2020;28;9999;4;1;0;11;1;0;0;0;0;57;0;5;8;1;21;0;0;0;3227;0;272;1;1
152;2022;33;9999;11;2;7;7;7;0;0;0;0;58;2;27;26;9;11;5;6;6;11012;82;612;1;0
152;2021;2;9999;2;0;1;0;1;0;0;0;1;50;0;4;8;3;3;1;0;2;845;0;84;0;0
152;2021;33;9999;5;1;2;0;-1;0;0;0;0;59;0;3;5;2;4;1;3;14;4935;176;726;0;0
152;2020;9;9999;17;0;4;0;-5;0;0;0;0;53;0;16;61;24;12;2;1;1;7940;34;609;0;0
203;2021;49;9999;1;0;1;0;0;0;0;0;0;66;0;2;0;0;0;0;0;3;880;0;59;0;0
215;2020;37;9999;11;2;3;0;-2;0;0;0;0;58;1;14;23;13;13;7;3;8;6883;2259;345;0;0
242;2022;12;9999;4;0;0;0;0;0;0;0;0;54;0;0;18;4;3;1;1;3;1899;0;83;0;0
242;2020;16;9999;9;1;2;0;-1;0;0;0;0;58;0;15;28;10;11;5;2;4;7010;0;1021;0;0
271;2020;57;9999;12;0;2;2;-4;0;0;0;0;62;0;20;209;112;21;0;4;4;11729;0;1244;0;0
458;2022;44;9999;5;1;0;15;1;0;0;0;0;50;0;4;7;1;1;0;1;1;1925;69;214;0;0
458;2021;44;9999;16;4;4;6;3;1;2;1;0;58;1;35;1;0;17;3;10;10;10199;1512;1197;0;0
458;2020;17;9999;12;3;2;4;-2;1;1;0;0;53;0;23;0;0;20;5;2;1;9573;267;0;0;0
569;2022;43;9999;10;0;5;0;0;0;0;0;1;55;0;8;13;6;4;2;0;7;4746;91;152;0;0
576;2020;18;9999;9;0;0;0;-4;0;0;0;0;51;0;8;27;14;6;1;2;1;4357;0;219;0;0
652;2021;47;9999;5;0;0;2;-1;0;0;0;0;52;0;4;1;0;3;0;0;1;2429;47;94;0;0
652;2020;14;9999;3;1;0;0;0;0;0;0;0;54;0;2;0;0;3;1;0;2;1885;0;0;0;0
720;2022;41;9999;13;1;2;4;0;0;0;0;1;58;0;38;22;10;27;1;5;1;12485;0;757;0;0
720;2021;41;9999;12;2;0;4;1;0;0;0;0;58;0;14;21;12;11;3;3;2;7661;5;740;0;0
720;2020;7;9999;6;1;2;6;-2;0;1;0;0;58;1;8;0;0;15;1;2;1;6735;52;87;0;0
743;2021;33;9999;5;0;2;2;-2;0;0;0;0;58;0;8;0;0;1;1;1;7;5646;62;618;0;0
755;2020;53;9999;13;1;2;28;0;0;0;0;0;54;0;18;5;1;28;2;1;11;7870;0;847;2;0
1470;2020;37;9999;9;1;2;2;0;0;0;1;0;61;0;12;0;0;9;1;2;9;8749;40;441;0;0
1485;2021;51;9999;6;2;0;4;1;0;0;0;0;52;0;5;0;0;6;1;1;1;3477;0;0;0;0
1485;2020;48;9999;4;0;0;0;-2;0;0;0;0;51;0;1;10;5;4;1;1;3;1694;0;312;0;0
1487;2021;48;9999;4;0;2;4;4;0;0;0;1;63;0;4;0;0;10;0;0;2;4174;15;389;0;0
1487;2020;48;9999;6;0;2;2;0;0;0;0;0;58;0;15;0;0;5;3;3;6;6525;82;469;0;0
3157;2020;36;9999;11;1;5;18;0;0;0;0;0;57;0;20;11;3;10;6;5;10;11846;1255;987;0;0
3195;2020;36;9999;11;0;6;2;-1;0;2;0;0;73;0;26;212;109;2;4;5;16;12145;2365;0;0;0
3319;2021;33;9999;3;0;0;0;-2;0;0;0;0;53;0;1;0;0;2;2;1;1;2724;0;200;0;0
3435;2021;33;9999;4;1;2;0;0;1;1;0;0;59;0;4;28;15;4;1;0;2;2191;320;0;0;0
