League Id;Date;Home;Score Home;Away;Score Away;Type;Played;Overtime;Shootout;Game Id
0;2024-10-21;4;10;16;3;Regular Season;1;0;0;23131
0;2024-10-21;0;3;1;2;Regular Season;1;0;0;23173
0;2024-10-22;25;2;6;3;Regular Season;1;1;1;23130
0;2024-10-22;15;0;9;3;Regular Season;1;0;0;23141
0;2024-10-22;7;4;21;3;Regular Season;1;1;1;23109
0;2024-10-22;20;3;17;6;Regular Season;1;0;0;23106
0;2024-10-22;12;5;24;4;Regular Season;1;1;1;23123
0;2024-10-22;26;2;11;5;Regular Season;1;0;0;23254
0;2024-10-22;23;4;2;1;Regular Season;1;0;0;23180
0;2024-10-22;14;2;3;4;Regular Season;1;0;0;23200
0;2024-10-22;4;6;22;1;Regular Season;1;0;0;23108
0;2024-10-22;30;4;13;3;Regular Season;1;0;0;23125
0;2024-10-22;5;3;16;4;Regular Season;1;1;0;23126
0;2024-10-22;28;3;19;4;Regular Season;1;0;0;23633
0;2024-10-23;10;3;29;0;Regular Season;1;0;0;23090
0;2024-10-23;27;4;12;2;Regular Season;1;0;0;23128
0;2024-10-23;26;3;2;4;Regular Season;1;0;0;23295
0;2024-10-23;0;4;7;6;Regular Season;1;0;0;23117
0;2024-10-24;8;3;4;0;Regular Season;1;0;0;23146
0;2024-10-24;0;0;22;3;Regular Season;1;0;0;23202
0;2024-10-24;11;4;9;5;Regular Season;1;1;0;23149
0;2024-10-24;19;2;6;4;Regular Season;1;0;0;23290
0;2024-10-24;24;4;14;1;Regular Season;1;0;0;23206
0;2024-10-24;13;5;10;4;Regular Season;1;1;1;23097
0;2024-10-24;30;9;27;2;Regular Season;1;0;0;23121
0;2024-10-24;20;1;23;5;Regular Season;1;0;0;23147
0;2024-10-24;21;3;18;2;Regular Season;1;0;0;23098
0;2024-10-25;7;3;30;4;Regular Season;1;0;0;24234
0;2024-10-25;12;9;28;0;Regular Season;1;0;0;23161
0;2024-10-25;9;4;13;6;Regular Season;1;0;0;23949
0;2024-10-25;11;2;6;3;Regular Season;1;0;0;23266
0;2024-10-25;2;3;24;5;Regular Season;1;0;0;23779
0;2024-10-25;22;8;26;3;Regular Season;1;0;0;24263
0;2024-10-25;18;4;15;3;Regular Season;1;0;0;23174
0;2024-10-25;23;4;20;3;Regular Season;1;1;1;23151
0;2024-10-25;25;4;16;3;Regular Season;1;0;0;23133
0;2024-10-25;3;4;19;3;Regular Season;1;0;0;23835
0;2024-10-26;17;4;21;5;Regular Season;1;0;0;23120
0;2024-10-26;2;5;1;1;Regular Season;1;0;0;23467
0;2024-10-26;29;7;7;4;Regular Season;1;0;0;23115
0;2024-10-26;4;7;12;2;Regular Season;1;0;0;24256
0;2024-10-26;8;1;14;3;Regular Season;1;0;0;23233
0;2024-10-26;15;2;5;5;Regular Season;1;0;0;23451
0;2024-10-27;10;3;29;1;Regular Season;1;0;0;23101
0;2024-10-27;20;3;21;0;Regular Season;1;0;0;24271
0;2024-10-27;1;4;26;2;Regular Season;1;0;0;23251
0;2024-10-27;28;4;18;1;Regular Season;1;0;0;23297
0;2024-10-27;8;4;3;3;Regular Season;1;1;0;23237
0;2024-10-27;27;5;17;7;Regular Season;1;0;0;24211
0;2024-10-28;28;3;25;1;Regular Season;1;0;0;23162
0;2024-10-28;20;2;5;3;Regular Season;1;1;0;23192
0;2024-10-28;13;1;22;3;Regular Season;1;0;0;23152
0;2024-10-28;24;2;6;5;Regular Season;1;0;0;23275
0;2024-10-28;4;1;10;5;Regular Season;1;0;0;23119
0;2024-10-28;2;1;18;3;Regular Season;1;0;0;23325
0;2024-10-28;3;5;11;6;Regular Season;1;1;1;23322
0;2024-10-28;16;7;14;0;Regular Season;1;0;0;23198
0;2024-10-28;30;3;23;2;Regular Season;1;1;1;23138
0;2024-10-29;7;0;0;5;Regular Season;1;0;0;23144
0;2024-10-29;9;2;25;3;Regular Season;1;1;1;23135
0;2024-10-29;15;3;22;6;Regular Season;1;0;0;23302
0;2024-10-29;12;3;24;1;Regular Season;1;0;0;23213
0;2024-10-29;4;6;21;2;Regular Season;1;0;0;23176
0;2024-10-29;8;4;2;3;Regular Season;1;0;0;23321
0;2024-10-29;29;3;6;1;Regular Season;1;0;0;23201
0;2024-10-29;30;3;17;2;Regular Season;1;0;0;23137
0;2024-10-29;1;6;11;0;Regular Season;1;0;0;24272
0;2024-10-29;26;1;27;3;Regular Season;1;0;0;23159
0;2024-10-29;5;1;19;2;Regular Season;1;0;0;24258
0;2024-10-30;27;3;23;4;Regular Season;1;1;0;23165
0;2024-10-30;10;1;3;2;Regular Season;1;0;0;24185
0;2024-10-30;13;0;0;1;Regular Season;1;0;0;23160
0;2024-10-30;17;3;28;4;Regular Season;1;1;0;23136
0;2024-10-31;15;3;6;2;Regular Season;1;0;0;23218
0;2024-10-31;7;0;1;4;Regular Season;1;0;0;23118
0;2024-10-31;11;1;12;3;Regular Season;1;0;0;23228
0;2024-10-31;29;4;18;1;Regular Season;1;0;0;23155
0;2024-10-31;20;3;26;1;Regular Season;1;0;0;23223
0;2024-10-31;16;5;10;4;Regular Season;1;1;0;23157
0;2024-10-31;24;3;19;1;Regular Season;1;0;0;23242
0;2024-10-31;22;4;28;2;Regular Season;1;0;0;24233
0;2024-10-31;5;1;9;0;Regular Season;1;0;0;23168
0;2024-10-31;14;3;21;5;Regular Season;1;0;0;23191
0;2024-11-1;7;6;20;3;Regular Season;1;0;0;23156
0;2024-11-1;9;8;1;3;Regular Season;1;0;0;23172
0;2024-11-1;23;1;16;2;Regular Season;1;0;0;23164
0;2024-11-1;22;2;18;4;Regular Season;1;0;0;23336
0;2024-11-1;24;7;0;5;Regular Season;1;0;0;24227
0;2024-11-1;13;6;17;4;Regular Season;1;0;0;24217
0;2024-11-1;3;2;8;5;Regular Season;1;0;0;23629
0;2024-11-1;25;0;27;4;Regular Season;1;0;0;23170
0;2024-11-2;10;2;12;1;Regular Season;1;1;0;23247
0;2024-11-2;14;3;26;1;Regular Season;1;0;0;23249
0;2024-11-2;21;1;19;2;Regular Season;1;0;0;23210
0;2024-11-2;29;4;13;2;Regular Season;1;0;0;23167
0;2024-11-2;4;4;2;2;Regular Season;1;0;0;23190
0;2024-11-2;15;2;0;5;Regular Season;1;0;0;23221
0;2024-11-2;17;5;11;1;Regular Season;1;0;0;23179
0;2024-11-2;3;2;5;3;Regular Season;1;0;0;23843
0;2024-11-3;28;3;30;0;Regular Season;1;0;0;23132
0;2024-11-3;9;3;16;2;Regular Season;1;0;0;24269
0;2024-11-3;1;3;8;2;Regular Season;1;0;0;23396
0;2024-11-4;24;7;16;4;Regular Season;1;0;0;23216
0;2024-11-4;27;1;29;4;Regular Season;1;0;0;23214
0;2024-11-4;4;4;5;1;Regular Season;1;0;0;23204
0;2024-11-4;0;2;11;3;Regular Season;1;0;0;23236
0;2024-11-4;3;4;2;7;Regular Season;1;0;0;23510
0;2024-11-4;18;2;7;3;Regular Season;1;1;1;23265
0;2024-11-4;19;4;21;5;Regular Season;1;0;0;23296
0;2024-11-4;13;2;17;3;Regular Season;1;0;0;23181
0;2024-11-4;26;2;12;3;Regular Season;1;0;0;23261
0;2024-11-5;17;0;6;3;Regular Season;1;0;0;23196
0;2024-11-5;5;3;12;5;Regular Season;1;0;0;24249
0;2024-11-5;2;3;27;2;Regular Season;1;0;0;23566
0;2024-11-5;26;0;0;4;Regular Season;1;0;0;23255
0;2024-11-5;9;6;28;2;Regular Season;1;0;0;23193
0;2024-11-5;18;3;30;1;Regular Season;1;0;0;23195
0;2024-11-5;23;1;14;6;Regular Season;1;0;0;23188
0;2024-11-5;4;2;1;3;Regular Season;1;0;0;23224
0;2024-11-5;13;2;8;3;Regular Season;1;0;0;23171
0;2024-11-5;22;6;25;3;Regular Season;1;0;0;23208
0;2024-11-5;15;3;11;4;Regular Season;1;1;1;23327
0;2024-11-5;3;2;10;6;Regular Season;1;0;0;24274
0;2024-11-5;7;2;19;4;Regular Season;1;0;0;23229
0;2024-11-6;29;1;22;2;Regular Season;1;1;1;23215
0;2024-11-6;23;1;24;3;Regular Season;1;0;0;23166
0;2024-11-7;7;3;14;1;Regular Season;1;0;0;23243
0;2024-11-7;1;7;25;4;Regular Season;1;0;0;23199
0;2024-11-7;11;6;21;2;Regular Season;1;0;0;23404
0;2024-11-7;24;3;20;1;Regular Season;1;0;0;23246
0;2024-11-7;29;3;8;1;Regular Season;1;0;0;23203
0;2024-11-7;28;3;13;0;Regular Season;1;0;0;24252
0;2024-11-7;6;2;15;3;Regular Season;1;1;1;23333
0;2024-11-7;19;3;12;2;Regular Season;1;0;0;23425
0;2024-11-7;30;11;3;1;Regular Season;1;0;0;23185
0;2024-11-7;2;2;10;1;Regular Season;1;0;0;23580
0;2024-11-8;16;3;9;0;Regular Season;1;0;0;23187
0;2024-11-8;22;4;11;2;Regular Season;1;0;0;24261
0;2024-11-8;0;4;5;2;Regular Season;1;0;0;23271
0;2024-11-8;6;1;21;5;Regular Season;1;0;0;23334
0;2024-11-8;26;4;12;5;Regular Season;1;1;1;23293
0;2024-11-8;17;1;30;4;Regular Season;1;0;0;23222
0;2024-11-8;15;5;18;2;Regular Season;1;0;0;23337
0;2024-11-8;10;4;3;1;Regular Season;1;0;0;23448
0;2024-11-9;13;2;1;6;Regular Season;1;0;0;23184
0;2024-11-9;14;1;28;2;Regular Season;1;0;0;23252
0;2024-11-9;9;0;23;3;Regular Season;1;0;0;23189
0;2024-11-9;4;11;25;2;Regular Season;1;0;0;23175
0;2024-11-9;29;6;26;0;Regular Season;1;0;0;24275
0;2024-11-9;27;1;5;2;Regular Season;1;0;0;23311
0;2024-11-9;20;6;8;5;Regular Season;1;0;0;23240
0;2024-11-10;20;2;28;0;Regular Season;1;0;0;23268
0;2024-11-10;16;7;22;2;Regular Season;1;0;0;23264
0;2024-11-10;10;2;19;3;Regular Season;1;1;1;23603
0;2024-11-11;29;3;27;4;Regular Season;1;0;0;23226
0;2024-11-11;1;2;21;1;Regular Season;1;0;0;23262
0;2024-11-11;12;3;11;1;Regular Season;1;0;0;23624
0;2024-11-11;3;5;30;3;Regular Season;1;0;0;23225
0;2024-11-11;24;5;6;6;Regular Season;1;0;0;23405
0;2024-11-11;23;4;0;1;Regular Season;1;0;0;23197
0;2024-11-11;8;3;22;2;Regular Season;1;0;0;24250
0;2024-11-11;14;4;2;6;Regular Season;1;0;0;23351
0;2024-11-12;9;2;28;1;Regular Season;1;0;0;23282
0;2024-11-12;6;6;12;3;Regular Season;1;0;0;23352
0;2024-11-12;0;4;4;5;Regular Season;1;1;0;23241
0;2024-11-12;17;3;25;2;Regular Season;1;0;0;23219
0;2024-11-12;2;1;13;2;Regular Season;1;0;0;23207
0;2024-11-12;23;4;30;2;Regular Season;1;0;0;23231
0;2024-11-12;19;4;29;1;Regular Season;1;0;0;23235
0;2024-11-12;26;4;3;2;Regular Season;1;0;0;23324
0;2024-11-12;24;5;20;6;Regular Season;1;0;0;23354
0;2024-11-12;5;2;21;3;Regular Season;1;0;0;23346
0;2024-11-12;16;5;1;6;Regular Season;1;0;0;23279
0;2024-11-12;7;3;27;1;Regular Season;1;0;0;23278
0;2024-11-13;25;1;10;6;Regular Season;1;0;0;23256
0;2024-11-13;4;3;11;0;Regular Season;1;0;0;23227
0;2024-11-13;16;3;5;4;Regular Season;1;1;1;23272
0;2024-11-13;9;3;26;4;Regular Season;1;1;1;23259
0;2024-11-13;7;6;13;3;Regular Season;1;0;0;23212
0;2024-11-14;30;3;10;2;Regular Season;1;1;1;23258
0;2024-11-14;15;5;2;4;Regular Season;1;0;0;23398
0;2024-11-14;24;6;3;2;Regular Season;1;0;0;24172
0;2024-11-14;8;2;20;3;Regular Season;1;0;0;23263
0;2024-11-14;29;10;1;3;Regular Season;1;0;0;23964
