PlayerId;Year;TeamId;LeagueId;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
124;2021;4;0;7;0;2;0;-2;0;0;0;1;57;0;7;52;19;7;2;2;8;4215;50;1120;0;0
124;2020;4;0;6;0;3;0;3;0;0;0;0;58;0;5;44;20;7;0;1;2;3892;0;666;0;0
164;2020;1;0;5;0;0;6;2;0;0;0;0;53;0;3;20;16;0;2;2;0;2094;0;71;0;0
166;2021;10;0;6;0;2;2;4;0;0;0;0;61;0;8;64;34;7;1;3;1;4218;582;134;0;0
166;2020;11;0;7;1;0;2;-4;0;0;0;0;55;0;9;53;26;3;3;2;3;4858;190;684;0;0
3258;2021;34;1;6;0;0;4;-1;0;0;0;0;50;0;3;16;5;2;0;0;0;2886;107;0;0;0
3258;2020;34;1;7;1;1;0;-3;0;0;0;0;59;0;13;0;0;6;5;4;5;5562;1234;0;0;0
3275;2021;59;1;2;0;0;2;-4;0;0;0;0;50;0;6;0;0;2;1;0;1;1664;294;419;0;0
3275;2020;59;1;4;0;1;2;-3;0;0;0;0;56;0;7;0;0;6;2;1;2;3625;749;526;0;0
89;2020;33;1;7;0;1;0;-3;0;0;0;0;57;0;6;0;0;10;2;2;21;6923;293;1238;0;0
89;2020;2;0;1;0;0;0;0;0;0;0;0;55;0;2;0;0;1;0;0;1;956;0;190;0;0
243;2020;51;1;4;0;0;7;-1;0;0;0;0;58;0;7;4;1;16;2;2;1;2692;19;416;1;0
263;2020;50;1;6;4;3;6;1;0;1;0;0;60;1;13;86;44;9;0;2;3;4551;512;84;0;0
263;2020;15;0;1;0;0;0;-2;0;0;0;0;48;0;1;0;0;1;0;0;0;384;62;0;0;0
1469;2020;58;1;6;1;1;4;1;0;0;0;0;59;0;6;13;2;3;2;1;3;4361;28;741;0;0
1469;2020;1;0;3;0;0;2;-1;0;0;0;0;54;0;1;3;1;2;1;0;0;872;41;137;0;0
1478;2020;38;1;6;0;2;12;-4;0;0;0;0;58;0;3;0;0;6;3;3;4;4068;75;854;2;1
2987;2020;54;1;5;0;2;0;3;0;0;0;0;55;0;3;0;0;5;2;3;7;5058;85;545;0;0
3091;2020;42;1;7;0;1;0;2;0;1;0;0;61;0;20;6;3;4;2;7;6;5357;1075;78;0;0
3108;2020;56;1;7;0;3;6;-3;0;2;0;0;58;0;13;0;0;8;2;0;1;4115;1256;0;0;0
3131;2020;50;1;3;0;0;0;2;0;0;0;0;61;0;3;0;0;1;1;1;10;2581;0;797;0;0
3175;2020;39;1;7;1;3;6;-2;0;1;0;0;67;0;15;0;0;4;2;1;6;6816;688;603;0;0
3235;2020;53;1;4;0;2;0;0;0;0;0;0;55;0;3;20;6;1;0;0;1;2116;60;149;0;0
3237;2020;39;1;7;1;1;4;-1;0;0;0;0;56;0;3;11;4;4;1;2;1;4600;172;248;0;0
3251;2020;43;1;7;0;1;2;4;0;0;0;0;65;0;7;60;29;5;4;1;6;4597;946;536;0;0
3269;2020;52;1;6;2;0;6;4;0;0;0;0;57;0;8;0;0;6;4;1;13;5523;139;668;0;0
3297;2020;43;1;7;2;0;6;-2;0;0;0;0;57;1;12;31;12;3;2;1;4;4983;159;266;0;0
3325;2020;53;1;6;1;1;2;2;1;0;0;0;66;0;24;0;0;5;1;0;12;5079;993;699;0;0
3332;2020;53;1;3;0;0;0;-1;0;0;0;0;55;0;3;14;7;2;1;0;3;1071;78;217;0;0
3344;2020;41;1;3;0;1;8;0;0;0;0;1;63;0;2;26;17;0;1;2;1;1778;222;775;0;0
3345;2020;39;1;7;0;0;2;-3;0;0;0;0;58;0;7;59;39;7;0;2;6;4209;548;184;0;0
3383;2020;43;1;7;1;3;14;-2;0;1;0;0;62;0;10;10;4;5;0;3;6;5253;518;260;0;0
3471;2020;34;1;5;0;2;4;2;0;0;0;0;54;0;6;0;0;4;0;2;7;5095;46;663;0;0
3496;2020;59;1;3;0;0;2;-1;0;0;0;0;53;0;2;0;0;0;0;1;2;1105;86;0;0;0
11;2022;2;0;5;0;3;2;5;0;0;0;0;65;0;8;65;43;5;0;2;5;4609;262;411;0;0
11;2021;2;0;7;1;3;6;1;0;1;0;0;62;0;9;100;63;6;5;4;4;6128;549;612;0;0
11;2020;2;0;1;1;2;0;1;0;0;0;0;68;0;1;26;14;0;0;1;0;1066;229;224;0;0
20;2022;0;0;3;1;0;2;0;0;0;0;0;56;0;3;0;0;6;1;0;9;2985;270;421;0;0
20;2021;28;0;6;0;1;2;1;0;1;0;0;56;0;7;0;0;4;0;1;15;5916;136;861;0;0
20;2020;8;0;5;1;0;2;-2;0;0;0;0;46;0;4;0;0;7;2;2;4;4751;0;607;0;0
32;2022;55;1;5;0;0;0;1;0;0;0;0;66;0;6;0;0;6;0;4;5;4916;160;1064;0;0
32;2021;21;0;3;0;0;0;2;0;0;0;0;61;0;1;0;0;3;0;2;2;3113;0;258;0;0
32;2020;22;0;5;0;0;0;-1;0;0;0;0;61;0;6;0;0;5;3;4;4;4854;0;827;0;0
50;2022;12;0;2;0;0;0;-2;0;0;0;0;61;0;1;0;0;1;0;0;6;2169;0;101;0;0
50;2021;12;0;4;0;2;0;2;0;0;0;0;68;0;2;0;0;12;1;2;20;4314;0;353;0;0
50;2020;12;0;6;0;1;2;-6;0;0;0;0;61;0;10;0;0;10;3;2;15;6265;166;616;0;0
63;2022;25;0;7;0;3;2;-5;0;2;0;0;53;0;7;79;40;4;0;0;5;4979;338;646;0;0
63;2021;24;0;6;1;1;2;-2;0;0;0;0;55;0;13;67;35;8;0;1;4;3985;892;417;0;0
63;2020;24;0;7;3;6;4;0;2;2;0;0;73;0;18;127;71;10;0;2;2;6232;1803;676;0;0
66;2022;7;0;3;0;1;0;0;0;0;0;0;59;0;4;0;0;0;0;2;5;2028;0;334;0;0
66;2021;23;0;3;0;0;0;-1;0;0;0;0;62;0;7;0;0;3;0;0;12;2947;0;449;0;0
66;2020;20;0;5;0;1;0;-3;0;0;0;0;49;0;9;0;0;3;2;3;4;5320;45;551;0;0
80;2022;25;0;4;1;0;0;-1;0;0;0;0;52;0;5;7;2;3;4;0;0;2498;163;0;0;0
80;2021;25;0;7;3;3;2;-1;1;1;0;0;58;0;22;0;0;7;3;1;0;6423;698;0;0;0
80;2020;25;0;7;0;1;8;-6;0;0;0;0;53;0;14;18;7;7;4;1;6;6536;667;404;0;0
94;2021;57;1;2;0;0;0;0;0;0;0;0;69;0;5;20;7;5;1;1;0;1278;471;319;0;0
94;2020;24;0;7;0;1;2;-2;0;0;0;0;51;0;5;45;15;5;4;0;1;3816;446;191;0;0
99;2022;21;0;2;0;0;0;-2;0;0;0;0;48;0;1;11;5;1;0;0;0;851;0;0;0;0
99;2021;21;0;2;1;0;4;0;0;0;0;0;66;0;3;24;15;0;0;2;1;1350;252;31;0;0
99;2020;2;0;6;0;2;0;1;0;2;0;0;58;0;9;97;52;6;0;2;3;5303;1352;26;0;0
108;2022;6;0;3;0;1;0;-2;0;0;0;0;54;0;1;5;3;9;0;0;0;1579;0;113;0;0
108;2021;13;0;4;0;1;0;-1;0;0;0;0;52;0;2;5;2;6;2;0;0;2579;0;288;0;0
108;2020;13;0;6;0;0;2;2;0;0;0;0;57;0;3;21;15;6;3;4;0;4071;483;353;0;0
132;2022;36;1;4;4;1;0;2;2;0;0;0;67;1;22;2;1;0;1;1;2;3229;1240;63;0;0
132;2021;29;0;7;0;3;9;-3;0;0;0;0;56;0;16;7;2;8;1;0;2;6075;474;134;1;1
132;2020;29;0;7;3;3;2;-1;1;2;0;0;63;2;19;11;7;10;1;2;5;6336;1129;337;0;0
133;2022;26;0;3;0;0;0;-3;0;0;0;0;55;0;4;6;4;2;0;1;1;2362;61;117;0;0
133;2021;7;0;7;0;2;14;-4;0;1;0;0;58;0;9;18;8;12;2;2;3;6229;252;256;0;0
133;2020;7;0;7;6;3;2;-1;2;0;0;0;59;2;13;85;46;8;0;1;1;6038;1056;265;0;0
140;2022;45;1;2;0;0;4;-1;0;0;0;0;52;0;4;0;0;3;2;0;2;2061;14;324;0;0
148;2022;33;1;2;0;2;0;-1;0;0;0;0;52;0;2;0;0;2;0;1;5;2318;0;47;0;0
148;2021;31;1;7;1;2;4;8;0;0;0;0;64;0;8;0;0;8;1;5;19;7039;199;1151;0;0
148;2020;17;0;3;1;1;6;2;0;0;1;0;60;0;3;0;0;2;1;3;6;2526;0;383;0;0
149;2022;41;1;6;2;1;2;3;0;0;0;0;58;1;11;2;1;9;0;3;2;3782;796;600;0;0
149;2021;4;0;6;0;1;2;-5;0;0;0;0;53;0;5;0;0;8;0;0;2;3834;367;0;0;0
149;2020;4;0;5;1;2;0;5;0;0;0;0;59;0;4;2;1;9;2;1;5;3985;831;135;0;0
156;2022;25;0;4;2;1;2;-4;0;0;0;0;52;0;6;0;0;2;1;3;5;4024;0;373;0;0
156;2021;3;0;5;1;1;0;-4;0;0;0;0;54;0;7;0;0;9;2;1;4;5185;232;416;0;0
156;2020;3;0;6;0;3;0;1;0;0;0;1;58;0;8;0;0;7;2;3;13;6195;114;459;0;0
168;2021;45;1;5;0;1;0;1;0;0;0;0;59;0;3;0;0;4;0;1;8;5262;0;749;0;0
168;2020;4;0;6;1;0;0;3;0;0;0;0;66;0;6;0;0;7;1;0;7;6246;30;432;0;0
180;2022;8;0;5;0;0;0;0;0;0;0;0;54;0;3;29;11;3;1;0;1;2585;0;467;0;0
180;2021;26;0;1;0;0;0;-1;0;0;0;0;50;0;1;6;1;2;0;0;0;514;0;0;0;0
180;2020;27;0;2;0;0;0;1;0;0;0;0;50;0;1;8;7;0;1;0;0;757;0;112;0;0
191;2022;15;0;4;0;0;0;-3;0;0;0;0;48;0;2;38;16;5;0;1;1;2475;32;252;0;0
191;2021;15;0;7;0;1;2;-5;0;0;0;0;53;0;7;76;47;4;1;5;3;5000;60;848;0;0
191;2020;15;0;7;2;2;2;0;0;0;0;0;59;0;4;88;46;9;0;2;1;6180;0;1042;0;0
228;2020;4;0;4;1;1;0;4;0;0;0;0;60;1;4;0;0;7;2;0;11;3849;161;114;0;0
247;2022;40;1;5;1;0;2;-2;0;0;0;0;54;0;8;0;0;12;1;1;13;4475;0;872;0;0
247;2020;11;0;5;0;1;8;3;0;0;0;0;61;0;6;0;0;12;1;1;15;4973;0;334;0;0
685;2022;19;0;1;0;0;0;0;0;0;0;0;52;0;1;6;3;1;0;0;0;530;0;0;0;0
685;2021;28;0;4;2;0;0;-3;1;0;0;0;52;0;7;7;2;4;2;1;3;2513;221;232;0;0
685;2020;3;0;7;1;2;12;0;0;0;0;0;56;0;10;71;44;7;1;3;1;4518;658;352;0;0
1473;2021;52;1;6;1;3;2;0;1;0;0;0;62;0;8;16;9;0;2;1;5;4296;828;104;0;0
1473;2020;52;1;7;0;4;2;1;0;1;0;0;62;0;12;63;34;7;0;1;9;4190;1310;291;0;0
1473;2020;8;0;5;0;1;0;-4;0;0;0;0;51;0;1;41;20;1;1;1;3;2879;176;0;0;0
46;2020;22;0;7;0;2;5;-3;0;0;0;0;54;0;4;45;23;9;3;3;1;4450;590;394;1;0
49;2021;14;0;7;2;2;0;3;2;0;0;0;65;0;21;3;1;3;0;4;7;5610;1406;0;0;0
49;2020;14;0;7;1;4;2;-2;0;2;0;0;59;0;12;5;3;8;0;0;11;6626;804;0;0;0
62;2021;38;1;5;3;4;0;2;2;0;0;0;62;0;20;19;8;7;0;2;2;2890;1265;224;0;0
62;2020;38;1;5;2;4;2;1;2;0;0;0;74;0;21;14;9;12;3;4;7;4657;1057;436;0;0
62;2020;28;0;5;2;0;0;-1;0;0;0;0;59;0;9;7;4;3;1;1;3;3446;270;0;0;0
86;2021;43;1;6;1;1;2;-3;0;0;0;0;64;0;5;0;0;12;2;1;14;5990;0;856;0;0
86;2020;5;0;6;2;1;2;0;0;0;1;0;58;1;7;0;0;9;5;1;14;6310;70;606;0;0
101;2021;59;1;7;3;2;4;-4;1;2;0;0;59;0;16;8;2;14;2;1;1;5503;1129;437;0;0
101;2020;47;1;7;2;4;2;3;1;1;0;1;63;1;12;25;9;7;2;7;5;5036;1154;620;0;0
105;2021;45;1;5;0;1;6;1;0;0;0;0;62;0;8;5;3;8;2;2;2;3860;0;548;0;0
105;2020;27;0;5;2;2;0;1;0;0;0;0;53;0;3;2;0;5;4;0;0;3764;75;431;0;0
158;2021;7;0;6;0;2;4;1;0;0;0;0;62;0;2;0;0;1;3;2;14;5870;74;342;0;0
158;2020;7;0;6;1;2;2;1;0;0;0;0;63;0;9;0;0;7;1;1;16;5877;124;576;0;0
163;2021;20;0;2;0;1;0;0;0;0;0;0;55;0;1;1;0;3;0;0;0;808;0;66;0;0
163;2020;3;0;6;2;1;6;-2;0;0;0;0;51;0;9;6;5;7;1;0;4;4411;0;266;0;0
195;2021;10;0;6;1;1;0;-3;0;0;0;0;51;0;6;0;0;1;3;3;6;5374;0;303;0;0
195;2020;10;0;7;0;1;4;0;0;0;0;0;50;0;10;0;0;7;2;1;4;5630;0;382;0;0
1475;2020;44;1;6;1;4;8;3;0;1;0;0;61;0;9;19;11;14;1;7;1;4520;261;665;0;0
1475;2020;6;0;4;0;0;0;-1;0;0;0;0;50;0;1;2;0;0;1;0;0;2263;261;50;0;0
1483;2021;42;1;4;0;0;0;0;0;0;0;0;63;0;4;0;0;3;1;5;8;3689;125;696;0;0
1483;2020;42;1;5;0;0;8;1;0;0;0;0;64;0;3;0;0;6;0;2;12;4453;210;796;0;0
1569;2020;45;1;3;0;0;4;-4;0;0;0;0;59;0;4;0;0;2;1;0;3;3092;555;49;0;0
3006;2020;40;1;5;0;4;2;4;0;1;0;0;59;0;10;62;37;0;1;0;5;3537;321;35;0;0
3058;2020;36;1;6;1;2;0;-1;1;1;0;0;67;0;10;59;29;5;1;2;5;3767;635;407;0;0
3116;2020;42;1;7;2;4;6;3;1;0;0;0;59;0;4;0;0;7;0;2;1;4357;607;32;0;0
3125;2021;38;1;5;0;0;10;2;0;0;0;0;60;0;1;0;0;9;0;1;6;4096;87;1181;0;0
3125;2020;38;1;5;2;1;4;3;0;1;0;0;63;0;11;0;0;5;2;0;6;4719;519;518;0;0
3145;2020;32;1;1;0;0;0;0;0;0;0;0;57;0;0;1;1;1;0;0;0;686;0;44;0;0
3185;2021;33;1;7;0;1;2;1;0;0;0;0;50;0;4;1;0;5;1;1;4;6550;136;1644;0;0
3194;2021;40;1;5;1;0;4;-3;0;0;0;0;52;0;5;6;2;1;0;0;1;2260;95;44;0;0
3194;2020;40;1;6;1;1;2;3;1;0;0;0;57;1;7;8;4;2;2;2;2;3550;324;268;0;0
3199;2020;52;1;7;1;3;2;3;0;1;0;0;63;1;2;49;27;5;0;3;4;3735;605;730;0;0
3253;2020;31;1;5;1;1;4;-6;1;0;0;0;59;0;8;3;1;8;3;0;6;4178;1506;67;0;0
3318;2020;39;1;7;0;0;4;0;0;0;0;0;69;0;15;0;0;9;2;4;19;6813;913;819;0;0
3463;2020;47;1;5;1;1;6;1;0;0;0;0;69;0;6;0;0;8;1;3;13;4827;144;973;0;0
3470;2020;38;1;5;0;1;2;-1;0;0;0;0;53;0;5;0;0;4;1;1;8;5066;138;521;0;0
9;2023;52;1;7;1;2;6;5;0;0;0;1;55;0;7;63;39;4;3;3;2;4589;37;763;0;0
9;2022;8;0;4;0;0;0;0;0;0;0;0;55;0;1;43;15;9;1;2;0;2464;0;412;0;0
9;2021;7;0;7;0;1;2;-1;0;0;0;0;54;0;2;70;35;8;4;2;5;4040;0;1019;0;0
9;2020;12;0;1;0;0;0;1;0;0;0;0;53;0;1;9;6;0;0;0;0;466;0;55;0;0
17;2023;54;1;6;0;1;2;-1;0;0;0;1;62;0;10;45;27;2;4;4;13;3933;124;1320;0;0
17;2022;9;0;2;0;0;4;-1;0;0;0;0;56;0;1;26;13;2;1;0;0;1338;33;169;0;0
17;2021;29;0;2;0;1;0;0;0;0;0;0;54;0;3;22;9;2;0;0;0;1194;140;158;0;0
17;2020;7;0;5;0;1;2;-3;0;0;0;0;55;0;4;46;18;5;1;1;2;3700;0;440;0;0
17;2020;29;0;1;0;0;0;-1;0;0;0;0;51;0;0;7;3;0;0;0;0;614;0;194;0;0
19;2022;20;0;3;0;0;0;-1;0;0;0;0;54;0;2;10;3;6;0;1;2;2143;0;197;0;0
19;2021;20;0;7;0;0;0;-3;0;0;0;0;54;0;4;62;32;8;0;2;4;4305;0;713;0;0
19;2020;20;0;6;1;2;0;1;0;0;0;0;63;0;9;78;47;13;2;6;0;5961;136;467;0;0
31;2022;17;0;4;0;1;4;-2;0;0;0;0;50;0;3;7;2;5;0;0;0;1607;0;0;0;0
31;2021;47;1;7;2;1;8;-4;0;0;0;0;54;0;8;10;1;13;0;1;1;4258;28;620;0;0
31;2020;14;0;7;0;0;12;-1;0;0;0;0;55;0;5;6;5;9;1;0;1;3485;147;258;0;0
42;2023;11;0;2;0;1;0;0;0;0;0;0;54;0;3;0;0;1;0;2;1;1870;0;152;0;0
42;2022;11;0;1;0;0;0;-3;0;0;0;0;34;0;1;0;0;2;0;0;0;999;22;208;0;0
42;2021;4;0;6;0;0;0;-2;0;0;0;0;56;0;6;0;0;6;2;4;11;5788;0;633;0;0
42;2020;20;0;6;0;3;2;6;0;0;0;0;58;0;4;0;0;6;2;1;14;6615;16;645;0;0
59;2022;47;1;7;1;6;0;8;0;0;1;1;63;0;10;36;21;5;1;2;7;5410;380;1480;0;0
59;2021;14;0;3;0;0;0;-1;0;0;0;0;52;0;6;8;1;1;2;0;0;1367;315;58;0;0
59;2020;0;0;7;0;0;0;-2;0;0;0;0;52;0;3;12;5;2;1;1;2;3321;0;271;0;0
64;2023;21;0;5;0;3;2;3;0;0;0;0;62;0;4;0;0;3;2;2;2;5266;0;517;0;0
64;2022;6;0;6;0;1;2;-1;0;0;0;0;63;0;13;0;0;5;1;3;10;6411;151;663;0;0
64;2021;13;0;6;1;1;7;-2;0;0;1;0;60;1;6;0;0;3;1;5;19;6568;349;1007;0;0
64;2020;13;0;6;0;2;0;1;0;0;0;0;65;0;10;0;0;6;1;4;5;6339;472;585;0;0
75;2023;24;0;3;1;0;2;1;0;0;0;0;57;0;1;12;5;1;1;0;1;1691;0;401;0;0
75;2022;11;0;3;0;1;0;1;0;0;0;0;61;0;0;8;2;3;2;1;0;1986;0;428;0;0
75;2021;17;0;4;0;0;0;2;0;0;0;0;50;0;3;13;6;3;1;0;0;1530;0;327;0;0
75;2020;4;0;6;4;4;2;6;0;0;0;0;60;1;10;13;8;11;4;1;2;4513;59;587;0;0
78;2023;29;0;4;1;1;2;0;0;0;0;0;57;1;4;0;0;2;3;0;4;3772;120;226;0;0
78;2022;45;1;4;1;0;0;1;0;0;0;0;64;0;10;0;0;4;1;0;10;3875;150;635;0;0
78;2021;30;0;4;0;1;2;1;0;0;0;0;63;0;3;0;0;4;1;2;12;3695;0;253;0;0
78;2020;30;0;4;0;0;0;4;0;0;0;0;61;0;9;0;0;3;1;2;7;4189;9;252;0;0
93;2023;14;0;2;0;3;0;1;0;0;0;0;66;0;1;0;0;4;0;1;3;2064;0;47;0;0
93;2022;27;0;5;1;0;0;-1;0;0;0;0;64;0;10;0;0;6;1;2;7;5072;214;316;0;0
93;2021;3;0;6;0;1;0;1;0;0;0;0;59;0;11;0;0;2;1;2;13;6370;309;527;0;0
93;2020;3;0;7;1;5;6;0;0;1;0;0;65;1;7;0;0;3;1;3;15;7665;853;223;0;0
95;2023;20;0;3;0;2;0;1;0;0;0;0;57;0;3;0;0;2;0;1;0;1925;47;0;0;0
95;2022;20;0;5;1;0;0;-4;0;0;0;0;53;0;13;0;0;1;3;2;2;3959;636;55;0;0
95;2021;20;0;7;1;2;0;-2;0;0;0;0;57;1;7;4;1;2;2;0;2;4526;816;5;0;0
95;2020;20;0;7;5;4;0;-2;1;1;0;0;60;0;20;5;2;2;1;0;1;6346;1161;0;0;0
107;2023;34;1;6;2;3;0;1;0;0;0;0;63;0;10;73;36;5;0;1;5;4833;266;504;0;0
107;2022;34;1;1;1;0;0;2;0;0;0;0;61;0;4;4;2;1;0;0;1;613;82;11;0;0
107;2022;11;0;2;0;0;0;-2;0;0;0;0;51;0;1;7;4;4;0;1;0;1142;28;0;0;0
107;2021;11;0;3;0;1;0;3;0;0;0;0;56;0;5;18;9;1;1;2;1;1482;151;76;0;0
107;2020;27;0;5;0;5;0;2;0;0;0;0;58;0;6;63;30;7;2;1;3;3647;432;0;0;0
114;2022;29;0;4;0;3;0;-1;0;1;0;0;64;0;10;0;0;4;1;1;12;3782;347;488;0;0
114;2021;29;0;4;0;1;2;3;0;0;0;0;64;0;14;0;0;5;1;1;10;3510;432;346;0;0
114;2020;30;0;6;1;3;0;4;0;0;0;0;66;0;9;0;0;5;1;3;21;6258;35;329;0;0
122;2022;25;0;7;0;1;0;-5;0;0;0;0;52;0;6;1;1;1;2;1;6;4067;119;273;0;0
122;2021;17;0;4;0;0;0;-1;0;0;0;0;57;0;6;1;0;3;1;1;0;2477;663;49;0;0
122;2020;17;0;4;0;1;0;0;0;0;0;0;55;0;4;4;0;1;2;1;0;2684;32;0;0;0
125;2022;34;1;7;1;1;4;-6;1;1;0;0;54;0;12;78;31;6;2;0;0;3854;1355;390;0;0
125;2021;34;1;6;1;1;2;-2;1;1;0;0;60;0;12;20;8;12;1;3;0;3710;1466;700;0;0
125;2020;11;0;6;1;1;0;1;0;0;0;1;54;0;9;4;2;7;5;3;0;4374;213;390;0;0
134;2023;15;0;3;0;0;2;0;0;0;0;0;56;0;2;1;0;4;0;0;0;1859;446;0;0;0
134;2022;15;0;3;0;0;0;-1;0;0;0;0;53;0;2;3;1;4;0;0;1;2528;0;45;0;0
134;2021;50;1;6;1;3;2;-1;1;0;0;0;57;0;8;1;0;7;4;2;9;4505;886;245;0;0
134;2020;27;0;4;1;1;0;1;0;0;0;0;57;0;3;3;2;3;0;0;2;2475;434;0;0;0
137;2021;22;0;5;0;4;4;-5;0;1;0;0;59;0;12;0;0;6;2;1;7;5366;733;142;0;0
137;2020;0;0;7;0;3;0;-2;0;0;0;0;64;0;21;0;0;6;2;0;10;7286;1373;444;0;0
145;2023;58;1;6;0;1;0;-1;0;0;0;0;58;0;2;39;25;12;1;3;3;3887;0;1091;0;0
145;2022;57;1;5;0;1;18;2;0;0;0;0;57;0;5;60;32;5;0;2;2;3965;58;739;0;0
145;2021;57;1;6;1;1;2;-1;0;0;0;0;56;0;2;46;29;7;0;2;3;3602;58;1147;0;0
145;2020;26;0;4;0;2;0;0;0;0;0;0;56;0;3;22;12;5;0;1;1;2030;0;665;0;0
159;2023;12;0;1;0;0;2;0;0;0;0;0;55;0;1;0;0;0;0;3;0;935;0;38;0;0
159;2022;24;0;4;1;2;0;-4;0;0;0;0;49;0;3;0;0;4;0;1;5;3689;206;343;0;0
159;2021;24;0;5;1;1;8;-3;0;0;0;0;56;0;15;0;0;6;3;1;6;4563;1175;198;0;0
159;2020;24;0;5;0;1;0;1;0;1;0;0;59;0;7;0;0;5;1;1;6;4363;361;366;0;0
173;2023;15;0;4;0;6;0;4;0;0;0;1;55;0;3;0;0;5;0;2;5;4402;0;355;0;0
173;2022;17;0;7;0;0;0;0;0;0;0;0;54;0;9;0;0;7;1;1;10;6532;0;676;0;0
173;2021;25;0;4;0;2;2;3;0;0;0;0;59;0;2;0;0;1;2;0;5;3703;129;185;0;0
173;2020;25;0;6;1;3;0;-4;0;0;0;0;54;0;9;0;0;4;2;3;8;5929;337;416;0;0
189;2023;27;0;5;1;1;2;-3;1;0;0;0;56;0;4;8;4;4;1;1;0;4229;441;23;0;0
189;2022;27;0;6;3;2;6;1;0;0;0;0;58;1;8;17;10;10;0;2;1;4482;576;658;0;0
189;2021;27;0;7;5;3;6;-1;1;3;0;0;60;1;20;12;5;0;4;6;0;5882;1125;562;0;0
189;2020;27;0;5;1;4;2;3;0;2;0;0;68;0;14;18;10;11;1;1;0;4570;1377;383;0;0
211;2023;12;0;1;0;0;0;0;0;0;0;0;50;0;0;8;6;0;0;0;0;453;0;0;0;0
211;2022;12;0;1;0;0;0;1;0;0;0;0;52;0;1;0;0;0;0;0;0;425;71;0;0;0
211;2021;23;0;5;1;1;2;-1;1;0;0;0;53;0;5;1;0;2;1;0;0;3166;437;0;0;0
211;2020;23;0;7;2;1;0;-1;1;0;0;0;52;0;8;10;5;4;5;1;0;4646;333;453;0;0
221;2023;28;0;3;0;0;0;-1;0;0;0;0;51;0;2;4;3;2;1;0;0;1274;0;0;0;0
221;2021;34;1;3;1;2;2;4;0;0;0;0;63;1;2;25;8;5;1;1;3;2072;0;692;0;0
