PlayerId;Year;Team Id;League Id;GP;Min;W;L;T/OL;ENG;SO;GA;SA;GR
390;2020;58;1;8;25600;5;2;0;0;0;22;252;72
401;2024;47;1;36;120731;19;10;4;1;2;83;996;70
401;2023;47;1;27;91327;13;10;2;1;2;74;730;62
401;2021;52;1;49;175648;20;23;4;3;1;163;1655;67
401;2020;60;1;47;163086;24;18;2;2;4;131;1432;69
419;2024;20;0;56;199364;24;28;4;6;3;189;2166;75
419;2023;20;0;33;107558;7;20;3;3;0;109;1208;70
419;2022;20;0;58;193155;23;26;4;4;1;165;2094;76
419;2021;39;1;32;102228;15;10;2;0;3;86;986;71
419;2020;20;0;3;10800;3;0;0;0;0;4;81;78
419;2020;39;1;33;112326;14;15;2;2;2;100;1136;73
427;2024;54;1;5;17884;2;3;0;0;0;15;172;71
427;2024;8;0;3;7960;1;1;0;0;1;6;88;65
427;2024;52;1;24;75215;11;6;4;3;3;47;565;67
427;2023;52;1;32;106056;19;8;3;1;2;71;748;65
427;2022;8;0;20;53677;7;3;4;1;0;47;558;69
427;2021;8;0;28;84545;10;9;4;5;0;68;682;65
427;2020;52;1;35;119953;14;16;3;1;2;102;933;62
429;2024;28;0;35;122561;18;8;7;2;0;95;1090;69
429;2023;28;0;58;201771;33;20;3;3;2;152;1876;75
429;2022;38;1;30;99054;12;14;1;1;1;92;875;65
429;2021;28;0;1;629;0;0;0;0;0;0;11;67
429;2021;38;1;49;162400;22;22;1;3;4;140;1449;68
429;2020;38;1;34;101171;15;11;1;0;0;91;1002;67
430;2024;56;1;48;165892;23;21;2;1;6;124;1494;73
430;2023;56;1;37;121183;6;21;5;2;0;129;1270;66
430;2022;43;1;32;108512;14;15;0;1;2;98;1047;71
430;2021;43;1;32;111752;15;14;1;0;0;99;1013;67
430;2020;43;1;40;117827;17;9;6;1;4;86;1091;70
462;2022;36;1;1;3600;0;1;0;0;0;3;37;68
462;2021;9;0;24;80196;12;8;1;2;1;71;836;71
462;2020;9;0;30;95181;14;10;3;2;1;79;805;65
482;2024;6;0;33;103134;14;14;1;0;0;106;1059;64
482;2023;6;0;31;98577;10;15;2;5;1;82;930;69
482;2022;44;1;44;149704;29;11;3;2;3;106;1182;67
482;2021;44;1;48;167409;32;11;3;1;2;132;1406;68
483;2024;6;0;60;195084;25;20;8;3;2;184;2069;70
483;2023;6;0;57;197219;32;20;3;2;2;168;1908;71
483;2022;44;1;36;126258;23;8;2;2;4;96;935;66
483;2021;6;0;4;11597;1;1;1;0;0;8;98;70
483;2021;44;1;30;101326;15;9;4;2;0;83;871;66
483;2020;44;1;11;29607;2;7;0;1;0;38;273;52
485;2024;36;1;43;152258;30;9;3;2;8;90;1063;68
485;2023;33;1;49;165887;25;15;4;2;3;126;1536;73
485;2022;33;1;15;48624;6;6;1;2;0;44;429;63
485;2021;33;1;44;156578;27;12;5;3;4;116;1258;69
485;2020;33;1;45;160843;22;17;5;3;4;119;1332;71
487;2024;27;0;36;119573;17;17;1;1;4;107;1137;69
487;2023;27;0;45;159648;24;16;5;0;3;128;1506;73
487;2022;27;0;70;250092;41;21;7;4;3;216;2571;76
487;2021;27;0;58;203791;21;28;7;1;0;204;2108;69
487;2020;27;0;71;255391;35;32;4;4;3;218;2536;73
489;2024;19;0;32;112672;18;13;1;2;3;93;1042;71
489;2023;19;0;16;56405;4;10;0;2;0;59;569;67
489;2022;61;1;33;103986;12;12;4;2;1;92;952;67
489;2021;19;0;44;153075;21;18;4;0;1;140;1481;71
489;2020;61;1;10;30864;3;4;2;0;2;22;287;70
492;2021;56;1;5;17238;3;0;1;0;2;8;140;77
505;2024;17;0;36;118794;12;21;2;3;1;123;1080;60
505;2023;17;0;50;176457;29;12;8;1;4;145;1556;70
505;2022;16;0;34;111258;12;19;1;1;0;112;922;58
505;2021;16;0;31;102972;13;13;1;4;0;81;834;65
505;2020;12;0;39;118573;20;14;1;2;2;102;962;62
534;2024;38;1;59;214224;36;19;4;4;6;138;1583;69
534;2023;38;1;10;34445;4;4;1;0;2;21;305;74
534;2023;50;1;41;143433;18;19;2;2;1;128;1496;75
534;2022;49;1;56;197298;38;16;1;5;6;127;1558;70
534;2021;57;1;26;84477;7;12;4;1;0;88;711;57
534;2020;31;1;3;10686;1;2;0;0;0;9;112;75
534;2020;19;0;0;0;0;0;0;0;0;0;0;0
534;2020;61;1;23;75241;6;9;5;1;1;75;755;67
547;2022;53;1;1;58;0;0;0;0;0;0;1;50
547;2021;15;0;10;36264;4;6;0;1;0;37;376;72
578;2024;36;1;3;10709;1;2;0;0;0;10;67;56
578;2023;36;1;52;181014;31;17;3;3;5;141;1549;69
578;2022;27;0;16;48769;8;4;1;0;1;32;512;77
578;2021;27;0;32;93232;5;19;2;2;0;100;1029;66
578;2020;32;1;23;78850;9;10;2;1;1;63;769;73
593;2024;57;1;44;156459;25;16;2;2;4;108;1263;72
593;2024;24;0;6;21719;1;4;1;0;0;23;216;67
593;2023;24;0;20;65253;8;9;1;2;0;62;594;64
593;2022;24;0;43;148545;17;22;1;6;0;147;1435;67
593;2021;24;0;32;93457;8;14;3;5;0;81;977;70
593;2020;24;0;1;3600;1;0;0;0;0;3;46;90
593;2020;57;1;37;131885;16;19;0;1;2;119;1297;73
599;2024;36;1;32;113467;15;9;7;1;3;78;778;63
599;2023;36;1;28;90055;11;10;3;5;0;76;778;66
599;2022;50;1;44;131475;12;21;5;3;1;143;1400;63
599;2021;21;0;63;227000;39;18;6;3;2;174;1878;68
599;2020;55;1;35;119252;17;11;5;0;2;91;1093;71
627;2020;54;1;18;62588;8;8;0;0;0;53;582;70
668;2024;56;1;0;0;0;0;0;0;0;0;0;0
668;2023;56;1;4;7843;0;0;2;0;0;7;102;70
668;2022;56;1;1;3600;1;0;0;0;0;2;30;76
668;2022;12;0;12;39718;4;5;2;2;0;39;398;67
668;2021;12;0;4;12229;1;2;0;0;0;15;115;51
668;2021;56;1;18;57953;7;7;2;2;1;45;498;68
668;2020;56;1;39;117218;14;16;4;5;1;108;1177;67
673;2024;35;1;21;71612;5;12;3;0;0;82;790;69
673;2023;15;0;22;78612;11;10;1;1;1;54;670;72
673;2022;47;1;44;147226;17;16;7;0;3;120;1281;67
673;2021;28;0;27;80425;9;15;2;1;0;95;833;62
673;2020;28;0;17;62622;10;5;2;1;0;49;547;69
687;2022;31;1;2;7200;1;1;0;0;1;4;43;69
691;2024;10;0;48;166172;31;6;8;2;6;99;1088;67
691;2024;53;1;11;40743;5;3;3;0;3;25;344;77
691;2023;53;1;28;85199;11;8;3;2;0;69;863;73
691;2022;10;0;42;148888;23;16;2;2;3;118;1119;63
691;2021;53;1;45;155123;22;20;1;4;0;142;1439;68
691;2020;53;1;50;174723;30;12;5;1;3;149;1570;69
692;2024;35;1;56;197772;25;25;4;6;3;157;1851;74
692;2023;35;1;53;179854;20;27;3;7;2;171;1788;70
692;2022;35;1;34;107348;13;16;0;2;1;99;1096;69
692;2021;35;1;10;36483;7;2;1;0;0;27;361;78
706;2024;42;1;48;171618;18;26;3;4;4;145;1513;70
706;2023;40;1;25;82724;8;12;3;2;1;73;764;67
706;2022;40;1;60;195047;25;28;2;7;2;210;1845;64
706;2021;10;0;31;113137;21;7;3;2;6;70;834;71
706;2020;10;0;23;74147;12;7;0;2;0;63;640;66
707;2024;20;0;29;96963;13;11;2;0;1;90;976;69
707;2023;20;0;57;190276;20;26;6;1;0;201;2054;69
707;2022;4;0;60;217696;29;26;5;4;5;187;2107;72
707;2021;4;0;48;173499;20;19;9;4;2;145;1568;69
707;2020;26;0;15;51614;7;4;3;1;0;45;417;62
710;2024;26;0;40;124562;11;21;3;4;0;125;1345;70
710;2023;26;0;60;203446;33;21;2;3;2;182;2042;74
710;2022;26;0;66;233231;24;33;7;3;2;208;2418;75
710;2021;28;0;64;215668;29;27;0;4;3;192;2128;73
710;2020;28;0;65;236272;48;14;3;1;8;140;1902;76
711;2024;3;0;47;142352;15;21;1;1;4;134;1434;67
711;2023;3;0;44;135880;15;20;3;4;1;137;1446;70
711;2022;3;0;40;133339;25;9;3;0;5;106;1358;77
711;2021;3;0;50;175797;28;18;3;2;2;144;1671;73
711;2020;3;0;60;206825;25;31;2;1;5;185;1902;69
714;2024;13;0;39;124580;17;16;1;3;2;100;1199;72
714;2023;13;0;39;130979;19;13;6;2;3;108;1297;72
714;2022;13;0;26;73262;8;11;1;1;0;74;713;64
714;2021;13;0;53;189026;19;29;5;4;3;177;1896;71
714;2020;13;0;25;88410;13;9;2;0;0;66;770;70
727;2024;4;0;59;203444;28;19;8;2;1;183;1929;69
727;2023;49;1;24;83952;12;8;3;1;1;62;687;67
727;2022;26;0;24;64381;5;12;1;3;0;64;627;61
727;2021;1;0;36;121901;28;5;0;1;0;86;1091;72
734;2024;2;0;32;111560;12;18;1;2;1;97;1031;67
734;2023;11;0;47;160758;18;25;2;0;4;158;1856;75
734;2022;11;0;35;104283;13;14;1;2;2;112;1239;71
734;2021;2;0;28;94331;15;10;1;1;2;73;808;69
734;2020;2;0;34;118803;16;13;4;3;3;98;1072;71
734;2020;33;1;17;62306;11;4;2;1;1;41;509;73
735;2024;5;0;46;158626;25;18;2;2;2;120;1460;72
735;2023;5;0;67;238395;43;19;4;3;4;171;2124;74
735;2022;5;0;53;184169;33;16;2;1;4;136;1608;71
735;2021;5;0;53;182577;26;22;4;2;3;149;1751;74
735;2020;5;0;46;148926;19;20;1;4;3;140;1522;68
737;2024;23;0;44;152616;16;20;5;3;4;119;1488;76
737;2023;23;0;64;222553;35;25;2;2;7;143;1954;77
737;2022;23;0;62;216932;26;24;9;3;3;179;2044;73
737;2021;23;0;53;189985;25;23;4;2;1;150;1610;69
737;2020;23;0;71;253267;37;30;4;2;4;232;2478;72
769;2024;35;1;2;7200;2;0;0;0;0;2;81;94
769;2023;35;1;32;93877;7;18;1;6;1;99;894;60
769;2022;18;0;36;129949;21;11;4;1;2;99;1034;67
771;2024;34;1;48;168949;27;14;6;2;3;138;1506;69
771;2023;34;1;43;152674;28;11;3;0;1;116;1337;72
771;2022;16;0;52;178128;30;15;4;2;3;141;1617;71
771;2021;50;1;12;40974;2;6;3;1;0;36;420;73
778;2024;54;1;41;140119;14;22;3;3;2;126;1332;69
778;2023;5;0;18;58794;10;6;0;1;0;46;508;70
778;2022;5;0;33;109117;19;9;2;3;1;89;1010;71
778;2021;22;0;41;127040;13;17;4;2;2;116;1285;70
778;2020;22;0;28;97189;5;19;2;1;1;98;944;68
783;2024;11;0;59;193011;25;25;5;3;2;191;2125;74
783;2023;11;0;43;136297;15;21;1;1;0;140;1396;68
783;2022;11;0;58;189190;22;29;2;1;1;205;2170;72
783;2021;11;0;48;160856;18;26;2;3;1;167;1805;74
783;2020;11;0;62;223694;37;23;2;5;3;178;2133;77
812;2024;24;0;32;111286;23;9;0;1;1;90;991;70
812;2024;10;0;10;36521;6;2;2;0;2;16;245;75
812;2023;10;0;52;185843;32;15;4;3;7;108;1339;69
812;2022;38;1;7;25759;5;2;0;0;1;17;217;71
812;2022;28;0;19;61245;6;10;1;0;0;59;551;61
812;2021;29;0;52;178259;23;25;1;3;4;147;1630;71
812;2020;45;1;23;76837;12;7;1;2;1;60;663;69
815;2024;55;1;25;86509;7;15;2;1;0;77;787;66
815;2023;18;0;37;125718;19;14;1;0;1;87;1049;70
815;2022;29;0;38;126953;11;22;3;4;2;128;1271;65
815;2020;36;1;28;93736;14;10;2;4;1;76;802;67
831;2024;44;1;30;96718;10;13;3;5;1;99;813;57
831;2023;46;1;4;14704;1;2;1;0;0;14;112;59
831;2023;38;1;27;93539;12;13;1;1;1;81;801;65
831;2022;38;1;40;140282;26;10;3;0;1;107;1235;71
831;2021;34;1;48;166146;27;14;3;2;2;136;1501;71
835;2024;40;1;1;3636;0;0;1;0;0;3;39;78
835;2023;47;1;1;3559;0;1;0;0;0;3;26;60
856;2024;48;1;19;58049;8;6;1;3;1;36;482;70
856;2023;37;1;49;167929;23;21;2;2;1;139;1674;73
856;2022;17;0;50;174703;18;25;5;3;2;159;1621;68
856;2021;6;0;45;150893;14;25;4;6;0;145;1374;64
856;2020;44;1;44;137155;19;19;0;4;1;120;1221;66
894;2022;15;0;8;29015;5;2;1;1;0;22;249;71
894;2022;50;1;5;12781;2;1;0;2;0;7;112;74
894;2021;50;1;12;37876;4;5;2;1;0;45;396;62
894;2021;15;0;9;30061;5;1;1;0;0;21;275;76
894;2020;50;1;47;164846;28;16;1;2;0;122;1409;72
896;2024;43;1;38;129923;15;14;6;4;2;95;1149;72
896;2023;45;1;57;195672;20;28;6;5;5;165;1952;74
896;2022;51;1;40;143366;21;16;3;6;3;104;1227;73
896;2021;51;1;35;116984;15;16;2;1;1;105;1145;69
896;2020;51;1;43;146778;22;19;0;3;2;113;1262;69
907;2024;57;1;26;85841;16;7;0;0;3;63;736;69
907;2023;57;1;10;33332;4;4;2;0;1;25;277;67
907;2023;48;1;38;130145;23;10;3;1;2;91;1340;79
907;2021;36;1;47;160584;23;21;1;1;4;130;1461;70
907;2020;59;1;46;157257;12;24;7;4;0;163;1686;71
917;2020;39;1;2;6632;0;2;0;1;0;9;82;67
921;2022;0;0;2;4279;1;0;0;0;0;2;34;63
923;2024;32;1;42;136263;16;17;5;2;1;137;1381;65
923;2023;25;0;49;166848;26;16;3;3;1;126;1526;72
923;2022;36;1;37;126137;13;17;5;2;1;104;1077;64
923;2021;33;1;34;116213;19;12;0;1;2;81;924;68
923;2020;36;1;51;182926;27;17;6;4;4;136;1651;73
992;2024;32;1;25;89101;7;13;4;1;1;91;858;67
992;2023;57;1;40;136410;24;10;4;3;4;100;1026;65
992;2022;57;1;47;165280;35;6;4;1;9;104;1303;73
992;2021;43;1;47;163343;16;26;4;0;0;141;1514;69
992;2020;43;1;45;150910;14;24;4;5;2;137;1412;66
998;2024;8;0;61;203641;19;37;2;6;1;216;2293;70
998;2023;8;0;54;176516;19;25;3;4;1;180;2061;74
998;2022;8;0;69;242724;27;39;2;7;5;231;2392;69
998;2021;8;0;62;214576;41;13;5;0;9;136;1709;71
998;2020;8;0;65;229584;32;29;4;4;7;167;2064;73
1002;2024;34;1;32;107702;13;14;2;5;2;85;870;65
1002;2023;30;0;25;78580;14;4;2;0;0;67;736;68
1002;2022;43;1;48;167505;26;15;6;1;1;138;1563;72
1016;2024;33;1;32;116183;18;11;3;2;2;82;884;67
1016;2023;58;1;41;141579;16;19;4;1;2;110;1315;75
1016;2022;42;1;37;131004;14;15;6;2;0;127;1316;71
1016;2021;17;0;35;120030;19;11;2;3;2;86;1067;73
1016;2020;42;1;37;122781;22;10;2;0;1;94;1025;67
1021;2024;15;0;59;205397;29;18;9;0;4;154;1619;67
1021;2023;15;0;60;211899;46;10;2;1;5;138;1688;72
1021;2022;15;0;49;172368;28;18;2;1;3;148;1576;68
1021;2021;15;0;64;228218;31;27;6;3;7;181;2150;75
1021;2020;15;0;41;148030;13;21;7;0;2;128;1283;67
1036;2024;22;0;58;199616;28;22;6;2;3;187;1935;69
1036;2023;22;0;57;186768;32;21;2;2;3;162;1741;69
1036;2022;22;0;33;112426;17;14;1;1;2;90;1002;69
1036;2021;51;1;45;153405;22;19;1;5;4;124;1396;72
1036;2020;51;1;38;127141;20;15;0;1;0;117;1118;64
1040;2024;49;1;1;2983;0;1;0;0;0;5;15;16
1040;2024;38;1;3;11223;1;1;1;1;0;12;123;67
1040;2023;38;1;1;3533;0;1;0;0;0;3;26;63
1040;2022;58;1;23;72881;9;9;1;2;1;80;787;66
1040;2021;58;1;32;92555;3;21;1;3;1;95;1068;68
1040;2020;61;1;50;170155;14;28;5;3;1;180;1734;65
1042;2022;36;1;41;147460;13;20;7;2;0;123;1235;65
1042;2021;49;1;51;177925;32;15;2;2;3;116;1576;76
1042;2020;52;1;44;155877;22;17;4;2;2;118;1365;71
1046;2024;52;1;8;28087;5;2;0;0;0;21;207;67
1046;2022;24;0;9;32773;5;3;0;0;0;30;294;69
1046;2021;57;1;4;12217;2;1;0;0;0;12;108;64
1046;2020;57;1;3;10800;3;0;0;0;0;10;118;82
1049;2021;38;1;1;3600;1;0;0;0;0;2;17;55
1052;2024;9;0;30;89747;10;14;0;1;0;79;922;69
1052;2023;28;0;24;81219;6;13;3;3;1;67;750;71
1052;2022;28;0;9;32485;6;1;2;0;1;21;312;73
1052;2022;15;0;30;96291;10;12;4;2;1;80;915;68
1052;2021;48;1;58;207648;39;15;3;0;4;148;1655;69
1052;2020;5;0;48;148184;18;21;3;5;2;144;1516;68
1056;2024;19;0;52;176879;31;15;2;2;4;128;1534;72
1056;2023;2;0;61;212961;34;22;3;2;1;178;1990;73
1056;2022;2;0;60;203530;43;10;3;1;3;142;1710;71
1056;2021;5;0;34;114571;16;13;1;2;2;87;1136;75
1056;2020;60;1;34;112307;17;13;2;3;0;91;936;66
1059;2023;54;1;32;113056;11;19;2;3;1;99;1095;71
1059;2021;57;1;50;175970;26;18;5;2;1;145;1540;69
1059;2020;35;1;52;179651;20;26;3;1;3;160;1755;71
1060;2024;47;1;46;155791;16;21;6;2;0;143;1349;64
1060;2023;47;1;46;156444;25;15;4;0;2;134;1264;64
1060;2022;47;1;8;23599;3;4;0;1;1;21;201;59
1060;2022;40;1;4;10526;0;3;0;0;0;19;123;50
1060;2021;40;1;45;161705;18;24;3;2;3;144;1707;75
1061;2024;28;0;49;174010;34;12;2;1;5;122;1507;73
1061;2023;9;0;32;105796;8;20;1;1;0;118;1108;65
1061;2022;21;0;59;204131;34;16;6;0;2;153;1659;68
1070;2020;54;1;19;64910;3;10;4;2;0;70;646;64
1085;2024;44;1;32;108294;19;11;0;0;4;60;851;73
1085;2023;52;1;47;164713;28;17;0;2;6;115;1290;70
1085;2022;35;1;50;167687;17;26;4;7;1;171;1739;70
1085;2021;35;1;8;25731;1;6;0;2;0;25;280;73
1109;2022;60;1;15;55336;8;4;3;1;1;29;350;69
1109;2020;48;1;36;125500;19;11;4;2;0;97;1118;72
1128;2024;15;0;19;63479;9;9;0;2;1;54;565;68
1128;2023;0;0;35;100273;15;11;2;1;1;91;1034;68
1128;2022;56;1;39;138556;26;8;3;2;2;81;1167;76
1128;2021;56;1;57;200912;31;20;5;5;2;165;1675;66
1128;2020;15;0;41;141716;16;21;2;3;1;100;1201;72
1149;2024;12;0;38;126291;14;15;4;1;3;107;1106;66
1149;2023;12;0;25;89021;8;9;4;1;1;84;953;73
1149;2022;12;0;54;188407;27;21;5;1;4;155;1833;74
1149;2021;12;0;51;165774;23;22;2;7;2;134;1525;70
1149;2020;56;1;50;158785;25;16;1;1;1;140;1558;69
1163;2024;0;0;54;186153;28;23;2;5;3;153;1803;73
1163;2023;0;0;54;185954;21;27;3;5;3;178;1936;71
1163;2022;0;0;67;233724;30;30;4;5;5;201;2282;73
1163;2021;0;0;53;183918;27;18;4;4;6;134;1676;76
1163;2020;46;1;56;191517;28;19;6;2;4;151;1830;74
1202;2024;37;1;2;7500;2;0;0;0;0;5;55;72
1202;2023;37;1;18;56854;5;7;4;1;0;61;563;61
1202;2022;54;1;4;14312;0;4;0;2;0;13;111;60
1202;2021;54;1;51;172717;22;24;2;2;4;148;1436;63
1202;2020;48;1;42;149736;21;19;2;1;0;122;1346;69
1204;2024;43;1;4;14327;2;2;0;0;0;15;134;63
1204;2023;43;1;9;31059;3;4;1;0;0;27;292;65
1221;2024;25;0;43;134758;22;14;1;1;3;116;1263;70
1221;2023;1;0;60;195889;23;27;4;3;3;182;2036;70
1221;2022;1;0;33;112059;14;14;3;2;0;119;1183;70
1234;2024;39;1;48;168847;32;12;2;3;4;104;1226;69
1234;2023;39;1;55;193552;34;17;2;3;6;137;1497;70
1234;2022;20;0;2;7138;0;2;0;0;0;9;98;83
1234;2022;39;1;42;136249;22;11;4;1;3;107;1278;73
1234;2021;39;1;41;140153;22;15;3;5;1;138;1346;68
1234;2020;39;1;47;156933;20;18;5;2;1;153;1646;73
1239;2024;26;0;53;172387;19;25;3;3;2;172;1753;68
1239;2023;26;0;28;93327;10;15;1;2;1;96;991;70
1239;2022;49;1;23;76098;12;5;3;1;1;50;596;69
1239;2021;26;0;51;179645;22;23;4;2;2;145;1641;71
1239;2020;49;1;42;144106;23;15;2;5;4;116;1273;70
1259;2024;53;1;37;129448;19;14;3;0;3;91;1039;69
1259;2023;29;0;51;171843;15;28;4;7;3;153;1625;69
1266;2024;57;1;6;20277;2;4;0;1;0;15;204;80
1266;2023;54;1;8;28977;4;4;0;1;0;20;265;77
1266;2023;9;0;43;147649;23;15;3;5;1;137;1535;71
1266;2022;9;0;26;79988;13;8;1;1;4;64;732;69
1266;2021;54;1;31;98656;11;14;2;3;1;93;816;59
1266;2020;54;1;39;129568;22;13;2;0;1;103;1109;67
1278;2024;12;0;49;164854;28;15;4;1;2;145;1463;66
1278;2023;12;0;61;209373;29;26;6;1;5;174;2026;73
1278;2022;12;0;21;68265;9;7;2;1;1;52;646;72
1278;2022;51;1;6;21699;4;2;0;0;1;13;233;86
1278;2022;14;0;1;3786;0;0;1;0;0;4;50;87
1278;2022;47;1;10;29960;3;6;0;1;1;23;236;62
1278;2021;47;1;51;175011;26;20;3;4;4;135;1509;70
1278;2020;47;1;51;179671;27;21;2;2;6;145;1627;71
1279;2024;49;1;61;214828;40;16;3;1;4;140;1783;74
1279;2023;49;1;52;186586;36;10;5;1;5;137;1685;74
1279;2022;18;0;12;42797;7;5;0;1;2;39;375;66
1279;2022;10;0;1;3600;1;0;0;0;0;2;30;77
1279;2022;53;1;33;107401;12;14;2;2;3;86;1058;72
1279;2021;53;1;35;120029;13;18;2;2;1;123;1115;63
1288;2024;58;1;51;170140;18;25;4;2;2;173;1631;64
1288;2023;4;0;60;203466;33;22;3;1;2;185;1999;70
1288;2022;41;1;31;103184;19;10;1;0;2;74;923;74
1311;2024;55;1;53;185648;28;20;3;2;7;133;1564;72
1311;2023;55;1;24;72905;9;10;1;2;1;53;635;70
1311;2022;55;1;45;157243;30;11;2;0;2;112;1275;70
1311;2021;55;1;33;108010;18;10;1;1;2;84;870;67
1311;2020;55;1;45;158273;22;15;6;2;2;145;1575;71
1332;2024;9;0;59;196539;26;24;5;7;4;180;2049;70
1332;2023;9;0;12;36102;2;6;2;0;0;48;407;59
1332;2023;51;1;27;92923;7;16;3;3;0;92;876;66
