PlayerId;Year;Team Id;League Id;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
10;2024;7;0;76;17;27;28;-10;4;5;0;0;60;0;172;195;100;123;21;24;36;65662;11817;6027;0;0
10;2023;7;0;56;24;24;26;0;9;8;1;1;62;4;161;119;62;99;27;10;26;53825;11598;3978;0;0
10;2022;7;0;79;28;29;23;1;7;6;0;1;63;5;288;145;81;176;40;20;51;78859;16345;4201;0;0
10;2021;7;0;36;14;15;18;1;4;7;1;0;63;1;95;102;58;73;20;6;13;36210;7422;4239;0;0
10;2020;7;0;48;17;23;42;13;4;9;0;0;62;5;144;79;43;108;19;10;17;46847;9597;305;0;0
14;2024;41;1;75;21;45;56;4;3;16;0;0;66;5;214;71;31;55;30;31;52;66472;18622;259;0;0
14;2022;15;0;2;0;1;0;-1;0;0;0;0;55;0;2;1;1;0;0;1;0;753;0;0;0;0
14;2022;3;0;49;9;2;24;-7;1;0;0;0;53;1;49;112;45;31;11;8;13;21923;1674;133;0;0
14;2022;37;1;11;5;4;16;-2;2;0;0;0;65;0;26;23;12;9;4;5;6;9134;1995;781;0;0
14;2021;37;1;64;13;32;47;2;5;11;0;0;64;1;155;77;33;63;17;25;49;48641;14464;1989;0;0
14;2020;37;1;57;17;16;26;-6;7;8;0;0;60;2;146;0;0;53;13;14;37;44375;12394;47;0;0
16;2023;32;1;6;0;0;4;-3;0;0;0;0;56;0;6;0;0;8;2;0;18;4831;43;872;0;0
16;2022;23;0;77;10;12;26;-21;1;1;1;1;52;2;105;0;0;86;22;17;128;79140;2112;9838;0;0
16;2021;11;0;79;4;21;18;-24;0;0;0;0;52;0;79;0;0;99;12;22;150;76213;137;10048;0;0
16;2020;1;0;80;4;19;40;25;0;1;0;2;53;1;103;0;0;98;24;20;123;81779;622;11600;2;0
22;2024;21;0;37;3;6;12;-15;0;0;0;0;56;0;42;0;0;11;16;9;22;34041;163;2506;0;0
22;2023;21;0;65;10;26;20;1;0;3;0;0;60;4;189;0;0;56;19;17;63;63055;6444;4406;0;0
22;2022;21;0;70;9;31;8;11;1;2;0;0;61;3;178;0;0;29;21;18;115;73569;2236;4697;0;0
22;2021;21;0;81;18;57;28;22;6;16;0;1;70;2;295;0;0;70;28;29;114;85288;14763;5019;0;0
22;2020;21;0;78;21;47;45;-10;7;13;0;1;70;0;309;0;0;95;28;29;127;82036;14336;5832;0;0
24;2023;30;0;51;5;3;33;4;0;0;1;0;52;1;32;126;57;47;5;10;11;20514;194;6578;1;0
24;2023;19;0;9;2;3;0;3;0;0;0;0;57;1;10;6;4;6;1;3;0;4781;90;475;0;0
24;2022;19;0;55;5;15;62;5;0;0;0;1;54;0;81;99;52;65;16;23;12;42614;452;5358;2;1
24;2021;17;0;77;6;7;33;2;0;0;0;1;57;0;62;138;60;84;7;15;12;36884;9;10426;3;3
24;2020;19;0;68;9;19;82;5;0;0;1;0;55;0;95;84;39;91;21;28;21;50864;340;9738;4;1
25;2024;16;0;75;24;32;19;-1;11;10;1;0;73;4;287;0;0;87;35;25;233;83789;17071;5764;0;0
25;2023;16;0;81;23;52;50;3;7;20;1;1;74;4;295;0;0;107;20;18;288;92372;18598;8115;0;0
25;2022;16;0;79;14;44;51;-1;3;15;1;1;75;0;312;0;0;89;33;33;237;89423;19450;5491;0;0
25;2021;16;0;74;16;46;32;6;3;6;0;0;73;1;290;0;0;60;37;21;215;83403;17724;4701;0;0
25;2020;16;0;81;24;37;14;17;5;10;0;0;72;5;383;0;0;58;34;20;235;92921;17495;4600;0;0
28;2023;55;1;5;1;1;0;-1;0;0;0;0;56;0;6;0;0;10;1;1;4;4925;277;883;0;0
28;2022;55;1;4;0;0;0;1;0;0;0;0;55;0;7;0;0;4;0;1;3;3605;86;572;0;0
28;2021;30;0;63;5;14;18;4;0;0;1;0;53;0;86;0;0;90;23;23;62;61616;416;9401;0;0
28;2020;30;0;82;5;19;36;-2;0;0;0;2;52;3;130;0;0;106;22;25;83;82904;517;11589;0;0
29;2021;43;1;75;18;21;44;-6;7;8;0;0;57;1;163;74;36;96;32;19;56;54439;8540;1581;0;0
29;2020;61;1;24;8;8;8;-10;4;3;0;1;61;0;54;64;36;47;7;5;33;17258;4114;1458;0;0
30;2023;46;1;68;15;11;240;4;0;0;2;0;59;3;131;111;59;126;19;19;10;48560;174;7469;30;14
30;2022;0;0;2;0;0;0;2;0;0;0;0;49;0;1;6;4;1;1;0;0;725;0;68;0;0
30;2022;46;1;64;13;14;185;13;0;0;0;0;58;2;120;113;58;167;20;15;16;49919;247;5423;15;8
30;2021;10;0;81;19;18;155;17;0;0;0;0;56;1;119;69;35;239;27;20;10;58633;2;149;8;2
30;2020;10;0;73;13;8;149;11;0;0;0;0;54;2;106;40;22;156;20;12;9;43118;47;162;7;3
33;2024;38;1;55;5;10;45;20;0;0;1;0;56;1;76;2;2;59;8;21;71;48116;226;5604;4;0
33;2023;38;1;16;2;0;10;4;0;0;0;0;62;1;19;2;0;29;7;5;30;16881;216;1979;0;0
33;2023;43;1;49;4;13;42;1;0;0;0;1;64;0;57;0;0;68;14;33;114;44732;393;8082;0;0
33;2022;43;1;8;0;1;20;-1;0;0;0;0;59;0;3;0;0;6;1;3;23;6770;76;926;0;0
33;2022;30;0;30;1;6;22;18;0;0;0;0;62;0;26;0;0;51;7;8;60;29922;398;3947;0;0
33;2021;20;0;48;1;11;30;7;0;0;0;1;56;0;80;0;0;74;17;8;81;50355;179;6736;0;0
33;2020;19;0;53;7;10;16;30;0;0;0;1;57;0;67;0;0;56;9;11;70;48737;0;6995;0;0
36;2024;21;0;76;17;21;20;-17;6;4;0;0;59;3;136;1056;460;89;20;25;79;61266;8109;1616;0;0
36;2023;21;0;82;23;37;42;-9;8;9;0;0;70;1;193;1322;554;154;21;58;89;75274;15223;4865;0;0
36;2022;21;0;82;17;40;22;-21;5;21;0;0;66;3;251;1461;696;68;21;47;64;77239;16902;868;0;0
36;2021;21;0;71;12;52;28;20;3;15;0;0;71;2;181;1134;553;137;20;33;52;70166;13004;2948;0;0
36;2020;21;0;70;18;36;14;-8;6;14;0;0;62;7;185;1321;603;86;24;28;33;67558;12969;586;0;0
38;2024;9;0;80;9;15;12;-9;1;3;0;0;55;1;75;540;280;54;12;5;42;35161;4052;637;0;0
38;2023;9;0;64;7;26;32;-11;1;9;1;0;62;1;110;754;369;50;13;14;44;49271;6457;1483;0;0
38;2022;9;0;82;17;46;24;8;8;16;0;0;69;4;194;1238;679;86;21;19;59;76264;15132;2318;0;0
38;2021;9;0;82;20;53;28;12;3;17;1;0;70;6;190;1339;727;97;16;18;69;77827;17017;5858;0;0
38;2020;9;0;82;33;66;42;8;11;29;0;0;68;7;273;1511;817;83;27;26;54;80708;16420;3539;0;0
39;2024;51;1;21;8;8;18;-1;4;6;0;0;68;1;56;22;10;21;6;15;25;17686;5610;42;0;0
39;2024;22;0;18;2;1;0;2;0;0;0;0;53;0;17;37;20;4;4;3;6;7528;117;70;0;0
39;2023;22;0;51;1;5;18;-15;0;0;0;0;52;0;25;194;72;22;9;2;21;22011;308;286;0;0
39;2022;22;0;77;19;30;36;-7;12;7;0;0;62;2;180;1;0;61;21;15;61;67837;14618;0;0;0
39;2021;22;0;74;30;33;16;-15;16;15;0;0;64;4;202;14;7;51;25;28;69;63498;14633;102;0;0
39;2020;22;0;82;23;30;10;-18;8;9;0;0;64;3;223;16;11;50;28;34;102;80642;16161;312;0;0
41;2024;45;1;43;4;12;36;-5;1;6;0;0;63;0;63;0;0;86;15;7;69;37523;7965;4462;0;0
41;2023;45;1;55;7;14;41;-4;3;3;0;1;64;0;111;0;0;125;14;12;106;48298;10227;4520;0;0
41;2022;43;1;28;6;3;12;1;0;0;0;0;65;0;49;0;0;47;6;10;54;26308;1532;2732;0;0
41;2021;43;1;54;1;17;38;-8;1;4;0;2;67;0;97;1;0;109;18;23;116;51723;5361;6481;0;0
41;2020;41;1;14;0;4;10;6;0;0;0;1;68;0;17;0;0;23;5;5;34;14367;325;2716;0;0
41;2020;4;0;29;2;4;10;-10;1;0;0;0;60;0;31;0;0;49;9;7;45;27277;1270;1543;0;0
41;2020;28;0;6;0;0;0;0;0;0;0;0;63;0;8;0;0;10;2;1;11;5736;368;248;0;0
43;2023;56;1;58;9;31;41;-3;2;7;0;2;67;1;142;660;338;81;17;25;76;46945;10789;615;0;0
43;2023;12;0;12;2;1;2;5;0;0;0;0;55;0;12;120;50;18;4;6;6;8237;72;950;0;0
43;2022;56;1;67;8;23;22;5;2;2;0;0;62;1;114;157;67;109;8;28;49;53342;2586;7469;0;0
43;2021;34;1;61;16;33;26;0;6;10;0;1;66;2;146;98;46;74;14;25;31;44804;15929;1336;0;0
43;2020;34;1;12;4;8;2;-3;2;6;0;0;64;1;24;36;15;14;2;3;7;9893;3140;890;0;0
43;2020;33;1;34;6;8;14;-2;1;2;1;0;59;1;61;119;56;41;8;19;23;30174;1323;3623;0;0
43;2020;2;0;12;3;3;0;-9;0;1;0;0;54;0;9;34;16;5;1;3;1;6310;51;274;0;0
44;2024;6;0;78;6;33;32;17;0;0;0;3;57;0;129;0;0;147;27;27;14;85748;691;10351;0;0
44;2023;6;0;74;11;27;20;-5;2;3;0;1;61;2;153;0;0;127;16;28;36;85544;4276;8419;0;0
44;2022;6;0;79;7;21;38;-19;0;1;1;4;61;0;149;0;0;148;14;26;83;92712;958;9116;0;0
44;2021;6;0;82;11;31;36;-21;3;8;0;0;64;2;232;0;0;142;20;59;107;96982;9738;8210;0;0
44;2020;6;0;82;8;27;31;-4;3;8;0;0;70;1;199;0;0;109;36;51;127;94013;18409;7328;0;0
45;2024;30;0;81;9;17;46;4;0;0;0;1;55;1;83;871;440;93;15;21;25;57704;95;6287;0;0
45;2023;25;0;66;4;10;10;-15;1;1;0;1;54;2;72;637;329;59;9;14;19;40632;1159;3108;0;0
45;2022;25;0;80;10;17;26;0;0;2;0;1;57;2;93;967;515;91;22;25;31;61373;403;7669;0;0
45;2021;24;0;57;2;4;6;-13;0;0;0;0;52;0;39;245;129;28;10;11;12;29670;172;2669;0;0
45;2021;57;1;17;0;5;2;3;0;0;0;1;60;0;28;208;104;30;1;2;11;12503;15;3089;0;0
45;2020;24;0;13;1;1;6;0;0;0;0;0;51;0;6;35;23;6;5;1;1;5373;140;175;0;0
45;2020;57;1;49;7;15;24;6;0;2;2;2;58;1;70;534;286;58;13;15;22;35728;614;8961;0;0
48;2024;26;0;75;8;20;8;-5;1;0;0;0;54;1;109;129;61;48;16;15;36;55323;292;177;0;0
48;2023;26;0;81;18;27;30;-9;4;6;0;0;61;3;159;1155;638;55;18;26;48;66969;7505;2249;0;0
48;2022;26;0;78;17;45;24;-22;9;17;0;0;67;2;238;1534;827;78;18;24;52;78636;14891;1085;0;0
48;2021;26;0;37;11;22;14;20;1;6;0;0;70;2;118;702;371;29;19;19;24;35843;7671;1054;0;0
48;2020;26;0;74;37;33;38;23;16;13;1;0;71;7;279;1352;766;70;27;24;41;69243;14740;3471;0;0
51;2024;20;0;79;13;35;20;0;1;1;0;2;67;2;158;0;0;121;26;19;122;84448;854;5842;0;0
51;2023;20;0;81;6;38;44;2;0;2;0;1;69;1;153;0;0;151;24;18;123;89106;3852;8436;0;0
51;2022;20;0;67;12;32;24;-11;4;10;1;1;74;0;164;0;0;162;17;17;120;76394;11444;5424;0;0
51;2021;20;0;71;13;37;33;10;4;4;0;1;74;1;196;0;0;60;27;39;119;79787;12647;6057;0;0
51;2020;20;0;72;8;42;42;2;4;14;0;2;71;2;192;0;0;86;32;28;86;78699;15534;5398;0;0
52;2023;21;0;21;2;0;14;2;0;0;0;0;53;1;10;50;28;14;3;4;4;9028;443;361;0;0
52;2022;20;0;52;5;13;25;0;1;4;0;2;58;0;68;681;356;61;12;16;20;34151;1470;8152;1;0
52;2022;16;0;23;2;4;4;4;0;0;1;0;53;0;27;89;48;17;4;5;1;10248;27;877;0;0
52;2021;16;0;78;5;14;14;4;0;0;0;0;54;2;97;558;301;61;14;13;8;36930;1878;3803;0;0
52;2020;16;0;81;17;25;36;4;0;3;1;1;56;1;119;781;398;71;30;24;13;61660;4106;3914;0;0
55;2024;49;1;58;5;14;34;-2;0;0;0;0;55;0;47;83;30;26;10;24;18;31839;161;10192;0;0
55;2023;49;1;64;7;20;18;31;0;0;2;1;56;0;67;277;118;37;10;35;19;42601;79;11952;0;0
55;2022;39;1;51;8;7;18;23;0;0;0;1;55;1;33;288;130;18;13;26;15;30398;263;10167;0;0
55;2021;39;1;11;0;0;6;-10;0;0;0;0;53;0;13;68;36;5;3;4;5;8745;0;2117;0;0
55;2021;56;1;5;1;1;0;2;0;0;0;0;62;0;3;3;1;4;0;4;2;3338;35;483;0;0
55;2021;12;0;18;1;1;10;-4;0;1;0;0;51;0;9;40;19;4;5;6;7;7910;82;1026;0;0
55;2020;12;0;18;0;3;0;0;0;0;0;1;51;0;6;13;7;10;4;3;5;9581;0;982;0;0
58;2024;15;0;82;10;10;22;-8;0;0;0;1;52;3;64;72;36;74;13;15;14;46035;219;4125;0;0
58;2023;15;0;73;4;12;20;5;0;0;0;1;54;3;69;99;55;79;20;12;6;33201;252;5231;0;0
58;2022;1;0;64;8;13;23;3;0;0;0;0;57;2;79;81;46;67;16;16;29;45580;467;3734;1;1
58;2021;1;0;48;0;7;12;-7;0;1;0;0;54;0;26;347;179;59;12;9;20;24566;73;7323;0;0
58;2020;28;0;74;13;25;78;30;0;0;0;0;62;2;168;163;88;217;40;20;25;76936;592;5627;4;2
61;2024;41;1;57;12;8;32;-5;4;4;0;0;62;2;112;686;325;53;19;19;25;44353;5993;2741;0;0
61;2023;41;1;76;24;35;20;-10;13;19;0;0;63;3;184;919;444;61;18;14;34;45722;17209;833;0;0
61;2022;41;1;28;2;4;8;-2;1;1;0;0;56;0;44;58;25;12;11;5;3;12340;3660;505;0;0
61;2021;41;1;29;5;13;10;8;0;2;0;0;62;0;79;25;13;25;6;7;9;23898;4176;30;0;0
61;2020;41;1;54;13;23;28;5;2;7;0;0;62;3;133;86;48;39;12;11;16;42785;9444;391;0;0
61;2020;4;0;12;1;0;0;-2;0;0;0;0;56;0;17;7;3;5;4;2;3;7731;953;26;0;0
65;2024;8;0;79;15;35;39;-22;4;14;1;0;64;3;172;257;148;48;19;16;61;74950;11572;4375;1;0
65;2023;8;0;79;37;30;44;-15;8;10;1;0;69;3;217;306;171;67;24;24;55;75889;15903;7233;0;0
65;2022;8;0;77;24;59;24;12;5;18;0;3;71;2;253;540;322;73;19;27;49;79704;15463;5937;0;0
65;2021;8;0;82;26;44;22;21;9;11;0;1;72;5;276;172;109;57;23;33;51;78863;17934;4950;0;0
65;2020;8;0;82;22;52;42;17;7;12;0;0;73;5;271;199;118;60;22;31;52;83818;20027;3858;0;0
70;2024;53;1;70;7;18;24;15;0;1;2;2;64;0;103;0;0;57;13;28;156;67927;2834;9601;0;0
70;2023;53;1;65;6;24;46;-4;1;4;0;1;66;2;114;1;0;66;12;35;161;66206;7245;8806;0;0
70;2022;53;1;50;3;26;30;-1;1;6;0;0;66;0;85;0;0;37;13;22;112;49697;12325;4028;0;0
70;2021;34;1;25;1;10;17;-2;0;0;0;0;63;0;33;0;0;13;3;12;42;21973;327;3208;1;1
70;2020;34;1;72;2;7;42;-17;0;0;0;1;63;0;90;0;0;42;23;26;172;74266;1420;6788;0;0
72;2024;26;0;78;21;39;18;-13;7;10;0;2;69;2;273;135;55;86;36;32;48;74749;13145;4425;0;0
72;2023;11;0;77;30;45;52;-10;7;19;2;1;70;3;277;107;45;96;35;29;70;77515;14776;7172;0;0
72;2022;11;0;82;39;48;36;-22;15;16;0;0;70;5;303;41;18;115;30;26;70;81946;16100;6158;0;0
72;2021;11;0;82;48;40;28;9;13;11;0;0;71;8;322;96;41;106;33;38;71;84054;15176;4370;0;0
72;2020;11;0;75;48;46;26;36;14;10;0;0;72;6;324;190;83;98;43;25;53;77567;15509;2617;0;0
73;2023;6;0;6;0;1;2;1;0;0;0;0;57;0;9;0;0;7;1;1;15;5596;32;1232;0;0
73;2023;44;1;59;4;21;53;18;0;0;0;3;57;1;96;1;0;78;24;23;138;59624;2869;9134;1;0
73;2022;6;0;34;1;4;10;-7;0;0;0;0;55;0;30;0;0;36;8;7;81;31084;39;4484;0;0
73;2021;6;0;41;4;4;17;1;1;0;0;1;55;2;45;0;0;34;9;17;82;37679;41;5465;0;0
73;2020;12;0;79;2;14;28;-11;0;1;0;1;54;0;84;0;0;93;24;21;142;76960;1238;7576;0;0
74;2024;23;0;73;5;26;33;-8;0;1;1;1;66;3;142;0;0;97;12;32;84;84891;1582;5891;0;0
74;2023;23;0;77;6;31;8;12;1;3;0;2;67;0;185;0;0;59;25;53;124;90786;4240;6083;0;0
74;2022;23;0;82;9;45;47;0;2;9;0;0;72;1;238;0;0;122;11;52;111;96578;13981;9284;0;0
74;2021;23;0;75;10;31;26;14;1;1;0;0;72;2;198;0;0;111;22;51;110;87441;10669;9708;0;0
74;2020;23;0;41;7;23;12;-13;3;7;0;0;70;0;114;0;0;43;13;26;71;48384;4718;4568;0;0
76;2023;24;0;37;3;4;6;2;1;0;0;0;54;0;35;146;64;17;4;3;23;17353;269;570;0;0
76;2022;24;0;50;6;12;16;-3;0;0;0;0;62;0;82;639;320;85;14;16;58;45323;266;6151;0;0
76;2021;24;0;81;28;41;40;0;6;14;0;0;68;3;247;1586;831;126;28;39;58;81100;15457;88;0;0
76;2020;24;0;82;21;28;70;13;1;0;4;1;68;4;154;1557;846;148;25;39;104;80094;2120;12118;0;0
77;2023;60;1;47;7;7;24;7;0;1;0;0;57;2;77;0;0;64;18;26;54;48827;1267;9403;0;0
77;2023;16;0;10;0;3;0;5;0;0;0;0;57;0;6;0;0;7;2;7;16;9470;127;947;0;0
77;2022;60;1;48;5;5;26;8;1;0;0;0;59;0;75;0;0;37;8;21;70;46411;1727;6149;0;0
77;2020;20;0;63;6;6;16;9;0;1;2;1;57;1;90;0;0;44;29;33;112;67043;223;10205;0;0
81;2024;30;0;53;3;9;6;9;0;0;1;1;53;0;27;49;28;77;6;2;7;23973;335;2883;0;0
81;2023;30;0;63;7;5;17;-12;0;0;0;0;53;0;42;63;29;117;10;8;16;39973;59;4018;1;0
81;2022;30;0;48;2;2;4;-3;0;0;0;0;51;0;21;87;40;45;4;1;3;18665;78;28;0;0
81;2021;43;1;41;1;7;14;0;0;0;0;0;58;0;35;558;267;61;10;26;8;28459;425;8836;0;0
81;2021;30;0;25;2;1;0;-2;0;0;0;0;52;0;17;91;44;29;3;2;3;13209;0;280;0;0
81;2020;43;1;62;4;4;36;3;0;1;0;1;56;0;32;276;135;86;10;10;22;28094;204;11810;0;0
82;2024;30;0;74;7;19;30;-8;6;2;0;1;55;1;82;606;323;37;4;12;27;35148;6722;718;0;0
82;2023;30;0;79;5;13;10;-12;0;1;1;0;53;0;62;220;122;20;11;13;42;38304;1173;908;0;0
82;2022;30;0;10;1;0;0;-4;1;0;0;0;52;0;9;29;12;4;1;1;7;4218;80;195;0;0
82;2022;43;1;64;9;32;26;10;4;16;0;0;65;1;98;1041;571;38;9;23;54;51616;12429;4342;0;0
82;2021;43;1;68;8;24;32;-17;1;8;0;0;63;0;108;906;447;38;10;28;57;54681;10936;4309;0;0
82;2020;30;0;2;1;3;0;4;0;0;0;0;60;0;2;12;4;1;0;1;0;1089;96;34;0;0
82;2020;43;1;64;9;18;26;6;4;2;0;0;62;1;91;680;344;26;14;22;75;53058;6993;3002;0;0
83;2024;16;0;8;0;2;0;0;0;0;0;0;65;0;13;0;0;17;2;5;16;8048;635;550;0;0
83;2023;17;0;45;8;9;10;14;1;1;0;0;65;0;72;0;0;72;15;16;78;41710;6175;2514;0;0
83;2022;17;0;28;2;4;18;-1;0;0;0;0;58;0;33;0;0;29;3;11;49;25794;23;1956;0;0
83;2022;42;1;32;1;13;18;-4;0;2;0;0;69;0;58;0;0;55;13;16;79;32916;4138;4188;0;0
83;2021;42;1;44;7;15;21;1;2;1;0;1;70;3;81;0;0;68;10;16;102;42661;6114;4674;0;0
83;2020;42;1;36;5;7;26;6;1;0;1;1;59;1;49;0;0;46;12;17;65;31505;1799;4300;0;0
84;2023;4;0;72;16;20;14;-7;3;1;0;0;54;3;105;68;30;55;19;15;18;48865;1551;848;0;0
84;2022;4;0;80;15;21;14;-2;3;1;0;1;58;3;129;72;32;53;22;14;51;63234;7480;797;0;0
84;2021;4;0;80;17;32;20;-2;4;8;0;0;63;4;169;998;457;89;24;28;41;72339;8660;608;0;0
84;2020;29;0;75;16;44;30;-11;7;11;1;1;64;2;191;1380;660;79;26;15;40;73276;14312;3158;0;0
85;2023;42;1;39;5;4;6;-2;0;0;0;0;59;2;64;0;0;65;10;19;68;38667;395;7447;0;0
85;2022;30;0;30;4;2;8;-2;0;0;1;0;57;0;43;0;0;38;15;7;47;27576;190;3958;0;0
85;2021;19;0;64;7;14;8;8;0;0;0;0;54;1;104;0;0;87;26;27;83;64984;301;9046;0;0
85;2020;19;0;64;5;10;16;1;0;0;0;0;55;2;105;0;0;90;20;32;115;64838;838;10561;0;0
87;2024;36;1;58;2;15;20;16;0;0;0;1;58;0;66;0;0;68;14;40;103;53590;1558;7321;0;0
87;2023;37;1;29;3;10;31;-3;0;0;0;2;57;0;31;0;0;40;7;12;92;30167;720;5873;1;0
87;2022;37;1;61;5;16;30;-4;0;0;0;2;57;0;69;0;0;70;16;41;181;60905;501;11773;0;0
87;2021;23;0;17;0;2;19;-2;0;0;0;0;52;0;12;0;0;20;4;4;21;15537;0;841;1;0
87;2021;31;1;34;4;8;15;0;1;0;0;1;57;0;47;0;0;35;10;13;77;33803;2215;5387;1;0
87;2020;31;1;74;7;24;46;13;1;3;0;0;58;2;106;2;1;129;22;44;185;77043;9290;10874;0;0
88;2024;23;0;65;9;7;34;-6;0;1;0;0;55;2;64;290;159;38;7;4;12;31847;737;1393;0;0
88;2023;19;0;69;11;18;32;-6;1;2;0;0;57;2;99;732;431;65;14;7;13;48153;4544;399;0;0
88;2022;19;0;68;25;15;76;9;5;4;0;0;63;4;191;964;538;102;36;11;15;62850;6936;464;2;0
88;2021;19;0;76;34;37;61;25;5;4;0;1;64;7;230;1185;671;112;24;12;27;74634;4929;3394;0;0
88;2020;19;0;79;16;35;85;2;2;6;0;0;60;1;176;1028;591;130;19;21;17;70228;5423;963;3;0
90;2024;21;0;66;17;16;60;12;2;3;0;0;56;2;131;81;34;129;30;8;36;48473;4188;2471;0;0
90;2023;21;0;71;30;14;83;-9;5;6;0;1;68;5;241;97;44;183;33;20;48;72070;11817;3777;1;0
90;2022;21;0;80;37;43;107;21;11;14;0;1;71;8;301;195;79;212;55;18;40;75237;16767;4115;2;1
90;2021;21;0;81;54;31;92;26;17;11;0;0;67;12;387;173;81;185;43;19;58;85412;14497;2653;1;0
90;2020;21;0;65;36;27;81;1;11;7;0;0;64;6;238;123;65;99;33;20;35;63285;10881;2393;1;1
91;2024;0;0;54;5;10;6;-5;1;2;0;0;55;1;54;25;9;18;3;14;32;27797;2751;103;0;0
91;2024;3;0;31;6;10;14;-8;1;3;1;0;60;1;60;37;17;16;8;9;20;24296;5367;819;0;0
91;2023;3;0;81;17;43;38;-7;3;5;0;0;61;3;188;121;63;52;19;29;59;70439;11710;1370;0;0
91;2022;3;0;81;27;43;28;12;4;8;0;1;66;5;241;50;26;50;25;30;68;73898;14322;2045;0;0
91;2021;3;0;79;29;44;22;16;3;8;0;0;67;5;228;91;50;46;14;32;67;75633;15174;1031;0;0
91;2020;3;0;82;38;38;34;8;12;12;0;0;69;5;291;134;55;45;28;30;59;79807;18399;2350;0;0
92;2024;21;0;81;15;40;24;11;2;8;0;0;71;1;248;0;0;106;31;38;174;93735;16758;4615;0;0
92;2023;21;0;77;14;23;19;3;1;0;0;1;69;0;229;0;0;34;24;45;242;91163;6173;10697;0;0
92;2022;21;0;82;17;51;16;10;6;18;1;0;69;3;340;0;0;31;24;53;180;93092;17341;6278;0;0
92;2021;21;0;77;15;41;28;16;2;4;0;1;69;2;228;0;0;41;19;40;191;91833;6299;5681;0;0
92;2020;21;0;82;11;32;46;-6;2;5;0;1;70;2;247;0;0;61;26;58;210;94591;8665;9801;0;0
98;2024;10;0;82;16;21;42;38;0;0;0;0;64;6;171;1237;606;102;18;50;24;78355;1883;9933;0;0
98;2023;6;0;82;14;29;26;15;0;0;0;0;67;5;150;1505;763;98;20;56;30;84966;397;11096;0;0
