PlayerId;TeamId;FranchiseId;First Name;Last Name;Nick Name;Height;Weight;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired
84;-1;-1;Marcus;Johansson;MoJo;71;205;1990-10-6;Landskrona;SKå;Sweden;;;0
85;-1;-1;Erik;Johnson;;76;229;1988-3-21;Bloomington;MN;The United States;;;0
87;36;36;Alex;Green;;74;176;1998-6-18;Chicago;IL;The United States;;;0
88;23;23;Nazem;Kadri;;72;192;1990-10-6;London;ON;Canada;Lebanon;;0
90;21;21;Evander;Kane;;74;213;1991-8-2;Vancouver;BC;Canada;;;0
91;0;0;Patrick;Kane;;70;180;1988-11-19;Buffalo;NY;The United States;;;0
92;21;21;Erik;Karlsson;;72;195;1990-5-31;Landsbro;JöN;Sweden;;;0
98;10;10;Anže;Kopitar;;76;224;1987-8-24;Jesenice;GOR;Slovenia;;;0
100;-1;-1;Dmitry;Kulikov;;72;205;1990-10-29;Lipetsk;LIP;Russia;;;0
102;3;3;Nick;Leddy;;72;207;1991-3-20;Delano;MN;The United States;;;0
103;30;30;Robin;Lehner;;76;240;1991-7-24;Göteborg;VäS;Sweden;;;0
104;23;23;Kris;Letang;;72;207;1987-4-24;Montreal;QC;Canada;;;0
106;27;27;Martin;Kaut;;74;190;1999-10-2;Brno;JHM;Czech Republic;;;0
110;9;9;Evgeni;Malkin;Geno;76;199;1986-7-31;Magnitogorsk;CHE;Russia;;;0
111;2;2;Brad;Marchand;;69;181;1988-5-11;Halifax;NS;Canada;;;0
112;13;13;Jacob;Markstrom;;78;196;1990-1-31;Gävle;GäV;Sweden;;;0
115;26;26;Yegor;Afanasyev;;76;206;2001-1-23;Tver;TVE;Russia;;;0
116;29;29;Ryan;McDonagh;;73;214;1989-6-13;Arden Hills;MN;The United States;;;0
119;-1;-1;John;Moore;;74;209;1990-11-19;Winnetka;IL;The United States;;;0
120;39;39;Jake;Muzzin;;75;215;1989-2-21;Brantford;ON;Canada;;;0
121;0;0;Tyler;Myers;;80;231;1990-2-1;Horseshoe Bay;TX;Canada;The United States;;0
123;8;8;Nino;Niederreiter;;74;218;1992-9-8;Chur;GR;Switzerland;;;0
126;10;10;Ryan;O'Reilly;;73;216;1991-2-7;Clinton;ON;Canada;;;0
127;1;1;T.J.;Oshie;;71;191;1986-12-23;Mount Vernon;WA;The United States;;;0
128;1;1;Alex;Ovechkin;Ovi;74;236;1985-9-17;Moscow;MOS;Russia;;;0
129;14;14;Max;Pacioretty;;74;208;1988-11-20;New Canaan;CT;The United States;;;0
130;3;3;Kyle;Palmieri;;71;187;1991-2-1;Smithtown;NY;The United States;;;0
131;21;21;John;Leonard;;71;194;1998-8-7;Amherst;MA;The United States;;;0
135;17;17;David;Perron;;72;201;1988-5-28;Sherbrooke;QC;Canada;;;0
138;30;30;Alex;Pietrangelo;;75;210;1990-1-18;King City;ON;Canada;;;0
146;48;48;Zac;Rinaldo;;70;196;1990-6-15;Mississauga;ON;Canada;;;0
150;51;51;Luca;Sbisa;;75;205;1990-1-30;Ozieri;SAR;Switzerland;Italy;;0
151;53;53;Marco;Scandella;;75;209;1990-2-23;Montreal;QC;Canada;Italy;;0
153;11;11;Brayden;Schenn;;73;205;1991-8-22;Saskatoon;SK;Canada;;;0
154;-1;-1;Luke;Schenn;;74;229;1989-11-2;Saskatoon;SK;Canada;;;0
157;7;7;Tyler;Seguin;;73;201;1992-1-31;Brampton;ON;Canada;;;0
160;-1;-1;Wayne;Simmonds;Wayne Train;74;185;1988-8-26;Toronto;ON;Canada;;;0
161;11;11;Jeff;Skinner;;71;187;1992-5-16;Markham;ON;Canada;;;0
165;29;29;Jared;Spurgeon;;69;170;1989-11-29;Edmonton;AB;Canada;;;0
167;-1;-1;Jordan;Staal;;76;222;1988-9-10;Thunder Bay;ON;Canada;;;0
170;12;12;Steven;Stamkos;;73;198;1990-2-7;Markham;ON;Canada;;;0
171;43;30;Paul;Stastny;;72;200;1985-12-27;Quebec City;QC;The United States;Canada;Slovakia;0
172;51;22;Derek;Stepan;;72;201;1990-6-18;Hastings;MN;The United States;;;0
174;45;29;P.K.;Subban;;72;209;1989-5-13;Toronto;ON;Canada;;;0
175;26;26;Ryan;Suter;;74;210;1985-1-21;Madison;WI;The United States;;;0
176;-1;-1;Brandon;Sutter;;75;193;1989-2-14;Huntington;NY;Canada;The United States;;0
177;-1;-1;Chris;Tanev;;74;197;1989-12-20;Toronto;ON;Canada;;;0
178;0;0;Tomas;Tatar;Tuna;70;190;1990-12-1;Ilava;TRE;Slovakia;;;0
179;1;1;John;Tavares;;73;209;1990-9-20;Mississauga;ON;Canada;;;0
182;28;28;Jonathan;Toews;Captain Serious;74;204;1988-4-29;Winnipeg;MB;Canada;;;0
184;58;1;Kyle;Turris;;73;194;1989-8-14;New Westminster;BC;Canada;;;0
186;-1;-1;Marc-Edouard;Vlasic;Pickles;73;205;1987-3-30;Montreal;QC;Canada;;;0
187;5;5;Jakub;Voracek;;74;217;1989-8-15;Kladno;STR;Czech Republic;;;0
188;0;0;Shea;Weber;;76;230;1985-8-14;Sicamous;BC;Canada;;;0
190;40;40;Keith;Yandle;;73;196;1986-9-9;Blackstone;MA;The United States;;;0
193;-1;-1;Mats;Zuccarello;;67;179;1987-9-1;Oslo;AKE;Norway;;;0
194;18;18;Cam;Atkinson;Camsanity;68;182;1989-6-5;Greenwich;CT;The United States;;;0
196;10;10;T.J.;Brodie;;73;187;1990-6-7;Chatham-Kent;ON;Canada;;;0
197;-1;-1;Alexei;Toropchenko;;75;201;1999-6-25;Moscow;MOS;Russia;;;0
198;25;25;Brett;Connolly;;75;194;1992-5-2;Campbell River;BC;Canada;;;0
199;21;21;Sean;Couturier;;76;212;1992-12-7;Phoenix;AZ;Canada;The United States;;0
200;8;8;Cody;Eakin;;72;190;1991-5-24;Winnipeg;MB;Canada;;;0
201;10;10;Mattias;Ekholm;;76;218;1990-5-24;Borlänge;DAL;Sweden;;;0
202;4;4;Justin;Faulk;;72;216;1992-3-20;South St. Paul;MN;The United States;;;0
204;1;1;Jake;Gardiner;;74;202;1990-7-4;Minneapolis;MN;The United States;;;0
205;-1;-1;Erik;Gudbranson;;77;216;1992-1-7;Ottawa;ON;Canada;;;0
206;26;26;Ryan;Johansen;;75;220;1992-7-31;Vancouver;BC;Canada;;;0
207;26;26;Roman;Josi;;74;201;1990-6-1;Bern;BE;Switzerland;;;0
209;2;2;Gabriel;Landeskog;;72;216;1992-11-23;Stockholm;STO;Sweden;;;0
210;24;24;Adam;Larsson;;75;210;1992-11-12;Skellefteå;VäS;Sweden;;;0
212;-1;-1;Matt;Martin;;75;221;1989-5-8;Windsor;ON;Canada;;;0
213;17;17;Ryan;Nugent-Hopkins;;72;183;1993-4-12;Burnaby;BC;Canada;;;0
214;2;2;Gustav;Nyquist;;71;184;1989-9-1;Halmstad;HAL;Sweden;;;0
216;6;6;Brandon;Saad;;73;207;1992-10-27;Pittsburgh;PA;The United States;;;0
217;16;16;David;Savard;;74;227;1990-10-22;Saint-Hyacinthe;QC;Canada;;;0
218;27;27;Mark;Scheifele;;75;207;1993-3-15;Kitchener;ON;Canada;;;0
219;-1;-1;Brendan;Smith;;74;213;1989-2-8;Toronto;ON;Canada;;;0
220;2;2;Craig;Smith;;73;208;1989-9-5;Madison;WI;The United States;;;0
222;8;8;James;van Riemsdyk;JVR;75;216;1989-5-4;Middletown;NJ;The United States;;;0
223;7;7;Mika;Zibanejad;;74;207;1993-4-18;Stockholm;STO;Sweden;Iran;;0
225;21;21;Jon;Marchessault;;69;174;1990-12-27;Quebec City;QC;Canada;;;0
226;8;8;Tyson;Barrie;;70;190;1991-7-26;Victoria;BC;Canada;;;0
227;-1;-1;Jordie;Benn;Darth;74;201;1987-7-26;Victoria;BC;Canada;;;0
229;-1;-1;Mark;Borowiecki;Borocop;73;207;1989-7-12;Ottawa;ON;Canada;;;0
230;55;21;Ben;Chiarot;;75;218;1991-5-9;Hamilton;ON;Canada;;;0
231;-1;-1;Casey;Cizikas;;71;195;1991-2-27;Toronto;ON;Canada;;;0
232;-1;-1;Kevin;Connauton;;74;207;1990-2-23;Edmonton;AB;Canada;;;0
233;-1;-1;Calvin;de Haan;;73;195;1991-5-9;Ottawa;ON;Canada;;;0
234;-1;-1;Nicolas;Deslauriers;;75;220;1991-2-22;Montreal;QC;Canada;;;0
235;-1;-1;Brenden;Dillon;;76;225;1990-11-13;Surrey;BC;Canada;;;0
236;59;59;Gabriel;Dumont;;70;192;1990-10-6;Dégelis;QC;Canada;;;0
237;26;26;Ryan;Ellis;;70;182;1991-1-3;Hamilton;ON;Canada;;;0
238;-1;-1;Marcus;Foligno;;75;231;1991-8-10;Buffalo;NY;Canada;The United States;;0
241;-1;-1;Radko;Gudas;;72;205;1990-6-5;Prague;PRA;Czech Republic;;;0
244;56;56;Thomas;Hickey;;72;192;1989-2-8;Calgary;AB;Canada;;;0
245;-1;-1;Mike;Hoffman;;72;185;1989-11-24;Kitchener;ON;Canada;;;0
248;4;4;Tyler;Johnson;;68;184;1990-7-29;Spokane;WA;The United States;;;0
250;-1;-1;Zack;Kassian;Kassquatch;75;214;1991-1-24;Windsor;ON;Canada;;;0
251;-1;-1;Brian;Lashoff;;75;222;1990-7-16;Albany;NY;The United States;;;0
252;43;30;Brayden;McNabb;;76;209;1991-1-21;Davidson;SK;Canada;;;0
254;-1;-1;Riley;Nash;;73;190;1989-5-9;Kamloops;BC;Canada;;;0
255;61;61;Aaron;Ness;;70;184;1990-5-18;Roseau;MN;The United States;;;0
257;25;25;Dmitry;Orlov;;71;212;1991-7-23;Novokuznetsk;KEM;Russia;;;0
258;10;10;Ondrej;Palat;;72;187;1991-3-28;Ostrava;MOR;Czech Republic;;;0
259;-1;-1;Richard;Pánik;;73;207;1991-2-7;Martin;ZIL;Slovakia;;;0
260;-1;-1;Tyler;Pitlick;;74;201;1991-11-1;Minneapolis;MN;The United States;;;0
261;-1;-1;Antoine;Roussel;;71;199;1989-11-21;Roubaix;NOR;France;Canada;;0
262;38;28;Andrew;Shaw;;71;183;1991-7-20;Belleville;ON;Canada;;;0
265;31;31;David;Warsofsky;;69;170;1990-5-30;Marshfield;MA;The United States;;;0
266;42;42;Justin;Dowling;;70;185;1990-10-1;Cochrane;ON;Canada;;;0
267;19;19;Mikhail;Abramov;;72;211;2001-3-26;Nizhnekamsk;TAT;Russia;;;0
268;1;1;Philipp;Grubauer;;73;192;1991-11-25;Rosenheim;BAV;Germany;;;0
272;0;0;Josh;Anderson;;75;220;1994-5-7;Burlington;ON;Canada;;;0
273;50;50;Andy;Andreoff;;73;204;1991-5-17;Pickering;ON;Canada;;;0
274;11;11;Andreas;Athanasiou;;74;187;1994-8-6;Vaughan;ON;Canada;;;0
275;24;24;Tyler;Bertuzzi;;72;190;1995-2-24;Sudbury;ON;Canada;;;0
276;-1;-1;Chris;Bigras;;73;190;1995-2-22;Elmvale;ON;Canada;;;0
277;10;10;Jordan;Binnington;;73;174;1993-7-11;Richmond Hill;ON;Canada;;;0
278;39;39;Joseph;Blandisi;;71;187;1994-7-18;Markham;ON;Canada;;;0
279;12;12;Connor;Brown;;72;185;1994-1-14;Toronto;ON;Canada;;;0
280;-1;-1;Josh;Brown;;77;217;1994-1-21;London;ON;Canada;;;0
281;57;57;Jack;Campbell;;74;196;1992-1-9;Port Huron;MI;The United States;;;0
282;-1;-1;Sam;Carrick;;72;205;1992-2-4;Markham;ON;Canada;;;0
283;40;40;Trevor;Carrick;;74;196;1994-7-4;Whitchurch-Stouffville;ON;Canada;;;0
284;26;26;Cody;Ceci;;74;210;1993-12-21;Ottawa;ON;Canada;;;0
285;-1;-1;Nick;Cousins;;71;185;1993-7-20;Belleville;ON;Canada;;;0
286;33;33;Joseph;Cramarossa;;72;195;1992-10-26;Toronto;ON;Canada;;;0
287;1;1;Tony;DeAngelo;;71;181;1995-10-24;Robbinsville;NJ;The United States;;;0
288;39;39;Dylan;DeMelo;;73;194;1993-5-1;London;ON;Canada;;;0
289;11;11;Jason;Dickinson;;74;205;1995-7-4;Georgetown;ON;Canada;;;0
290;28;28;Max;Domi;;70;194;1995-3-2;Winnipeg;MB;Canada;;;0
291;25;25;Aaron;Ekblad;;76;220;1996-2-7;Windsor;ON;Canada;;;0
292;7;7;Radek;Faksa;;75;216;1994-1-9;Opava;MOR;Czech Republic;;;0
293;56;12;Kurtis;Gabriel;;76;202;1993-4-20;Newmarket;ON;Canada;;;0
294;19;19;Alex;Galchenyuk;Chucky;73;207;1994-2-12;Merrill;WI;The United States;Russia;;0
295;24;24;John;Gibson;;74;216;1993-7-14;Pittsburgh;PA;The United States;;;0
296;18;18;Barclay;Goodrow;;74;209;1993-2-26;Aurora;ON;Canada;;;0
297;24;24;Warren;Foegele;;74;198;1996-4-1;Markham;ON;Canada;;;0
298;49;49;Tyler;Graovac;;77;207;1993-4-27;Brampton;ON;Canada;;;0
299;41;41;Seth;Griffith;;69;190;1993-1-4;Wallaceburg;ON;Canada;;;0
300;18;18;Dougie;Hamilton;;78;229;1993-6-17;Toronto;ON;Canada;;;0
301;-1;-1;Ben;Harpur;;78;223;1995-1-12;Niagara Falls;ON;Canada;;;0
302;44;44;Scott;Harrington;;74;208;1993-3-10;Kingston;ON;Canada;;;0
303;0;0;Bo;Horvat;;72;216;1995-4-5;Rodney;ON;Canada;;;0
304;18;18;Boone;Jenner;;74;205;1993-6-15;London;ON;Canada;;;0
305;52;52;Slater;Koekkoek;;74;196;1994-2-18;Ottawa;ON;Canada;;;0
306;-1;-1;Scott;Laughton;;73;190;1994-5-30;Oakville;ON;Canada;;;0
307;4;4;Josh;Leivo;;74;192;1993-5-26;Innisfil;ON;Canada;;;0
308;20;20;Olli;Määttä;;74;205;1994-8-22;Jyväskylä;FIN;Finland;;;0
309;36;36;Kurtis;MacDermid;;77;236;1994-3-25;Wiarton;ON;Canada;;;0
310;49;49;Spencer;Martin;;75;230;1995-6-8;Oakville;ON;Canada;;;0
311;-1;-1;Brock;McGinn;;72;187;1994-2-2;Fergus;ON;Canada;;;0
312;-1;-1;Greg;McKegg;;72;194;1992-6-17;St. Thomas;ON;Canada;;;0
313;19;19;Colin;Miller;;73;196;1992-10-29;Sault Ste. Marie;ON;Canada;;;0
314;12;12;J.T.;Miller;;73;218;1993-3-14;Defiance;OH;The United States;;;0
315;13;13;Sean;Monahan;;75;194;1994-10-12;Brampton;ON;Canada;;;0
316;7;7;Petr;Mrázek;;73;190;1992-2-14;Ostrava;MOR;Czech Republic;;;0
317;22;22;Connor;Murphy;;76;212;1993-3-26;Dublin;OH;The United States;Canada;;0
318;22;22;Matt;Murray;;76;207;1994-5-25;Thunder Bay;ON;Canada;The Netherlands;;0
319;-1;-1;Vladislav;Namestnikov;;71;181;1992-11-22;Voskresensk;MOS;Russia;The United States;;0
320;58;58;Stefan;Noesen;;73;206;1993-2-12;Plano;TX;The United States;;;0
321;28;28;Darnell;Nurse;;76;220;1995-2-4;Hamilton;ON;Canada;;;0
322;13;13;Jamie;Oleksiak;;79;256;1992-12-21;Toronto;ON;Canada;The United States;;0
323;11;11;Tanner;Pearson;;73;201;1992-8-10;Kitchener;ON;Canada;;;0
324;4;4;Adam;Pelech;;75;218;1994-8-18;Toronto;ON;Canada;;;0
325;-1;-1;Alan;Quine;;72;205;1993-2-25;Ottawa;ON;Canada;;;0
326;39;39;Jake;Walman;;73;210;1996-2-20;Toronto;ON;Canada;The United States;;0
327;14;14;Rickard;Rakell;;73;204;1993-5-5;Sundbyberg;STO;Sweden;;;0
328;-1;-1;Tobias;Rieder;;71;187;1993-1-10;Landshut;BAV;Germany;;;0
329;41;41;Brett;Ritchie;;76;220;1993-7-1;Orangeville;ON;Canada;;;0
330;-1;-1;Nick;Ritchie;;74;234;1995-12-5;Orangeville;ON;Canada;;;0
331;53;53;Michael;Sgarbossa;;72;187;1992-7-25;Milton;ON;Canada;;;0
332;17;17;Philip;Broberg;;75;218;2001-6-25;Örebro;ÖRE;Sweden;;;0
333;58;58;Gemel;Smith;;71;194;1994-4-16;Toronto;ON;Canada;;;0
334;4;4;Ryan;Strome;;73;194;1993-7-11;Mississauga;ON;Canada;;;0
335;60;60;Malcolm;Subban;;74;211;1993-12-21;Toronto;ON;Canada;;;0
336;22;22;Chris;Tierney;;73;194;1994-7-1;Georgina;ON;Canada;;;0
337;-1;-1;Jarred;Tinordi;;78;231;1992-2-20;Severna Park;MD;The United States;Canada;;0
338;34;34;Tyler;Toffoli;;72;198;1992-4-24;Toronto;ON;Canada;;;0
339;20;20;Vincent;Trocheck;;70;185;1993-7-11;Pittsburgh;PA;The United States;;;0
340;-1;-1;Carter;Verhaeghe;;73;181;1995-8-14;Hamilton;ON;Canada;;;0
341;-1;-1;Austin;Watson;;76;207;1992-1-13;Ann Arbor;MI;The United States;;;0
342;-1;-1;Scott;Wedgewood;;74;207;1992-8-14;Brampton;ON;Canada;;;0
343;0;0;Tom;Wilson;;76;216;1994-3-29;Toronto;ON;Canada;;;0
344;-1;-1;Sven;Baertschi;;71;190;1992-10-5;Langenthal;BE;Switzerland;;;0
345;-1;-1;Madison;Bowey;;73;194;1995-4-22;Virden;MB;Canada;;;0
346;46;46;Laurent;Brossoit;;75;225;1993-3-23;Port Alberni;BC;Canada;;;0
347;-1;-1;Jan;Drozg;;74;174;1999-4-1;Maribor;POD;Slovenia;;;0
348;57;57;Kyle;Burroughs;;72;203;1995-7-12;Langley;BC;Canada;;;0
349;59;59;Eric;Comrie;;73;197;1995-7-6;Newport Beach;CA;Canada;The United States;;0
350;-1;-1;Brandon;Davidson;;74;209;1991-8-21;Taber;AB;Canada;;;0
351;-1;-1;Chase;De Leo;;69;179;1995-10-25;La Mirada;CA;The United States;;;0
352;45;45;Chris;Driedger;;76;218;1994-5-18;Winnipeg;MB;Canada;;;0
353;29;29;Matt;Dumba;;72;183;1994-7-25;Calgary;AB;Canada;;;0
354;-1;-1;Joel;Edmundson;;76;216;1993-6-28;Brandon;MB;Canada;;;0
355;-1;-1;Turner;Elson;;72;194;1992-9-13;New Westminster;BC;Canada;;;0
356;59;18;Micheal;Ferland;;73;216;1992-4-20;Brandon;MB;Canada;;;0
357;0;0;Brendan;Gallagher;;69;181;1992-5-6;Delta;BC;Canada;;;0
358;-1;-1;Tyrell;Goulbourne;;71;194;1994-1-26;Edmonton;AB;Canada;;;0
359;-1;-1;Dryden;Hunt;;72;192;1995-11-24;Nelson;BC;Canada;;;0
360;16;16;Tristan;Jarry;;74;221;1995-4-29;Delta;BC;Canada;;;0
361;-1;-1;Brett;Kulak;;74;187;1994-1-6;Edmonton;AB;Canada;;;0
362;-1;-1;Curtis;Lazar;;72;212;1995-2-2;Vernon;BC;Canada;;;0
363;32;32;Tyler;Lewington;;74;203;1994-12-5;Sherwood Park;AB;Canada;;;0
364;23;23;Adam;Lowry;;77;209;1993-3-29;Calgary;AB;Canada;;;0
365;42;42;Martin;Marincin;;76;209;1992-2-18;Kosice;KOS;Slovakia;;;0
366;37;37;Gavin;Bayreuther;;73;194;1994-5-12;Canaan;NH;The United States;;;0
367;13;13;Jordan;Martinook;;72;196;1992-7-25;Brandon;MB;Canada;;;0
368;-1;-1;Dylan;McIlrath;;77;236;1992-4-20;Winnipeg;MB;Canada;;;0
369;4;4;Josh;Morrissey;;72;194;1995-3-28;Calgary;AB;Canada;;;0
370;13;13;Ryan;Murray;;73;205;1993-9-27;Regina;SK;Canada;;;0
371;-1;-1;Nic;Petan;;69;179;1995-3-22;Delta;BC;Canada;Italy;;0
372;50;50;Alex;Petrovic;;76;206;1992-3-3;Edmonton;AB;Canada;;;0
373;-1;-1;Calvin;Pickard;;73;207;1992-4-15;Moncton;NB;Canada;;;0
374;33;33;Derrick;Pouliot;;72;198;1994-1-16;Weyburn;SK;Canada;;;0
375;7;7;Ryan;Pulock;;74;216;1994-10-6;Deloraine;MB;Canada;;;0
376;-1;-1;Mark;Pysyk;;73;202;1992-1-11;Sherwood Park;AB;Canada;;;0
377;53;53;Victor;Rask;;74;205;1993-3-1;Leksand;DAL;Sweden;;;0
378;5;5;Sam;Reinhart;;73;194;1995-11-6;Vancouver;BC;Canada;;;0
379;28;28;Morgan;Rielly;;73;216;1994-3-9;Vancouver;BC;Canada;;;0
380;45;45;Ashton;Sautner;;73;194;1994-5-27;Wolseley;SK;Canada;;;0
381;19;19;Damon;Severson;;74;205;1994-8-7;Melville;SK;Canada;;;0
382;20;20;Colton;Sissons;;73;201;1993-11-5;North Vancouver;BC;Canada;;;0
383;-1;-1;Chandler;Stephenson;;71;191;1994-4-22;Saskatoon;SK;Canada;;;0
384;30;30;Mark;Stone;;76;221;1992-5-13;Winnipeg;MB;Canada;;;0
385;30;30;Shea;Theodore;;74;194;1995-8-3;Langley;BC;Canada;;;0
386;-1;-1;Jordan;Weal;;70;180;1992-4-15;North Vancouver;BC;Canada;;;0
387;-1;-1;Tyler;Wotherspoon;;74;207;1993-3-12;Burnaby;BC;Canada;;;0
388;53;53;Nathan;Beaulieu;;74;201;1992-12-5;Strathroy;ON;Canada;;;0
389;-1;-1;Alex;Belzile;;72;181;1991-8-31;Saint-Éloi;QC;Canada;;;0
390;-1;-1;Antoine;Bibeau;;75;220;1994-5-1;Victoriaville;QC;Canada;;;0
391;56;56;Alexandre;Carrier;;71;183;1996-10-8;Quebec City;QC;Canada;;;0
392;2;2;William;Carrier;;74;212;1994-12-20;Montreal;QC;Canada;;;0
393;58;58;Michael;Chaput;;74;198;1992-4-9;Montreal;QC;Canada;;;0
394;-1;-1;Josh;Currie;;71;190;1992-10-29;Charlottetown;PE;Canada;;;0
395;27;27;Phillip;Danault;;73;196;1993-2-24;Victoriaville;QC;Canada;;;0
396;-1;-1;Jean-Sébastien;Dea;;71;174;1994-2-8;La Prairie;QC;Canada;;;0
397;-1;-1;Louis;Domingue;;75;209;1992-3-6;Mont-Saint-Hilaire;QC;Canada;;;0
398;21;21;Anthony;Duclair;;71;192;1995-8-26;Montreal;QC;Canada;;;0
399;-1;-1;Adam;Erne;;73;214;1995-4-20;New Haven;CT;The United States;;;0
400;-1;-1;Martin;Frk;;73;205;1993-10-5;Pelhrimov;VYS;Czech Republic;;;0
401;47;47;Zach;Fucale;;74;191;1995-5-28;Rosemère;QC;Canada;;;0
402;-1;-1;Frédérick;Gaudreau;;72;179;1993-5-1;Bromont;QC;Canada;;;0
403;-1;-1;Chris;Gibson;;74;207;1992-12-27;Karkkila;UUS;Finland;Canada;;0
404;15;15;Yanni;Gourde;;69;172;1991-12-15;Saint-Narcisse;QC;Canada;;;0
405;23;23;Ryan;Graves;;77;227;1995-5-21;Yarmouth;NS;Canada;;;0
406;37;37;Mikhail;Grigorenko;;74;184;1994-5-16;Khabarovsk;KHA;Russia;;;0
407;25;25;Jonathan;Huberdeau;;73;187;1993-6-4;Saint-Jérôme;QC;Canada;;;0
408;48;48;Tomas;Jurco;;74;188;1992-12-28;Kosice;KOS;Slovakia;;;0
409;-1;-1;Maxime;Lagacé;;74;208;1993-1-12;Longueuil;QC;Canada;;;0
410;1;1;Nathan;MacKinnon;;72;205;1995-9-1;Halifax;NS;Canada;;;0
411;-1;-1;Philippe;Maillet;;70;186;1992-11-7;Terrebonne;QC;Canada;;;0
412;4;4;Anthony;Mantha;;77;225;1994-9-16;Longueuil;QC;Canada;;;0
413;-1;-1;Samuel;Morin;;78;203;1995-7-12;Saint-Henri-de-Lévis;QC;Canada;;;0
414;59;59;Xavier;Ouellet;;73;185;1993-7-29;Bayonne;AQU;Canada;France;;0
415;14;14;Jean-Gabriel;Pageau;;70;184;1992-11-11;Ottawa;ON;Canada;;;0
416;17;17;Cédric;Paquette;;73;198;1993-8-13;Gaspé;QC;Canada;;;0
417;32;32;Logan;Shaw;;76;207;1992-10-5;Glace Bay;NS;Canada;;;0
