PlayerId;Year;Team Id;League Id;GP;Min;W;L;T/OL;ENG;SO;GA;SA;GR
352;2022;23;0;3;10568;2;1;0;0;1;7;103;80
352;2021;23;0;2;7155;0;2;0;1;0;6;75;74
352;2020;25;0;5;11172;1;2;0;0;0;10;98;59
360;2024;16;0;4;14338;3;1;0;0;0;10;100;63
360;2023;16;0;6;16456;1;5;0;0;0;20;113;44
360;2022;9;0;4;14681;2;2;0;1;0;15;121;57
360;2021;9;0;6;21578;5;1;0;0;1;17;175;69
360;2020;9;0;4;14256;0;4;0;1;0;14;129;63
401;2021;52;1;5;18300;3;2;0;0;0;14;185;77
401;2020;60;1;3;11084;2;1;0;0;0;7;66;58
419;2024;20;0;3;9774;0;3;0;0;0;14;119;68
419;2023;20;0;4;10840;2;1;0;0;1;4;112;81
419;2022;20;0;4;14251;0;4;0;0;0;20;145;57
419;2021;39;1;3;11005;0;2;1;0;0;12;96;61
419;2020;39;1;4;14360;2;2;0;0;0;10;122;75
427;2024;52;1;2;7437;1;1;0;0;0;6;57;71
427;2023;52;1;5;15188;4;0;0;0;0;8;127;76
427;2022;8;0;3;10729;1;2;0;0;0;10;127;79
427;2021;8;0;3;8167;0;1;1;0;0;8;84;64
427;2020;52;1;4;14578;1;2;1;0;0;9;129;76
429;2024;28;0;5;13428;3;2;0;1;0;13;100;56
429;2023;28;0;2;7200;2;0;0;0;0;4;39;58
429;2022;38;1;4;14323;2;2;0;2;0;12;142;75
429;2021;38;1;4;14313;1;3;0;2;0;14;123;66
430;2022;43;1;5;14835;3;1;0;1;0;10;148;76
430;2021;43;1;5;15065;2;1;1;0;0;14;129;60
430;2020;43;1;4;14700;2;2;0;0;0;15;148;67
462;2022;36;1;3;10825;1;1;1;0;0;10;102;71
462;2020;9;0;3;10800;3;0;0;0;0;7;85;71
482;2024;6;0;3;10743;2;1;0;0;0;9;116;82
482;2023;6;0;3;10800;1;2;0;0;0;10;107;73
482;2022;44;1;4;14383;2;2;0;0;1;10;112;72
482;2021;44;1;3;10800;3;0;0;0;1;9;94;67
483;2024;6;0;4;14521;1;2;1;0;0;14;169;81
483;2023;6;0;4;14689;3;1;0;0;0;12;128;72
483;2022;44;1;3;11100;2;0;1;0;0;5;74;67
483;2021;44;1;4;14973;1;1;2;0;0;14;122;63
485;2023;33;1;5;15313;1;3;0;0;0;18;182;68
485;2022;33;1;5;12211;3;0;0;0;0;6;89;63
485;2021;33;1;4;14355;2;2;0;1;0;12;129;65
485;2020;33;1;4;14666;2;2;0;1;0;9;128;77
487;2024;27;0;4;12035;3;1;0;0;0;11;120;66
487;2023;27;0;4;14319;2;2;0;1;0;11;139;73
487;2022;27;0;5;17948;3;2;0;1;1;14;177;77
487;2021;27;0;7;21152;4;2;0;1;1;19;209;69
487;2020;27;0;5;14707;3;1;0;0;0;9;124;71
489;2024;19;0;3;10800;1;2;0;0;0;10;98;64
489;2023;19;0;3;10478;2;1;0;0;0;12;94;58
489;2022;61;1;3;10800;3;0;0;0;0;4;60;66
489;2021;19;0;4;14633;3;1;0;0;0;12;157;81
505;2024;17;0;4;14700;2;2;0;0;0;15;163;74
505;2023;17;0;3;10513;1;2;0;0;0;14;112;58
505;2022;16;0;4;14700;3;1;0;0;0;10;148;79
505;2021;16;0;3;10747;1;2;0;0;0;11;74;49
505;2020;12;0;3;10744;1;2;0;0;0;9;89;70
534;2024;28;0;4;11855;1;1;0;0;0;12;90;52
534;2022;49;1;4;9223;0;3;0;0;0;16;100;43
534;2021;57;1;3;10757;1;2;0;0;1;7;83;69
534;2020;61;1;3;10206;2;1;0;0;1;8;86;67
578;2024;25;0;4;15000;3;1;0;0;0;9;151;87
578;2022;27;0;2;7200;2;0;0;0;0;4;83;86
578;2021;27;0;2;4015;0;1;0;0;0;6;47;56
578;2020;32;1;3;10642;1;2;0;0;0;11;123;80
593;2024;24;0;3;9204;1;1;1;0;0;10;87;63
593;2023;24;0;3;9997;2;0;0;0;0;9;78;63
593;2022;24;0;5;13027;1;3;0;0;0;16;136;56
593;2021;24;0;4;11809;1;3;0;1;0;18;107;46
593;2020;57;1;5;17926;2;2;1;0;1;14;171;77
599;2023;25;0;5;15608;1;2;1;0;1;14;168;73
599;2022;21;0;3;11696;2;0;1;0;0;10;87;65
599;2021;21;0;4;15000;2;2;0;0;0;13;141;71
599;2020;55;1;4;11482;1;2;0;0;0;13;124;66
668;2024;56;1;4;14693;2;1;1;0;0;10;147;78
668;2023;56;1;3;10800;1;2;0;0;0;10;130;80
668;2022;12;0;2;7150;0;2;0;0;0;7;66;78
668;2021;56;1;3;11069;1;1;1;0;1;8;105;73
668;2020;56;1;4;12963;1;2;0;0;0;11;128;71
673;2021;28;0;2;6086;1;1;0;0;0;8;67;62
673;2020;28;0;4;11180;1;3;0;0;0;11;106;59
691;2024;53;1;4;14363;2;2;0;0;1;9;146;81
691;2023;53;1;4;10659;0;3;0;2;0;16;114;55
691;2022;10;0;3;10769;0;1;2;0;0;12;81;47
691;2021;53;1;5;12111;0;4;0;0;0;15;116;56
691;2020;53;1;4;8554;1;1;0;1;0;8;85;57
692;2024;35;1;4;13294;2;2;0;0;0;13;125;63
692;2023;35;1;5;16063;1;3;0;0;0;22;175;56
692;2022;35;1;6;15641;2;2;0;1;1;13;190;76
706;2021;10;0;2;7200;1;1;0;0;0;7;60;68
706;2020;10;0;3;9562;2;1;0;0;0;13;78;44
707;2024;20;0;5;15341;2;2;0;0;0;14;167;70
707;2023;20;0;4;14397;0;3;1;0;0;14;197;85
707;2022;4;0;4;14724;1;1;2;0;0;13;138;68
707;2021;4;0;5;16993;2;3;0;0;0;21;197;65
707;2020;26;0;4;14355;3;1;0;1;1;13;127;67
710;2024;26;0;5;17925;2;3;0;1;1;17;193;72
710;2023;26;0;5;15519;2;3;0;0;0;21;170;59
710;2022;26;0;3;10682;0;3;0;1;0;14;116;59
710;2021;28;0;6;19114;4;1;0;0;0;18;191;72
710;2020;28;0;4;13895;2;1;0;0;0;8;104;69
711;2024;3;0;4;14338;0;4;0;1;0;13;153;70
711;2023;3;0;3;10783;2;1;0;1;0;7;98;79
711;2022;3;0;4;13063;2;1;0;0;0;11;147;77
711;2021;3;0;6;18670;3;2;0;1;1;20;197;72
711;2020;3;0;3;10741;2;1;0;0;0;10;84;57
714;2023;13;0;4;13054;2;2;0;0;0;17;153;67
714;2022;13;0;2;7200;2;0;0;0;0;4;88;99
714;2021;13;0;4;11710;1;2;0;1;0;10;131;75
714;2020;13;0;4;14810;4;0;0;0;1;9;128;71
727;2024;4;0;3;10859;2;1;0;1;1;8;110;71
727;2023;49;1;4;14773;2;1;1;0;0;16;140;63
727;2022;26;0;3;10680;0;3;0;0;0;12;110;62
734;2024;2;0;3;10738;2;1;0;0;0;8;92;67
734;2023;11;0;5;15590;1;2;1;0;0;14;155;70
734;2022;11;0;2;3867;1;0;0;0;0;5;51;67
734;2021;2;0;2;7200;1;1;0;0;0;6;65;62
734;2020;33;1;3;10791;1;2;0;0;0;5;77;75
734;2020;14;0;4;14275;0;4;0;1;0;12;147;74
735;2024;5;0;4;13752;0;3;0;1;0;20;163;62
735;2023;5;0;5;17737;1;1;3;0;1;13;175;80
735;2022;5;0;4;14400;3;1;0;0;0;14;145;69
735;2021;5;0;4;14400;2;2;0;0;0;15;159;77
735;2020;5;0;4;13920;2;2;0;1;0;13;142;72
737;2024;23;0;4;11026;1;2;0;0;0;7;113;74
737;2023;23;0;6;15588;2;1;1;0;0;15;129;57
737;2022;23;0;4;11439;3;0;0;0;0;3;103;77
737;2021;23;0;4;14641;2;1;1;0;0;10;96;66
737;2020;23;0;4;14400;3;1;0;0;0;12;134;77
769;2023;35;1;3;9425;0;3;0;0;0;16;103;51
769;2022;18;0;4;14887;2;2;0;0;0;15;130;66
769;2021;11;0;0;0;0;0;0;0;0;0;0;0
771;2021;25;0;3;10738;1;2;0;2;0;10;107;68
778;2023;5;0;2;4489;1;0;0;0;0;6;47;51
778;2022;5;0;3;11350;0;1;2;0;0;11;113;65
778;2020;22;0;3;9591;0;2;0;1;0;10;101;66
783;2024;11;0;4;14400;3;1;0;0;1;9;143;86
783;2023;11;0;2;6077;1;1;0;0;0;8;63;57
783;2022;11;0;3;10533;1;2;0;0;0;12;104;62
783;2021;11;0;5;18101;2;2;1;0;2;11;190;85
783;2020;11;0;4;11063;2;1;0;0;1;7;97;70
812;2024;10;0;3;11100;3;0;0;0;0;6;87;75
812;2023;10;0;4;14366;3;1;0;0;1;8;106;75
812;2022;28;0;3;11064;1;1;1;0;0;14;95;52
812;2021;29;0;5;18130;1;3;1;3;0;15;171;72
812;2020;45;1;3;10800;3;0;0;0;0;6;97;81
815;2022;29;0;3;8906;0;1;1;0;0;8;85;67
815;2020;36;1;3;10800;3;0;0;0;1;4;97;90
831;2022;16;0;3;11060;0;2;1;0;0;14;108;54
831;2021;22;0;3;4834;1;2;0;0;0;11;68;43
856;2021;6;0;3;10800;1;2;0;0;0;10;94;64
856;2020;44;1;4;13254;3;1;0;0;1;12;112;66
894;2022;50;1;4;10024;0;3;0;0;0;14;106;52
894;2021;15;0;3;10252;2;1;0;0;0;7;81;71
894;2020;50;1;4;12164;2;1;0;1;0;10;92;62
896;2022;51;1;2;7200;2;0;0;0;0;4;45;68
896;2021;51;1;3;10756;1;2;0;1;0;11;103;70
896;2020;51;1;3;10713;2;1;0;0;0;7;87;72
907;2023;48;1;3;10625;2;0;0;0;0;8;106;72
907;2021;36;1;3;8636;0;2;0;0;0;10;96;59
907;2020;59;1;4;13645;2;1;0;0;0;15;126;61
923;2021;30;0;2;7143;0;2;0;0;0;7;59;62
923;2020;36;1;3;11110;0;1;2;0;0;9;107;68
992;2021;43;1;3;10437;0;3;0;2;0;14;98;49
992;2020;43;1;3;10800;3;0;0;0;0;3;90;88
998;2024;8;0;5;17397;1;3;0;1;0;15;184;78
998;2023;8;0;3;10788;2;1;0;1;0;6;112;92
998;2022;8;0;4;14886;1;2;1;1;0;11;150;77
998;2021;8;0;5;17283;3;2;0;0;0;18;144;55
998;2020;8;0;5;14577;1;3;0;0;0;19;137;53
1002;2024;34;1;4;11020;1;3;0;0;0;11;105;62
1002;2023;30;0;2;7216;1;1;0;0;0;7;61;62
1002;2022;43;1;3;10634;2;1;0;0;1;9;105;77
1016;2022;17;0;5;18162;1;3;1;1;1;21;171;56
1016;2021;17;0;1;3578;0;1;0;0;0;6;42;45
1016;2020;42;1;4;12185;1;1;1;1;0;11;119;66
1021;2024;15;0;4;14377;2;2;0;0;0;16;134;62
1021;2023;15;0;4;14700;3;0;1;0;0;9;123;77
1021;2022;15;0;4;14470;2;2;0;1;0;17;131;58
1021;2021;15;0;6;14911;3;1;0;0;0;14;133;60
1021;2020;15;0;4;14700;1;2;1;0;0;9;159;90
1036;2024;22;0;2;7120;1;1;0;0;0;7;79;77
1036;2023;22;0;3;10800;3;0;0;0;0;8;95;72
1036;2022;22;0;3;11309;1;1;1;0;0;11;92;54
1036;2021;51;1;4;14543;4;0;0;0;0;8;128;84
1036;2020;51;1;4;14352;3;1;0;1;0;8;139;77
1040;2020;61;1;4;11532;0;2;1;0;0;13;108;55
1042;2024;36;1;5;14850;4;0;0;0;0;12;102;61
1042;2022;25;0;4;14261;1;1;1;0;0;15;138;66
1042;2020;52;1;3;10800;3;0;0;0;0;5;108;86
1046;2023;57;1;5;17954;4;1;0;0;1;11;176;82
1046;2022;24;0;0;0;0;0;0;0;0;0;0;0
1046;2022;57;1;3;10714;2;1;0;0;0;4;81;83
1046;2021;57;1;3;10713;2;1;0;0;0;11;107;73
1052;2023;28;0;5;18317;3;1;1;0;1;12;139;68
1052;2022;15;0;1;3600;0;1;0;0;0;4;32;46
1052;2021;48;1;2;7429;0;1;1;1;0;10;75;52
1052;2020;5;0;4;11123;3;0;0;0;0;6;100;71
1056;2024;19;0;3;10800;2;1;0;0;0;9;106;78
1056;2023;2;0;4;14581;1;3;0;2;0;16;143;62
1056;2022;2;0;3;10755;2;1;0;0;0;10;100;65
1056;2021;5;0;3;10800;3;0;0;0;0;11;109;72
1056;2020;60;1;4;14637;3;1;0;0;0;12;134;75
1059;2023;9;0;5;15568;0;3;1;0;0;24;192;56
1059;2020;35;1;4;13990;3;0;0;0;1;6;103;74
1060;2023;47;1;4;14022;2;2;0;0;0;19;124;48
1060;2022;40;1;3;11357;1;1;1;1;0;9;134;90
1060;2021;40;1;4;14664;2;2;0;0;0;14;150;79
1061;2022;21;0;4;14337;2;2;0;0;0;13;120;62
1070;2020;54;1;4;14392;0;4;0;0;0;15;184;78
1085;2023;52;1;3;10012;1;2;0;0;0;11;77;55
1085;2022;35;1;3;9376;0;3;0;0;0;15;128;75
1109;2023;16;0;3;8610;1;0;0;0;0;12;100;59
1109;2022;60;1;4;14372;2;1;1;0;1;7;97;75
1109;2022;14;0;0;0;0;0;0;0;0;0;0;0
1109;2021;48;1;4;14700;2;1;1;0;0;11;131;76
1109;2020;48;1;4;14136;2;0;1;0;0;7;141;83
1128;2021;56;1;4;14400;3;1;0;0;0;10;87;63
1128;2021;15;0;0;0;0;0;0;0;0;0;0;0
1128;2020;15;0;3;10781;1;2;0;1;0;12;107;69
1149;2024;12;0;4;14284;2;2;0;0;0;14;129;66
1149;2023;12;0;4;10615;0;2;1;1;0;13;110;60
1149;2022;12;0;4;14511;3;1;0;0;0;11;117;67
1149;2021;12;0;3;11100;3;0;0;0;0;6;110;86
1149;2020;56;1;5;12157;2;2;0;0;0;16;106;48
1159;2022;33;1;4;12970;1;3;0;0;0;21;135;42
1163;2024;0;0;4;14374;2;2;0;0;1;13;114;62
1163;2023;0;0;5;15561;2;2;0;0;0;12;166;72
1163;2022;0;0;4;14182;1;3;0;0;0;14;130;65
1163;2021;0;0;3;10717;1;2;0;1;0;9;82;64
1163;2020;46;1;4;12954;3;0;0;0;0;12;134;67
1202;2021;54;1;5;12079;2;3;0;1;0;15;98;49
1202;2020;48;1;4;11271;1;3;0;0;0;14;97;52
1204;2024;30;0;3;10800;2;1;0;0;0;10;87;62
1221;2024;13;0;3;10807;1;1;1;0;0;10;110;73
1221;2023;1;0;5;18243;3;2;0;0;1;14;186;77
1221;2022;1;0;4;11262;3;0;0;0;0;5;107;84
1234;2024;39;1;5;12545;2;0;1;0;0;10;92;57
1234;2023;39;1;4;14697;1;2;1;1;0;17;152;63
1234;2022;39;1;5;15007;2;1;1;0;0;11;151;82
1234;2021;39;1;4;14661;2;1;1;1;0;13;162;74
1234;2020;39;1;3;10767;1;2;0;1;0;9;96;69
1239;2024;26;0;1;3600;1;0;0;0;0;1;24;76
1239;2023;26;0;3;9681;2;0;0;0;0;4;79;82
1239;2022;49;1;6;15969;2;2;0;0;0;19;175;67
1239;2021;26;0;3;10755;1;2;0;1;0;11;109;72
1239;2020;49;1;3;10800;3;0;0;0;0;5;108;89
1259;2023;29;0;4;14727;3;1;0;1;1;11;153;83
1266;2023;9;0;3;9597;2;1;0;0;0;8;124;85
1266;2022;9;0;3;10814;1;1;1;0;0;11;83;58
1266;2021;54;1;4;13330;0;2;0;0;0;15;146;67
1266;2020;54;1;3;10800;3;0;0;0;0;6;107;83
1278;2024;12;0;3;10736;1;2;0;1;0;10;110;72
1278;2023;12;0;5;15395;1;2;1;0;0;19;148;55
1278;2022;47;1;3;10800;3;0;0;0;0;6;113;84
1278;2021;47;1;5;16447;1;3;0;1;0;20;182;64
1278;2020;47;1;5;17975;3;2;0;1;0;12;151;71
1279;2022;53;1;5;16788;1;2;2;0;1;17;157;65
1279;2021;53;1;4;13037;0;3;0;1;0;19;139;54
1288;2023;4;0;3;10800;2;1;0;0;0;6;91;80
1288;2022;41;1;4;14400;4;0;0;0;0;7;134;85
1311;2021;55;1;6;21806;5;0;1;0;2;8;145;77
1311;2020;55;1;2;6425;1;1;0;0;0;7;53;54
1332;2024;9;0;5;14867;1;2;1;0;0;17;173;67
1332;2023;51;1;3;10800;1;2;0;0;1;10;107;74
1332;2022;51;1;4;14315;3;1;0;0;0;7;110;73
1333;2024;17;0;3;11100;1;1;1;0;0;10;111;74
1333;2023;17;0;3;7427;1;1;0;0;0;9;76;54
1333;2022;17;0;2;7189;1;1;0;1;0;7;66;63
1333;2021;42;1;4;14322;2;2;0;0;1;5;133;86
1333;2020;42;1;4;13217;2;2;0;0;0;13;120;61
1335;2023;34;1;4;14400;3;1;0;0;0;9;115;72
1335;2022;11;0;3;10800;3;0;0;0;1;3;103;97
1335;2022;34;1;0;0;0;0;0;0;0;0;0;0
1335;2021;34;1;5;18261;2;2;1;0;1;13;169;79
1344;2024;11;0;3;10800;3;0;0;0;1;2;85;96
1344;2022;32;1;4;14222;0;2;2;0;0;19;132;59
1344;2021;32;1;3;10760;2;1;0;1;0;7;77;70
1344;2020;32;1;2;7200;2;0;0;0;0;5;68;78
1345;2023;4;0;4;14525;3;1;0;0;0;10;147;83
1345;2022;4;0;4;11076;3;0;0;0;0;10;93;58
1345;2021;41;1;4;14667;3;1;0;0;0;10;88;55
1345;2020;41;1;4;13938;2;2;0;0;0;13;139;72
1355;2024;2;0;4;14700;2;1;1;0;0;11;106;67
1355;2023;7;0;6;18948;2;0;2;1;0;14;198;78
1355;2022;7;0;4;14293;1;2;1;1;0;18;125;56
1355;2021;40;1;2;7500;2;0;0;0;0;7;77;79
1355;2020;40;1;4;14547;2;2;0;0;0;15;131;64
1361;2022;1;0;4;13896;2;2;0;1;0;14;134;66
1361;2021;1;0;4;13328;0;3;1;0;0;12;121;62
1361;2020;58;1;6;13289;1;2;1;0;0;14;152;65
1406;2024;21;0;4;14700;3;0;1;0;1;4;120;83
1406;2023;21;0;4;14093;2;2;0;0;0;14;125;60
1458;2023;18;0;3;11312;1;1;1;0;0;7;106;78
1458;2022;54;1;4;14400;3;1;0;0;0;8;140;84
1458;2021;49;1;5;17962;3;2;0;0;0;14;168;75
1458;2020;49;1;4;14479;2;1;1;0;0;10;107;69
1476;2023;37;1;4;10981;1;2;0;0;0;7;96;66
1476;2022;37;1;4;11923;1;3;0;0;0;13;145;64
1476;2021;37;1;3;7981;2;0;0;0;0;5;69;73
1476;2020;37;1;4;13793;2;2;0;1;1;10;99;66
1486;2020;44;1;4;12353;1;1;1;0;0;9;89;57
1490;2020;34;1;3;7756;1;1;1;0;0;9;74;54
1497;2022;52;1;3;10758;2;1;0;0;0;11;70;48
1497;2021;35;1;2;7200;1;1;0;0;0;8;89;79
1497;2020;35;1;4;11210;2;2;0;0;1;10;118;66
1557;2023;40;1;5;15213;1;3;0;0;0;9;120;69
1557;2022;38;1;3;10842;2;1;0;1;1;6;93;69
1557;2021;59;1;2;3988;0;2;0;0;0;10;50;38
1557;2020;59;1;4;12143;1;3;0;1;0;17;142;58
1658;2021;66;3;5;18207;1;3;1;1;0;16;172;63
1665;2021;62;3;5;17982;3;2;0;0;1;14;144;66
1665;2020;62;3;3;10748;1;2;0;0;0;8;93;68
1666;2020;76;3;5;16942;1;3;0;0;1;16;170;68
1690;2024;21;0;3;10734;0;3;0;0;0;13;116;68
1690;2023;55;1;3;11097;1;1;1;0;0;9;84;56
1690;2022;55;1;4;14538;2;1;1;0;0;8;131;77
1690;2021;55;1;1;3600;1;0;0;0;0;2;31;79
1690;2020;74;3;4;14331;2;2;0;0;0;12;123;67
1694;2024;57;1;5;17964;3;2;0;0;2;13;161;72
1694;2020;81;3;5;14198;2;2;0;0;0;15;147;64
1715;2020;73;3;7;19342;0;3;1;0;0;20;250;74
1725;2020;75;3;4;14400;4;0;0;0;0;6;111;76
1731;2024;3;0;2;7200;0;2;0;0;0;8;73;63
1731;2021;77;3;5;12298;2;2;0;0;1;10;111;66
1731;2020;77;3;4;14300;1;3;0;0;0;13;155;75
1732;2020;70;3;3;10800;3;0;0;0;1;3;60;73
1733;2020;73;3;4;5756;0;3;0;0;0;17;81;35
1734;2020;66;3;5;14219;0;4;0;0;0;20;172;59
1740;2020;75;3;3;10800;2;1;0;0;1;7;80;64
1749;2020;62;3;4;14687;3;1;0;1;0;14;136;75
1750;2020;67;3;5;12519;0;1;2;0;0;14;127;61
1762;2020;63;3;3;10761;2;1;0;0;0;8;65;53
1770;2021;67;3;5;11377;1;1;0;0;1;11;94;56
1819;2020;64;3;6;17987;2;2;0;0;0;20;246;68
1820;2024;58;1;3;8129;1;1;0;0;0;10;79;61
1820;2023;58;1;3;10800;2;1;0;0;0;7;116;83
1820;2022;58;1;3;10027;1;1;0;0;0;12;133;73
1820;2021;58;1;5;15340;2;2;0;0;0;13;170;72
1820;2020;78;3;4;14700;4;0;0;0;1;8;102;65
1823;2021;78;3;3;10800;3;0;0;0;0;4;74;75
1823;2020;78;3;3;10800;3;0;0;0;0;5;64;69
1825;2020;64;3;4;7252;1;2;0;0;0;14;69;37
1826;2020;63;3;4;14340;3;1;0;0;1;9;107;69
1865;2024;61;1;5;11801;2;2;0;0;0;14;98;53
1865;2023;61;1;4;13784;2;2;0;0;0;13;139;71
1865;2022;61;1;3;10770;1;2;0;0;0;7;86;67
1865;2021;61;1;5;15388;1;3;0;0;0;23;164;54
1865;2020;72;3;4;14319;2;2;0;0;0;9;96;62
1874;2021;81;3;5;12142;2;0;0;0;0;9;125;68
1874;2020;66;3;4;10875;0;3;0;0;0;19;131;48
1875;2024;37;1;3;10800;3;0;0;0;1;4;73;83
1875;2023;37;1;4;14509;2;1;1;0;0;18;147;63
1875;2022;37;1;4;13491;1;2;0;0;0;15;168;74
1875;2020;69;3;5;17415;2;1;2;0;0;12;131;64
1876;2021;71;3;2;7200;2;0;0;0;0;4;68;76
1876;2020;71;3;3;10768;2;1;0;0;0;7;66;60
1890;2024;61;1;4;13345;2;1;0;0;1;10;125;71
1890;2023;61;1;4;11831;3;0;0;0;0;10;99;62
1890;2021;70;3;4;15000;4;0;0;0;1;10;113;64
1901;2024;39;1;4;13084;1;3;0;0;0;18;123;53
1901;2022;77;3;5;15693;3;1;0;0;0;15;159;67
1901;2021;77;3;4;13301;1;1;1;0;0;19;142;57
1901;2020;68;3;4;14281;2;2;0;1;0;10;111;63
1904;2021;80;3;4;14400;3;1;0;0;0;12;112;57
1904;2020;80;3;3;10120;0;2;1;0;0;14;128;61
1911;2024;31;1;3;10772;2;1;0;1;0;10;99;63
1911;2021;63;3;4;14645;1;2;1;0;0;14;130;64
1914;2021;70;3;3;10800;3;0;0;0;0;4;61;66
1914;2020;70;3;4;14400;4;0;0;0;1;5;102;74
1931;2020;74;3;3;10800;2;1;0;0;0;10;91;65
1934;2024;45;1;3;10765;2;1;0;0;0;7;91;71
1934;2023;45;1;3;10715;0;3;0;0;0;10;92;59
1934;2022;45;1;5;15197;2;1;1;0;0;15;118;55
1934;2021;71;3;5;18010;3;1;1;0;1;8;118;73
1934;2020;71;3;4;14400;2;2;0;0;1;9;132;77
1962;2024;1;0;4;14693;1;2;1;0;0;13;141;68
1962;2023;58;1;4;14380;3;1;0;0;0;13;127;64
1962;2021;58;1;3;9760;1;2;0;0;0;15;119;57
1962;2020;77;3;3;10917;1;1;1;0;0;13;103;57
1971;2024;55;1;4;14321;3;1;0;0;0;8;113;72
1971;2023;55;1;4;14509;3;1;0;0;0;13;98;53
1971;2022;55;1;3;11100;1;1;1;0;0;7;112;76
1971;2021;76;3;5;16110;3;2;0;0;1;21;148;59
1971;2020;76;3;3;8160;0;3;0;0;0;10;108;69
1988;2024;43;1;5;18600;5;0;0;0;2;6;146;85
1988;2023;43;1;3;11100;2;0;1;0;0;11;85;56
1988;2022;79;3;4;14700;4;0;0;0;0;12;109;62
1988;2021;79;3;5;17877;1;1;3;0;0;21;167;56
1988;2020;79;3;4;11211;2;2;0;0;0;11;98;58
1996;2021;81;3;5;13417;1;4;0;0;0;23;176;54
1996;2020;81;3;4;11055;2;1;0;0;0;13;103;52
1998;2022;78;3;5;17913;4;1;0;0;0;11;147;75
1998;2021;78;3;4;14393;2;2;0;0;0;15;112;51
2010;2020;68;3;3;11100;2;0;1;0;0;7;82;71
2016;2024;14;0;3;10795;1;2;0;0;0;10;107;68
2016;2023;14;0;4;15150;3;0;1;0;0;10;133;81
2016;2022;50;1;4;11526;0;3;0;0;0;17;127;49
2016;2021;50;1;4;14391;2;2;0;0;0;12;145;74
2016;2020;65;3;4;11496;2;1;0;0;0;8;108;71
