Game Id;Period;Time;Player;TeamId;Penalty;Minutes
23068;2;592;201;10;Interference;2
24202;1;769;1214;5;Roughing;2
24202;2;880;478;5;Slashing;2
24202;2;1025;741;5;Hooking;2
24202;3;468;841;19;Hooking;2
23083;1;373;563;8;Interference;2
23083;1;683;1033;8;Unsportmanlike Conduct;2
23083;3;436;182;28;Holding;2
23083;3;764;1449;8;Tripping;2
24195;1;161;392;2;High Sticking;2
24195;1;914;1170;2;Interference;2
24195;1;990;967;22;Hooking;2
24195;2;484;1158;22;Interference;2
24195;2;750;2719;22;High Sticking;2
23110;2;817;296;18;Interference;2
23110;3;721;1197;14;Goaltender Interference;2
23023;1;271;975;12;Slashing;2
23023;1;320;690;29;Delay of Game;2
23023;1;404;657;12;High Sticking;2
23023;1;685;1208;29;Hooking;2
23023;1;1194;165;29;Interference;2
23023;2;989;539;12;Cross-Checking;2
23023;2;1030;2787;12;Boarding;2
23023;3;11;657;12;Holding;2
23023;3;206;657;12;Tripping;2
23023;3;270;353;29;Tripping;2
23055;1;169;816;25;Tripping;2
23055;2;7;719;23;Cross-Checking;2
23055;2;7;719;23;Misconduct;10
23055;2;335;291;25;High Sticking;2
23048;1;772;2779;30;Cross-Checking;2
23048;1;873;45;30;Cross-Checking;2
23048;1;986;322;13;Hooking;2
23048;1;997;2785;13;High Sticking;2
23048;1;1189;2808;13;Hooking;2
23048;2;172;512;13;Hooking;2
23048;2;297;1050;13;Boarding;2
23048;2;1058;1894;30;Tripping;2
23048;3;227;82;30;Boarding;2
23035;1;623;1212;15;Tripping;2
23035;2;132;1297;11;Roughing;2
23035;3;118;619;15;High Sticking;2
23040;1;128;2942;7;Goaltender Interference;2
23040;1;523;1310;4;Boarding;2
23040;1;830;1293;7;Holding;2
23040;2;950;2525;7;Cross-Checking;2
23040;3;478;1464;7;Cross-Checking;2
23049;1;436;671;27;Tripping;2
23049;1;1049;357;0;Tripping;2
23049;2;150;1399;14;Tripping;2
23049;2;593;877;27;Interference;2
23049;2;718;788;27;Tripping;2
23049;2;929;303;0;Hooking;2
23049;3;128;1285;32;Roughing;2
23049;3;175;272;0;Tripping;2
23049;3;320;854;0;Hooking;2
23049;3;632;868;0;Interference;2
24228;1;866;2366;17;High Sticking;2
24228;1;966;1432;6;Tripping;2
24228;1;1040;590;6;High Sticking;2
24228;2;60;636;17;Slashing;2
24228;3;575;1331;17;Roughing;2
24228;3;915;416;17;Roughing;2
24228;OT1;258;682;6;Interference;2
23042;1;123;179;1;Tripping;2
23042;1;305;2786;20;Holding;2
23042;2;632;382;20;Holding;2
23042;2;705;204;1;Holding;2
23042;3;769;545;20;Holding;2
23062;1;80;214;2;Interference;2
23062;2;551;1859;2;Interference;2
23062;2;689;111;2;Fighting;5
23062;2;689;2938;11;Fighting;5
23062;3;629;840;2;Roughing;2
23062;3;824;1392;11;Interference;2
23062;3;956;2938;11;Hooking;2
23062;3;991;832;5;Delay of Game;2
24215;1;76;4;30;Holding;2
24215;1;496;385;30;Cross-Checking;2
24215;1;1147;1399;14;Tripping;2
24215;2;569;2933;30;Tripping;2
24215;2;1153;723;30;Cross-Checking;2
24215;3;94;188;0;Slashing;2
24215;3;187;2926;46;Slashing;2
24215;3;257;1108;30;High Sticking;2
24215;3;314;498;0;Delay of Game;2
24215;3;597;45;30;Holding;2
23043;1;54;697;16;Hooking;2
23043;1;188;2459;24;Slashing;2
23043;1;249;1423;18;Goaltender Interference;2
23043;1;932;678;16;Cross-Checking;2
23043;1;940;1443;24;Holding;2
23043;1;983;210;24;High Sticking;2
23043;2;399;1172;24;High Sticking;2
23043;2;501;1444;16;Hooking;2
23043;2;501;1444;16;Misconduct;10
23043;2;621;1430;16;Hooking;2
23043;3;234;1054;24;Holding;2
23043;3;511;1315;18;High Sticking;2
23043;3;691;297;24;Slashing;2
23041;1;103;610;29;Hooking;2
23041;1;300;2777;29;Interference;2
23041;2;1076;681;29;Hooking;2
23041;3;581;577;3;Hooking;2
23041;3;687;1208;29;Tripping;2
23041;3;731;1081;3;Hooking;2
24214;1;331;560;1;Roughing;2
24214;1;464;300;18;Hooking;2
24214;1;464;300;18;Misconduct;10
24214;1;685;1129;18;High Sticking;2
24214;1;861;495;1;Slashing;2
24214;2;450;2849;59;Slashing;2
24214;2;781;560;1;Delay of Game;2
24214;2;1067;2970;59;Cross-Checking;2
24214;3;16;1441;23;Cross-Checking;2
23044;1;151;1393;13;Holding;2
23044;1;844;1744;13;Tripping;2
23044;1;844;1744;13;Misconduct;10
23044;1;1155;1427;7;High Sticking;2
23044;2;553;2931;7;Boarding;2
23044;2;639;1427;7;Slashing;2
23044;3;1157;464;13;Tripping;2
23054;1;398;104;23;Cross-Checking;2
23054;1;514;725;4;Hooking;2
23054;1;630;775;23;Illegal Check To Head;5
23054;1;719;304;18;Hooking;2
23054;1;1019;775;23;Boarding;2
23054;2;640;699;23;Hooking;2
23054;3;161;202;4;Interference;2
23054;3;200;324;4;Tripping;2
23054;3;275;1310;4;Hooking;2
23054;3;526;324;4;High Sticking;2
23052;1;1021;223;7;High Sticking;2
23052;1;1087;1299;9;Tripping;2
23052;2;695;1027;5;Interference;2
23052;2;695;1027;5;Misconduct;10
23052;3;127;463;9;Holding The Stick;2
23052;3;560;2341;5;Cross-Checking;2
23052;3;792;1287;9;Holding The Stick;2
23099;1;524;785;19;Holding;2
23099;1;955;98;10;Hooking;2
23099;2;498;1292;19;Delay of Game;2
23099;3;144;2780;10;Cross-Checking;2
23099;3;333;2955;10;Tripping;2
23099;3;333;2955;10;Misconduct;10
23099;3;1106;98;10;Slashing;2
23281;1;257;1164;22;Goaltender Interference;2
23281;1;709;909;22;Tripping;2
23281;1;927;1377;6;Interference;2
23281;2;606;1305;6;Cross-Checking;2
23281;2;853;586;22;Holding;2
23281;2;1035;1772;22;Tripping;2
23281;2;1174;317;22;Hooking;2
23281;3;386;2481;6;Cross-Checking;2
23281;3;1079;1305;6;Tripping;2
23281;OT1;161;44;6;Boarding;2
23281;OT1;161;44;6;Misconduct;10
23281;OT1;167;471;22;High Sticking;2
23050;1;1138;563;8;Hooking;2
23050;2;331;123;8;Roughing;2
23050;2;865;991;8;Roughing;2
23050;3;108;1303;15;Tripping;2
23059;1;1172;773;25;Holding;2
23059;2;70;291;25;High Sticking;2
23059;2;426;1284;27;Boarding;2
23059;3;393;2209;36;Goaltender Interference;2
23059;3;393;2209;36;Misconduct;10
23093;1;947;466;35;Slashing;2
23093;2;497;2808;13;Slashing;2
23153;1;1057;1305;6;Roughing;2
23153;2;29;1295;3;Boarding;2
23153;2;252;1320;6;Holding The Stick;2
23153;3;213;4850;44;Holding;2
23153;3;520;91;0;Tripping;2
23183;1;560;7015;26;Boarding;2
23183;2;249;2955;10;Cross-Checking;2
23084;1;58;1299;9;Boarding;2
23084;1;518;1336;11;Hooking;2
23084;2;435;323;11;Slashing;2
23084;2;829;463;9;Interference;2
23084;3;839;1334;9;Slashing;2
23084;3;896;620;9;Interference;2
23116;1;393;129;14;Roughing;2
23116;2;599;697;16;Hooking;2
23116;2;1150;1283;14;Hooking;2
23116;3;1137;678;16;Elbowing;2
23116;3;1142;1283;14;Hooking;2
23061;1;215;300;18;Hooking;2
23061;1;543;364;23;Holding The Stick;2
23061;2;202;2378;23;Holding;2
23061;3;239;2553;23;Delay of Game;2
23061;3;289;405;23;Roughing;2
23069;1;172;1043;12;Interference;2
23069;2;1053;2787;12;Roughing;2
23069;3;234;2663;8;Interference;2
23069;3;579;1445;8;High Sticking;2
23069;3;868;573;12;High Sticking;2
23069;3;1114;1445;8;Tripping;2
23030;1;641;1400;25;Cross-Checking;2
23030;1;698;2964;25;Goaltender Interference;2
23030;1;1036;1179;2;Illegal Stick;2
23030;2;25;2951;2;Roughing;2
23030;2;607;1074;2;Goaltender Interference;2
23065;2;210;603;24;Slashing;2
23065;3;104;1418;30;Cross-Checking;2
23065;3;943;763;2;Interference;2
23033;1;295;924;21;Tripping;2
23033;1;823;1348;29;Holding The Stick;2
23033;2;459;1143;21;Tripping;2
23033;2;588;199;21;High Sticking;2
23033;2;909;353;29;Roughing;2
23033;2;948;92;21;Tripping;2
23033;3;255;915;20;Hooking;2
23033;3;955;353;29;High Sticking;2
23056;1;831;324;4;Tripping;2
23056;1;831;324;4;Misconduct;10
23056;2;133;1413;5;Hooking;2
23056;2;174;1328;4;Tripping;2
23056;2;181;1026;5;Slashing;2
23056;2;181;1026;5;Misconduct;10
23056;2;316;612;5;Tripping;2
23056;2;316;612;5;Misconduct;10
23056;2;749;412;4;Slashing;2
23056;2;977;597;4;Cross-Checking;2
23056;3;655;1662;5;Hooking;2
23051;1;30;788;27;Holding;2
23051;1;393;1412;27;Holding;2
23051;1;1165;2466;27;Boarding;2
23051;2;120;1017;19;Hooking;2
23051;2;673;2778;27;Kneeing;2
23051;3;15;788;27;Hooking;2
23051;3;17;1017;19;Tripping;2
23051;3;491;2778;27;Hooking;2
23051;3;509;1005;19;High Sticking;2
23070;1;459;805;17;Tripping;2
23070;3;66;1942;21;Interference;2
23102;1;379;1293;7;Interference;2
23102;1;492;10;7;Delay of Game;2
23102;2;397;495;1;Slashing;2
23102;3;16;1464;7;Slashing;2
23127;1;915;731;28;High Sticking;2
23127;2;468;519;28;High Sticking;2
23127;2;797;121;0;Hooking;2
23127;3;754;188;0;High Sticking;2
23134;1;105;1097;20;Hooking;2
23134;1;865;1429;26;Fighting;5
23134;1;865;1398;20;Fighting;5
23134;1;1114;905;26;Cross-Checking;2
23134;2;30;550;26;Tripping;2
23134;2;1083;2384;26;Tripping;2
23134;3;563;1321;20;Boarding;2
23134;3;923;382;20;High Sticking;2
23154;1;39;715;3;Cross-Checking;2
23154;1;621;102;3;Slashing;2
23154;1;817;1446;6;Holding The Stick;2
23154;1;1062;577;3;Interference;2
23154;3;10;2481;6;Hooking;2
23148;1;39;841;19;Boarding;2
23148;2;18;618;19;Roughing;2
23148;2;629;1029;19;Tripping;2
23148;2;1017;473;12;Interference;2
23148;3;839;1154;12;High Sticking;2
23148;3;846;1029;19;Tripping;2
23148;3;1024;657;12;Tripping;2
23493;1;601;1197;14;Unsportmanlike Conduct;2
23493;2;973;2719;22;Hooking;2
23493;3;84;1840;47;Holding;2
23493;3;472;2924;47;Roughing;2
24219;1;324;2938;11;Holding;2
24219;1;676;528;18;Roughing;2
24219;2;445;1284;27;Boarding;2
24219;2;729;5538;11;Cross-Checking;2
24219;2;1000;161;11;Unsportmanlike Conduct;2
24219;3;621;5538;11;Interference;2
24237;1;797;866;8;Boarding;2
24237;2;156;1414;8;Slashing;2
24237;2;372;65;8;High Sticking;2
24237;3;1139;1268;50;Tripping;2
23080;1;828;210;24;Hooking;2
23080;1;960;849;42;Hooking;2
23080;1;1164;809;17;Tripping;2
23080;2;1146;784;24;Holding;2
23080;3;612;648;57;Hooking;2
23080;3;761;332;17;Tripping;2
24244;1;548;209;2;Roughing;2
24244;1;986;760;9;Boarding;2
24244;2;221;952;9;Hooking;2
24244;3;975;392;2;Tripping;2
23066;1;165;2478;4;Boarding;2
23066;2;149;334;4;Slashing;2
23066;2;884;25;16;Holding;2
23066;3;157;1315;18;Hooking;2
23087;2;124;549;18;Hooking;2
23087;2;1032;726;23;Tripping;2
23087;3;439;304;18;Interference;2
23087;3;786;1340;18;Tripping;2
23087;3;1077;74;23;High Sticking;2
24236;1;436;1432;6;Holding;2
24236;1;1104;2942;7;Holding;2
24236;2;132;1136;6;Tripping;2
24236;2;818;2942;7;Hooking;2
24236;2;1030;375;7;Interference;2
24236;3;108;1320;6;Tripping;2
24236;OT1;144;520;6;Hooking;2
23047;1;629;2777;29;Unsportmanlike Conduct;2
23047;1;1182;398;21;Interference;2
23047;2;89;610;29;High Sticking;2
23047;2;408;199;21;Slashing;2
23047;2;723;199;21;Hooking;2
23047;2;878;610;29;Hooking;2
23047;3;1136;1041;21;Unsportmanlike Conduct;2
23112;1;1040;753;14;Holding;2
23112;2;519;1197;14;Goaltender Interference;2
23112;3;1098;1412;27;Boarding;2
23085;1;501;1348;29;Interference;2
23085;1;1093;915;20;Holding;2
23085;1;1093;915;20;Misconduct;10
23085;2;426;2096;13;Holding;2
23085;2;1090;859;13;Elbowing;2
23085;2;1179;446;13;Roughing;2
23067;1;127;2931;7;Interference;2
23067;1;548;375;7;Delay of Game;2
23067;1;620;439;25;Tripping;2
23067;1;676;1434;25;Boarding;2
23067;2;790;2931;7;Holding The Stick;2
23067;3;270;1280;25;Hooking;2
23067;3;427;2942;7;Interference;2
23067;3;535;1028;7;High Sticking;2
23067;3;837;1400;25;Holding;2
23432;1;183;126;10;Tripping;2
23432;1;312;128;1;Tripping;2
23432;1;1071;126;10;Cross-Checking;2
23432;2;276;2780;10;Hooking;2
23432;2;663;469;1;Unsportmanlike Conduct;2
23432;3;326;495;1;High Sticking;2
23432;3;811;1431;1;Hooking;2
23139;1;97;1262;0;High Sticking;2
23139;2;555;343;0;Tripping;2
23139;2;1109;2482;15;Roughing;2
23139;3;151;2926;46;Unsportmanlike Conduct;2
23139;3;151;2926;46;Misconduct;10
23139;3;486;1300;15;High Sticking;2
23194;2;107;702;17;Delay of Game;2
23194;2;646;1172;24;Slashing;2
23071;1;84;1165;16;Interference;2
23071;1;666;45;30;Tripping;2
23071;1;674;384;30;Boarding;2
23071;2;593;763;2;Goaltender Interference;2
23071;3;793;2257;30;Charging;2
23071;3;1192;2363;16;Holding;2
23075;2;174;817;20;Roughing;2
23075;2;174;817;20;Misconduct;10
23075;2;398;545;20;Boarding;2
23075;3;359;949;20;Hooking;2
23075;3;714;1031;4;Roughing;2
23621;1;110;1105;22;Tripping;2
23621;1;676;1392;11;Hooking;2
23621;1;1040;161;11;Slashing;2
23621;2;202;471;22;Cross-Checking;2
23177;1;925;314;12;Roughing;2
23177;2;244;866;8;Delay of Game;2
23177;2;354;1057;12;Interference;2
23177;2;753;200;8;Hooking;2
23105;1;17;952;9;Tripping;2
23105;1;237;632;28;Boarding;2
23105;1;511;1230;28;Cross-Checking;2
23105;1;1145;2531;9;Cross-Checking;2
23105;2;851;1395;28;Tripping;2
23105;2;1068;1354;28;Unsportmanlike Conduct;2
23105;3;162;1255;28;Holding;2
23105;3;342;555;28;Hooking;2
23105;3;383;1395;28;Charging;2
23105;3;822;864;9;Slashing;2
23072;2;71;577;3;Roughing;2
23072;2;335;612;5;Cross-Checking;2
23072;2;401;223;7;High Sticking;2
23072;2;864;1081;3;Delay of Game;2
23072;3;433;223;7;High Sticking;2
23072;3;893;994;3;Interference;2
23072;3;1120;575;3;Roughing;2
23270;1;970;111;2;Holding;2
23270;2;106;2262;2;Hooking;2
23270;2;179;1129;18;High Sticking;2
23270;3;219;1170;2;Holding;2
23270;3;479;477;18;Interference;2
23107;2;17;841;19;Slashing;2
23107;2;431;405;23;Hooking;2
23107;3;694;1292;19;Boarding;2
23150;1;198;381;19;Boarding;2
23150;1;1162;1329;61;Interference;2
23150;2;124;1994;26;Tripping;2
23150;2;1135;716;19;Slashing;2
23150;3;134;1994;26;Hooking;2
23150;3;432;878;26;Interference;2
23150;3;432;878;26;Misconduct;10
23077;1;1083;1744;13;Interference;2
23077;2;79;479;13;Interference;2
23077;2;693;138;30;Kneeing;2
23077;2;693;138;30;Misconduct;10
23077;3;577;370;13;Boarding;2
23140;1;136;272;0;Interference;2
23140;1;629;2513;0;High Sticking;2
23140;1;980;498;0;Tripping;2
23140;2;201;121;0;Fighting;5
23140;2;201;471;22;Fighting;5
23140;2;605;471;22;Kneeing;2
23140;2;639;1164;22;Tripping;2
23140;3;59;586;22;Slashing;2
23140;3;462;2085;22;Hooking;2
23140;3;982;2085;22;Charging;2
23063;1;847;2371;15;Slashing;2
23063;1;975;936;30;Holding;2
23063;1;1109;2371;15;Holding;2
23063;2;346;2371;15;Kneeing;2
23063;2;523;528;18;Tripping;2
23063;2;785;1212;15;Interference;2
23063;2;1096;694;15;Hooking;2
23063;3;60;2482;15;Roughing;2
23063;3;393;1284;27;Holding;2
23063;3;511;2857;50;Interference;2
23111;1;146;678;16;Roughing;2
23111;1;462;1315;18;Unsportmanlike Conduct;2
23111;1;776;1209;1;Goaltender Interference;2
23111;2;755;1444;16;Hooking;2
23111;2;775;1209;1;Interference;2
23114;1;535;665;12;Holding;2
23114;2;26;314;12;Holding;2
23114;2;827;2787;12;Charging;2
23114;3;1124;2787;12;Illegal Check To Head;5
23211;1;61;1323;20;Goaltender Interference;2
23211;1;826;1433;24;Slashing;2
23211;1;851;297;24;Charging;2
23211;1;954;1321;20;Interference;2
23211;2;15;1398;20;Hooking;2
23211;2;1004;2388;20;Hooking;2
23211;2;1084;1172;24;Tripping;2
23211;3;1115;589;24;Tripping;2
23142;1;636;849;42;Cross-Checking;2
23142;2;338;2097;14;Charging;2
23142;2;1021;2366;17;Cross-Checking;2
23081;1;846;1296;21;Unsportmanlike Conduct;2
23081;2;312;905;26;Hooking;2
23081;2;525;2917;26;Holding;2
23081;2;666;36;21;Tripping;2
23081;2;901;131;21;Tripping;2
23081;3;322;1041;21;Slashing;2
23081;3;410;1308;26;Tripping;2
23081;3;1027;1041;21;Hooking;2
23088;1;531;610;29;Slashing;2
23088;1;905;1829;9;Roughing;2
23088;2;219;1436;29;High Sticking;2
23088;2;905;1287;9;Goaltender Interference;2
23088;2;1174;1299;9;Kneeing;2
23088;3;66;983;9;Tripping;2
23088;3;836;988;29;Slashing;2
23257;1;538;1322;11;Hooking;2
23257;2;92;1392;11;Tripping;2
23257;2;1003;1336;11;Interference;2
23257;2;1050;655;10;Interference;2
23257;3;290;1297;11;Tripping;2
23257;3;354;2349;10;Interference;2
23257;3;487;1297;11;Roughing;2
23257;3;560;1415;11;Interference;2
23158;1;57;2251;3;Tripping;2
23158;1;520;1295;3;Boarding;2
23158;1;709;1179;2;Slashing;2
23158;1;1113;736;2;Cross-Checking;2
23158;2;782;209;2;Tripping;2
23158;2;1186;712;2;Hooking;2
23158;3;116;715;3;Slashing;2
23158;3;586;1670;3;Cross-Checking;2
23158;3;892;220;2;Goaltender Interference;2
23058;1;28;290;28;Boarding;2
23058;1;1123;1162;5;Tripping;2
23058;2;423;478;5;Holding;2
23058;2;527;519;28;Delay of Game;2
23058;2;545;1395;28;Charging;2
23058;2;840;467;29;Cross-Checking;2
23058;2;1033;290;28;High Sticking;2
23058;3;460;223;7;High Sticking;2
23058;3;643;467;29;Goaltender Interference;2
23058;3;1102;481;5;Roughing;2
23078;1;247;307;4;Hooking;2
