PlayerId;Year;Team Id;League Id;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
22;2020;21;0;7;1;3;4;3;0;0;0;0;72;0;19;0;0;2;3;4;22;7548;789;509;0;0
24;2024;3;0;2;0;0;2;-2;0;0;0;0;51;0;0;10;7;2;0;0;0;948;0;71;0;0
24;2023;19;0;2;0;0;0;-1;0;0;0;0;53;0;2;0;0;2;1;0;1;990;0;36;0;0
24;2022;19;0;5;1;0;2;-2;0;0;0;0;54;0;5;9;3;4;1;2;0;2929;0;334;0;0
24;2021;17;0;3;0;1;0;-1;0;0;0;0;52;0;0;4;2;6;2;1;1;2025;0;589;0;0
24;2020;19;0;6;2;0;0;2;0;0;0;0;56;0;8;27;10;4;1;1;2;3837;102;814;0;0
25;2024;16;0;7;2;6;0;4;0;2;0;1;71;0;17;0;0;13;2;3;14;8218;1291;314;0;0
25;2023;16;0;7;3;2;2;2;0;0;0;0;73;0;26;0;0;7;2;4;23;8008;1460;565;0;0
25;2022;16;0;7;1;4;0;-4;0;2;0;0;74;0;27;0;0;16;2;4;20;8214;1597;191;0;0
25;2021;16;0;7;0;11;2;3;0;4;0;0;81;0;31;0;0;3;0;4;22;8446;1195;534;0;0
25;2020;16;0;7;1;1;0;0;1;0;0;0;75;0;34;0;0;7;2;3;25;7296;1559;806;0;0
28;2023;21;0;4;1;1;2;-1;0;0;0;0;51;1;3;0;0;9;1;3;2;3838;0;489;0;0
28;2022;24;0;3;0;0;0;1;0;0;0;0;54;0;7;0;0;2;1;2;3;3161;0;435;0;0
28;2021;30;0;6;1;0;4;3;0;0;0;0;56;0;10;0;0;11;3;4;2;6068;88;641;0;0
28;2020;30;0;4;0;0;0;1;0;0;0;0;53;0;5;0;0;5;1;0;3;3642;0;460;0;0
29;2022;17;0;6;0;1;2;-6;0;0;0;0;52;0;3;46;16;8;3;0;5;4318;77;76;0;0
30;2023;46;1;6;0;2;2;-5;0;0;0;0;55;0;10;9;4;8;1;2;3;4362;0;676;0;0
30;2022;46;1;6;1;3;8;0;0;0;0;1;56;0;6;10;1;18;2;1;1;4941;28;407;0;0
30;2021;10;0;7;1;0;11;1;0;0;0;0;56;0;10;16;9;17;1;0;0;4304;0;53;1;1
30;2020;10;0;5;1;2;7;0;0;0;0;0;55;0;7;3;0;10;1;1;0;2919;90;5;1;1
33;2024;38;1;5;2;2;12;7;0;0;0;0;70;0;5;0;0;15;2;1;8;4639;16;1102;0;0
33;2023;43;1;3;0;1;2;0;0;0;0;0;63;0;4;0;0;7;0;2;14;3073;3;515;0;0
33;2022;30;0;4;0;0;2;0;0;0;0;0;58;0;3;0;0;11;2;0;4;4207;4;432;0;0
33;2021;30;0;5;0;0;4;2;0;0;0;0;58;0;6;0;0;8;5;1;5;4817;290;1055;0;0
33;2020;19;0;6;0;2;16;3;0;0;0;1;62;0;10;0;0;9;1;2;17;5877;0;680;0;0
36;2024;21;0;6;1;1;0;2;0;0;0;0;61;0;12;75;30;7;1;4;4;5375;914;91;0;0
36;2023;21;0;6;2;3;0;-3;0;1;0;0;72;0;24;102;57;13;1;7;3;5196;1605;328;0;0
36;2022;21;0;7;2;3;2;-4;0;1;0;0;70;1;24;107;46;12;1;1;6;5861;1216;259;0;0
36;2021;21;0;7;2;0;2;-1;0;0;0;0;68;0;16;84;31;9;2;6;7;6160;1781;126;0;0
36;2020;21;0;7;4;2;0;7;0;0;0;0;65;1;19;112;59;8;2;2;5;6573;1076;45;0;0
38;2024;9;0;6;1;1;2;-2;0;0;0;0;58;0;1;54;31;6;0;1;6;3704;427;0;0;0
38;2023;9;0;7;1;3;2;-3;0;0;0;0;61;0;13;104;48;9;1;3;7;5660;528;199;0;0
38;2022;9;0;7;4;6;2;0;1;3;0;0;71;1;22;121;70;9;1;2;3;7210;903;75;0;0
38;2021;9;0;7;2;5;0;1;1;3;0;0;69;0;27;120;58;6;6;2;6;6786;942;429;0;0
38;2020;9;0;7;4;4;2;3;2;1;0;0;74;0;25;130;70;1;4;3;6;6959;1206;237;0;0
39;2024;22;0;2;0;1;0;0;0;0;0;0;56;0;7;0;0;0;0;0;0;816;0;0;0;0
39;2023;22;0;6;2;2;0;2;0;1;0;0;55;0;6;7;5;3;3;2;3;3398;327;0;0;0
39;2022;22;0;7;1;2;0;0;1;0;0;0;63;0;21;1;0;4;3;3;5;6017;1603;0;0;0
39;2021;22;0;7;4;0;0;-2;2;0;0;0;59;0;15;12;6;1;0;0;8;5551;949;0;0;0
39;2020;22;0;7;1;4;0;2;0;0;0;0;60;0;19;0;0;2;1;1;6;6328;1206;0;0;0
41;2023;45;1;7;0;1;2;-6;0;0;0;0;61;0;17;0;0;13;1;5;7;6647;203;827;0;0
41;2021;43;1;5;2;1;0;-2;0;0;0;0;69;0;10;0;0;12;3;1;7;5105;546;510;0;0
41;2020;28;0;1;1;0;0;1;0;0;0;0;66;0;3;0;0;4;0;0;0;867;221;0;0;0
43;2023;56;1;6;0;2;0;2;0;1;0;0;66;0;12;8;3;4;0;4;2;4103;1677;0;0;0
43;2022;56;1;6;0;1;0;-1;0;0;0;1;59;0;3;17;6;8;1;2;5;3453;0;622;0;0
43;2022;12;0;1;0;0;0;0;0;0;0;0;52;0;0;7;2;0;1;2;1;779;0;220;0;0
43;2021;34;1;6;4;1;2;0;2;1;0;0;64;0;21;28;16;6;1;3;1;4066;1474;200;0;0
43;2020;2;0;5;0;2;0;-2;0;0;0;0;56;0;3;1;0;4;1;0;3;3244;332;67;0;0
44;2024;6;0;6;0;2;2;-3;0;0;0;0;55;0;11;0;0;8;2;2;1;6434;10;806;0;0
44;2023;6;0;7;1;4;2;3;0;1;0;0;62;0;14;0;0;12;3;3;3;7538;544;559;0;0
44;2022;6;0;7;2;4;2;4;0;0;0;0;64;0;16;0;0;11;2;4;6;7842;729;1036;0;0
44;2021;6;0;7;0;5;4;-2;0;1;0;0;70;0;20;0;0;12;0;4;15;8290;1271;705;0;0
44;2020;6;0;7;0;1;0;-4;0;1;0;0;72;0;20;0;0;12;4;7;10;8378;1343;778;0;0
45;2024;30;0;4;0;1;2;2;0;0;0;0;56;0;2;36;23;3;0;0;1;2585;0;311;0;0
45;2023;25;0;5;0;1;2;3;0;0;0;0;56;0;12;50;23;5;1;1;3;4019;0;485;0;0
45;2022;25;0;7;1;2;2;-6;0;0;0;0;56;0;13;84;43;4;1;3;2;4807;0;506;0;0
45;2021;57;1;5;2;0;4;3;0;0;0;0;60;0;8;45;21;6;0;2;2;2849;0;1054;0;0
45;2020;57;1;7;0;2;0;1;0;0;0;0;62;0;9;62;30;15;3;3;2;5791;61;1544;0;0
48;2024;26;0;3;0;0;0;0;0;0;0;0;54;0;2;25;14;1;1;0;1;1530;108;39;0;0
48;2023;26;0;6;2;6;4;3;0;1;0;0;67;1;14;86;42;6;1;1;2;5405;729;148;0;0
48;2022;26;0;6;0;2;2;-6;0;1;0;0;64;0;15;80;42;4;1;1;5;5153;926;11;0;0
48;2021;26;0;6;2;5;4;1;0;2;0;0;69;0;18;108;54;5;1;1;6;4960;1160;217;0;0
48;2020;26;0;7;2;8;8;2;1;2;0;0;71;0;12;123;67;6;2;2;3;6267;1380;329;0;0
51;2024;20;0;5;0;2;0;-4;0;1;0;1;66;0;17;0;0;9;1;0;5;5030;1273;375;0;0
51;2023;20;0;6;0;4;2;4;0;0;0;0;68;0;23;0;0;12;1;2;11;6825;641;483;0;0
51;2022;20;0;7;0;3;2;-7;0;2;0;0;69;0;17;0;0;7;2;2;8;7363;1655;561;0;0
51;2021;20;0;7;1;9;4;4;0;2;0;0;81;0;22;0;0;8;4;8;12;7257;1658;658;0;0
51;2020;20;0;7;2;2;2;5;0;1;0;0;73;1;22;0;0;8;4;1;10;8192;1341;345;0;0
52;2023;21;0;2;1;1;2;4;0;0;0;0;58;0;1;15;7;0;2;1;0;1007;94;0;0;0
52;2022;16;0;5;1;0;2;-2;1;0;0;0;54;0;6;50;31;1;0;2;3;2495;162;189;0;0
52;2021;16;0;6;0;2;2;-2;0;0;0;0;56;0;10;65;33;12;3;2;1;4530;120;238;0;0
52;2020;16;0;7;4;3;2;1;2;0;0;0;61;0;13;78;51;11;3;1;5;5169;435;584;0;0
55;2024;49;1;7;0;1;17;-4;0;0;0;0;55;0;6;7;2;4;0;4;1;4585;40;274;0;0
55;2021;12;0;1;0;0;0;0;0;0;0;0;55;0;1;0;0;0;0;0;0;422;0;36;0;0
55;2020;12;0;1;0;0;0;0;0;0;0;0;55;0;0;2;2;1;0;1;1;752;0;0;0;0
58;2024;15;0;4;0;0;4;2;0;0;0;0;59;0;11;7;5;5;1;3;1;3768;47;244;0;0
58;2023;15;0;3;0;0;0;-3;0;0;0;0;56;0;1;2;2;2;0;1;0;2295;0;415;0;0
58;2022;1;0;3;0;0;0;-2;0;0;0;0;56;0;4;6;2;3;0;0;2;1748;0;355;0;0
58;2021;1;0;4;0;0;4;-4;0;0;0;0;53;0;3;8;5;9;0;1;0;3024;57;346;0;0
58;2020;28;0;6;3;2;7;6;0;0;0;0;67;1;19;25;14;16;3;2;7;6021;0;356;1;1
61;2024;4;0;4;2;0;0;0;0;0;0;0;53;0;2;8;5;1;0;0;2;1593;0;0;0;0
61;2023;4;0;4;0;0;0;-1;0;0;0;0;54;0;2;11;5;1;1;0;0;1816;0;90;0;0
61;2022;41;1;2;1;1;0;1;0;0;0;0;64;0;2;0;0;2;1;0;0;1501;446;0;0;0
61;2020;4;0;3;0;0;0;0;0;0;0;0;52;0;1;7;4;3;1;0;0;2270;429;0;0;0
65;2024;8;0;6;0;3;0;-1;0;0;0;0;65;0;16;27;14;5;1;2;4;4612;1094;310;0;0
65;2023;8;0;6;2;0;2;-4;2;0;0;0;66;0;13;65;44;4;2;3;2;5643;1041;375;0;0
65;2022;8;0;7;2;2;4;-5;1;0;0;0;68;0;19;36;24;7;2;8;5;6933;1400;572;0;0
65;2021;8;0;7;1;7;10;4;0;1;0;0;72;0;24;23;12;3;2;2;4;7101;933;366;0;0
65;2020;8;0;7;2;2;0;3;1;0;0;0;69;0;17;14;6;4;2;2;8;6959;1484;87;0;0
70;2024;10;0;3;0;1;4;0;0;0;0;0;54;0;10;0;0;1;2;0;5;3144;341;299;0;0
70;2023;10;0;3;0;1;0;-2;0;0;0;0;58;0;3;0;0;1;0;0;1;2931;221;307;0;0
70;2022;53;1;7;1;4;4;0;0;2;0;0;65;0;10;0;0;4;2;3;13;6886;1899;503;0;0
70;2021;34;1;6;0;1;16;1;0;1;0;0;60;0;8;0;0;6;1;1;11;5209;834;459;0;0
70;2020;34;1;6;1;3;2;0;0;0;0;0;66;0;9;0;0;10;1;2;17;5945;571;608;0;0
72;2024;26;0;6;1;5;4;2;1;1;0;0;70;0;24;8;3;4;1;2;5;5682;1258;264;0;0
72;2023;11;0;6;3;3;2;3;0;0;0;0;68;0;23;1;0;12;1;1;5;5922;862;274;0;0
72;2022;11;0;7;2;8;2;3;1;4;0;0;70;0;29;12;4;8;2;1;13;6769;1063;578;0;0
72;2021;11;0;6;1;2;2;-4;1;0;0;0;69;0;21;9;1;6;2;6;7;6185;1092;255;0;0
72;2020;11;0;7;4;5;6;2;2;1;0;0;68;2;23;17;6;10;4;2;5;6074;1594;175;0;0
73;2023;44;1;5;0;0;4;0;0;0;0;0;59;0;9;0;0;1;3;6;9;4652;186;786;0;0
73;2022;6;0;5;0;1;0;-2;0;0;0;0;56;0;7;0;0;8;0;3;18;4715;0;620;0;0
73;2021;6;0;5;2;0;0;3;0;0;0;0;59;0;8;0;0;4;1;2;6;4412;0;646;0;0
73;2020;12;0;6;0;1;2;2;0;0;0;1;55;0;9;0;0;10;8;2;18;6336;94;440;0;0
74;2024;23;0;6;1;1;2;-2;0;0;0;0;66;1;17;0;0;11;0;0;5;6855;472;315;0;0
74;2023;23;0;3;2;1;2;-3;0;1;0;0;64;0;8;0;0;0;0;1;6;3694;40;341;0;0
74;2022;23;0;6;2;2;0;4;1;0;0;0;71;0;8;0;0;10;4;3;6;7068;585;812;0;0
74;2021;23;0;6;4;3;0;0;1;0;0;0;72;2;22;0;0;17;3;3;12;6595;1246;836;0;0
74;2020;23;0;7;3;6;4;3;1;3;0;0;82;0;25;0;0;9;3;4;13;7575;1630;1082;0;0
76;2023;24;0;2;0;1;0;0;0;1;0;0;56;0;0;9;5;0;1;0;0;847;237;0;0;0
76;2022;24;0;7;1;4;0;-3;0;0;0;0;64;0;10;81;44;8;0;1;4;5757;734;110;0;0
76;2021;24;0;6;2;3;2;-4;2;3;0;0;67;1;19;108;55;7;1;3;2;5044;1489;0;0;0
76;2020;24;0;7;1;5;0;-1;0;1;0;0;66;0;13;111;63;4;1;1;3;6112;1287;207;0;0
77;2023;16;0;2;0;1;2;2;0;0;0;0;51;0;0;0;0;0;0;0;2;1398;0;369;0;0
77;2022;60;1;7;0;1;6;3;0;0;0;0;59;0;6;0;0;7;4;5;10;7469;276;1341;0;0
77;2021;14;0;3;0;0;2;-1;0;0;0;0;57;0;3;0;0;2;1;1;3;2790;29;249;0;0
77;2020;20;0;5;1;1;0;-7;0;0;0;0;54;0;6;0;0;4;0;5;10;5354;47;171;0;0
81;2024;30;0;6;0;2;0;1;0;0;0;0;54;0;3;11;2;8;0;1;0;3569;0;491;0;0
81;2023;30;0;2;0;0;0;-2;0;0;0;0;53;0;0;17;10;5;0;1;1;1212;0;213;0;0
81;2022;30;0;5;0;2;0;-1;0;0;0;0;52;0;4;46;21;3;3;1;3;3848;24;232;0;0
81;2021;43;1;7;1;1;0;0;0;0;0;0;55;0;14;97;50;9;4;2;1;5021;0;1083;0;0
81;2020;43;1;7;0;0;6;0;0;0;0;0;56;0;5;89;46;8;1;1;2;4013;75;1666;0;0
82;2024;30;0;5;0;1;2;1;0;0;0;0;54;0;7;56;19;0;0;0;0;3872;333;0;0;0
82;2023;30;0;4;0;3;2;-2;0;1;0;0;53;0;3;42;20;3;1;0;3;3076;313;81;0;0
82;2022;43;1;7;1;5;6;2;0;3;0;1;63;1;12;69;43;3;0;3;4;4480;1234;712;0;0
82;2021;43;1;7;0;4;8;-1;0;0;0;0;64;0;14;74;33;5;1;4;8;5815;471;263;0;0
82;2020;43;1;7;3;3;6;3;1;1;0;0;67;0;7;61;29;2;1;2;10;5292;1441;503;0;0
83;2023;17;0;3;0;1;4;-2;0;0;0;0;61;0;3;0;0;4;2;0;3;2881;809;63;0;0
83;2022;42;1;6;0;0;0;1;0;0;0;0;64;0;9;0;0;12;3;2;15;5694;74;1471;0;0
83;2021;42;1;4;1;0;0;1;0;0;0;0;72;0;9;0;0;4;1;1;12;4089;342;590;0;0
83;2020;42;1;4;2;1;0;-1;1;1;0;0;67;1;12;0;0;7;3;2;5;3748;806;443;0;0
84;2024;7;0;3;0;1;0;0;0;1;0;0;59;0;5;8;4;3;1;0;3;1644;249;169;0;0
84;2023;4;0;4;1;1;4;3;0;0;0;0;59;0;9;4;3;8;2;0;1;4044;477;0;0;0
84;2022;4;0;7;2;2;2;3;0;1;0;0;61;0;10;18;13;3;2;2;9;6359;239;53;0;0
84;2021;4;0;7;2;3;2;-1;0;1;0;0;63;1;14;64;35;4;0;2;1;6634;924;33;0;0
84;2020;29;0;7;0;4;2;-7;0;2;0;0;59;0;11;113;49;7;3;1;3;6291;960;103;0;0
85;2023;8;0;3;0;0;2;-4;0;0;0;0;53;0;3;0;0;2;0;3;4;2470;0;495;0;0
85;2022;30;0;4;0;1;0;-2;0;0;0;0;56;0;5;0;0;8;1;3;13;4024;0;659;0;0
85;2021;19;0;6;1;2;0;0;0;0;0;0;56;1;10;0;0;7;2;3;11;5881;50;1304;0;0
85;2020;19;0;6;0;3;0;6;0;0;0;0;58;0;7;0;0;9;4;5;16;6662;102;1099;0;0
87;2024;36;1;7;0;3;0;4;0;0;0;0;56;0;11;0;0;3;2;4;13;6442;214;955;0;0
87;2023;3;0;5;0;1;0;1;0;0;0;0;58;0;7;0;0;3;0;2;12;4832;0;610;0;0
87;2022;37;1;3;0;0;2;-1;0;0;0;0;58;0;2;0;0;4;0;0;7;2897;0;425;0;0
87;2021;31;1;6;3;2;0;6;1;1;0;0;60;1;8;0;0;8;1;1;6;5678;434;796;0;0
87;2020;31;1;6;0;1;14;-4;0;0;0;0;53;0;7;0;0;6;0;5;10;5444;489;865;0;0
88;2024;23;0;3;1;0;0;2;0;0;0;0;60;0;7;27;17;1;0;0;1;1877;243;2;0;0
88;2023;19;0;4;0;2;0;-1;0;0;0;0;67;0;17;70;39;4;2;2;0;3575;804;31;0;0
88;2022;19;0;6;1;1;0;-2;0;0;0;0;61;1;12;75;37;7;0;1;2;5345;421;0;0;0
88;2021;19;0;7;1;3;8;8;0;0;0;0;63;0;18;103;59;16;4;2;4;6014;380;427;0;0
88;2020;19;0;7;3;5;0;3;0;0;0;0;64;0;17;91;53;12;3;0;2;6239;657;54;0;0
90;2024;21;0;6;1;4;4;5;0;0;0;0;62;0;22;8;3;7;5;1;3;5890;1020;83;0;0
90;2023;21;0;7;4;4;7;4;3;0;0;0;73;0;34;15;6;14;5;5;6;6574;1904;432;0;0
90;2022;21;0;5;4;2;0;0;0;1;0;0;77;0;18;9;4;12;3;1;4;5002;1019;242;0;0
90;2021;21;0;7;2;0;10;-3;2;0;0;0;64;0;28;22;8;10;4;3;6;6828;1644;534;0;0
90;2020;21;0;2;1;1;2;1;0;0;0;0;67;0;6;6;2;6;1;0;0;1839;458;0;0;0
91;2024;3;0;6;0;0;0;-4;0;0;0;0;57;0;14;7;3;2;2;5;3;4706;344;25;0;0
91;2023;3;0;7;3;2;2;5;0;0;0;0;60;1;22;20;13;2;1;0;8;5065;598;0;0;0
91;2022;3;0;6;4;2;0;-1;0;2;0;0;67;2;23;7;6;3;0;3;6;5787;1094;22;0;0
91;2021;3;0;7;2;4;0;2;0;1;0;0;67;1;15;8;4;1;2;3;7;7065;882;168;0;0
91;2020;3;0;7;8;2;2;2;3;1;1;0;70;1;31;5;3;5;2;1;11;7209;1439;143;0;0
92;2023;21;0;6;1;3;0;2;0;0;0;0;63;0;24;0;0;0;4;3;12;6224;674;505;0;0
92;2022;21;0;7;2;3;2;-1;1;2;0;0;69;0;30;0;0;4;1;4;13;8110;1192;885;0;0
92;2021;21;0;7;1;2;0;-3;0;0;0;0;69;1;26;0;0;5;1;9;17;7851;1305;1051;0;0
92;2020;21;0;7;0;6;2;-1;0;2;0;0;66;0;25;0;0;4;3;5;12;7902;907;839;0;0
98;2024;10;0;3;0;0;0;-3;0;0;0;0;61;0;4;58;29;4;0;2;3;2796;0;328;0;0
98;2024;6;0;2;0;0;2;-1;0;0;0;0;69;0;3;39;16;3;0;2;2;1859;10;417;0;0
98;2023;6;0;7;0;4;2;-1;0;0;0;0;63;0;11;138;74;11;2;6;1;7633;6;656;0;0
98;2022;6;0;7;0;0;0;-1;0;0;0;0;67;0;9;124;66;13;3;16;2;6868;25;1188;0;0
98;2021;6;0;7;0;1;2;-3;0;0;0;0;67;0;7;117;63;9;3;6;4;7429;12;1109;0;0
98;2020;6;0;5;0;2;6;0;0;0;0;0;68;0;9;82;54;4;0;6;4;4738;162;712;0;0
100;2023;12;0;4;0;0;0;-5;0;0;0;0;64;0;8;0;0;10;1;0;14;4140;94;544;0;0
100;2022;17;0;1;0;0;0;1;0;0;0;0;61;0;0;0;0;0;1;0;5;834;0;111;0;0
100;2021;17;0;2;0;1;0;1;0;0;0;0;58;0;3;0;0;1;1;0;2;1786;0;183;0;0
100;2020;15;0;7;0;3;18;2;0;0;0;0;63;0;7;0;0;4;3;1;8;7206;77;515;0;0
102;2024;3;0;4;0;0;0;-2;0;0;0;0;70;0;5;0;0;7;2;3;14;4097;95;267;0;0
102;2023;3;0;6;0;0;2;-1;0;0;0;0;71;0;8;0;0;4;2;3;17;6182;48;814;0;0
102;2022;3;0;6;0;0;0;1;0;0;0;0;65;0;6;0;0;7;10;2;23;7206;96;648;0;0
102;2021;14;0;7;1;4;2;5;0;0;0;0;71;0;20;0;0;2;2;2;4;7259;1150;258;0;0
102;2020;14;0;4;0;2;0;-5;0;0;0;0;65;0;7;0;0;1;3;1;10;4123;1098;328;0;0
104;2024;23;0;6;0;2;0;-3;0;0;0;0;56;0;14;0;0;7;3;2;5;6497;88;541;0;0
104;2023;6;0;3;0;0;0;-6;0;0;0;0;62;0;3;0;0;2;0;1;8;3204;335;61;0;0
104;2022;9;0;6;1;2;4;-2;0;0;0;0;62;0;22;0;0;9;0;2;14;6802;87;642;0;0
104;2021;9;0;7;1;6;2;2;0;3;0;0;69;0;26;0;0;15;3;3;12;8210;710;670;0;0
104;2020;9;0;7;1;4;2;-1;1;1;0;0;71;0;26;0;0;12;3;0;22;8238;1390;576;0;0
106;2024;39;1;7;1;1;7;-3;0;0;0;0;60;0;12;47;21;5;1;1;3;5127;169;1092;0;0
106;2023;39;1;7;1;4;6;-3;0;1;0;0;60;0;17;28;11;7;4;3;9;6021;248;793;0;0
106;2022;61;1;6;1;2;6;1;0;1;0;0;63;0;13;2;0;8;2;3;0;4983;712;462;0;0
106;2021;19;0;5;2;2;2;1;1;0;0;0;57;0;11;12;6;1;1;1;2;3285;65;656;0;0
106;2020;61;1;6;1;0;4;0;1;0;0;0;58;0;9;28;10;5;3;3;8;4645;325;998;0;0
110;2024;9;0;7;2;2;0;0;0;0;0;0;60;1;20;87;42;4;3;1;6;5373;451;139;0;0
110;2023;9;0;7;2;6;6;-2;2;0;0;0;66;0;16;76;23;8;0;2;5;5748;778;127;0;0
110;2022;9;0;7;2;6;4;-2;0;2;0;0;65;0;17;115;65;2;3;3;3;6599;742;34;0;0
110;2021;9;0;7;1;5;4;8;0;1;0;0;74;0;14;100;60;5;2;11;7;6807;713;234;0;0
110;2020;9;0;7;1;5;12;-4;1;2;0;0;65;0;17;118;54;6;4;4;5;6761;879;371;0;0
111;2024;2;0;7;4;4;0;1;1;2;0;0;67;1;20;15;11;10;3;3;8;6894;969;122;0;0
111;2023;2;0;7;6;4;6;5;0;0;0;0;70;0;19;9;3;12;2;0;6;6897;1342;164;0;0
111;2022;2;0;7;5;11;6;7;1;2;1;0;72;1;32;11;7;8;2;1;6;6031;1384;241;0;0
111;2021;2;0;7;3;6;4;1;2;2;0;0;68;0;26;7;1;6;2;0;4;5995;1973;179;0;0
111;2020;2;0;6;3;5;4;5;1;1;0;0;67;0;28;8;5;7;3;2;3;6170;1552;344;0;0
115;2024;26;0;5;3;1;5;3;0;0;0;0;59;0;20;4;1;8;2;1;2;4393;528;0;1;0
115;2023;26;0;5;2;0;0;-4;1;0;0;0;55;0;10;3;3;1;0;0;1;3779;299;91;0;0
115;2022;49;1;7;2;1;0;-1;1;0;0;0;58;1;17;12;6;9;2;3;3;4007;1098;686;0;0
115;2021;49;1;7;4;5;4;-3;1;2;0;0;60;1;30;15;5;7;4;1;1;5190;1266;401;0;0
115;2020;49;1;7;5;3;4;2;2;1;0;0;62;1;25;10;3;10;1;3;2;4744;1460;56;0;0
116;2024;29;0;5;0;4;0;4;0;0;0;0;70;0;4;0;0;8;0;2;12;4991;188;586;0;0
116;2023;14;0;5;1;2;0;6;0;0;0;0;74;0;9;0;0;5;3;3;13;5122;127;808;0;0
