PlayerId;TeamId;FranchiseId;GP;G;A;+/-;PIM;PP G;PP A;SH G;SH A;Fights;Fights_Won;HIT;GvA;TkA;SB;GR;Game Rating Off;Game Rating Def;SOG;TOI;PPTOI;SHTOI;PDO;GF/60;GA/60;SF/60;SA/60;CF;CA;CF%;CF% rel;FF;FA;FF%;FF% rel;GWG;FO;FOW
87;36;36;5;1;1;1;5;0;0;0;0;1;0;3;0;5;12;59;52;62;5;5245;215;497;105.9;2.7;2.1;21.3;29.5;73;80;47.7;-4.5;49;59;45.4;-5.6;0;0;0
91;0;0;4;0;2;-2;0;0;0;0;0;0;0;1;0;1;4;57;58;54;4;2040;341;0;96.4;3.5;7.1;30.0;45.9;28;47;37.3;-3.0;23;31;42.6;6.3;0;2;0
98;10;10;17;0;3;-1;4;0;0;0;0;0;0;15;2;7;2;57;56;55;22;13695;0;712;94.4;1.8;2.1;36.5;19.7;262;138;65.5;2.8;188;105;64.2;1.4;0;172;96
106;27;27;7;0;0;1;0;0;0;0;0;0;0;3;0;0;6;55;58;50;4;5325;0;718;106.3;2.7;2.0;23.0;37.2;72;105;40.7;-7.8;51;72;41.5;-5.8;0;13;9
111;2;2;17;6;6;-5;6;0;1;0;0;0;0;19;4;5;15;62;68;53;49;18132;1834;721;97.6;2.6;3.6;31.0;33.2;315;320;49.6;1.1;226;233;49.2;0.5;2;31;13
116;29;29;4;1;0;0;0;0;0;0;0;0;0;4;1;2;8;63;59;62;4;4029;0;102;101.9;5.4;5.4;33.1;37.5;68;77;46.9;-5.4;47;59;44.3;-9.2;0;0;0
120;39;39;23;5;5;11;6;0;0;1;1;0;0;39;6;15;43;58;53;61;40;23334;150;2709;101.3;3.5;2.2;31.9;22.1;426;294;59.2;0.4;307;209;59.5;0.6;0;0;0
121;0;0;4;0;0;-3;0;0;0;0;0;0;0;5;1;1;7;50;46;53;5;4147;0;174;96.4;0.9;3.5;24.3;48.6;57;98;36.8;-4.7;42;76;35.6;-2.7;0;0;0
126;10;10;17;5;6;10;2;0;0;0;0;0;0;12;7;10;7;64;64;62;45;19315;359;1352;100.6;3.7;1.9;40.1;21.4;398;211;65.4;3.1;295;152;66.0;4.5;0;309;165
127;1;1;5;2;0;-1;0;0;0;0;0;0;0;2;1;1;3;54;58;48;7;4912;125;0;101.8;1.5;2.2;21.3;43.2;56;92;37.8;-9.4;39;74;34.5;-13.3;0;4;2
128;1;1;5;0;0;-7;0;0;0;0;0;0;0;2;0;2;2;53;58;48;7;3230;118;0;83.3;0.0;7.8;20.1;46.8;48;68;41.4;-4.4;33;52;38.8;-7.1;0;0;0
138;30;30;11;3;9;6;0;0;1;0;0;0;0;12;4;4;15;66;73;58;50;14148;998;499;100.7;4.6;3.1;39.9;28.2;278;210;57.0;4.4;204;155;56.8;3.3;1;0;0
151;53;53;20;4;9;1;4;0;0;0;0;0;0;31;5;11;42;62;52;71;16;20785;85;1407;107.4;3.3;3.1;20.6;36.4;256;374;40.6;-3.0;175;286;38.0;-6.5;1;0;0
165;29;29;5;0;2;-1;2;0;0;0;0;0;0;4;1;2;14;59;58;59;6;5594;0;153;103.9;3.2;3.9;25.7;45.0;80;114;41.2;-9.8;61;88;40.9;-10.0;0;0;0
178;0;0;1;0;0;-2;0;0;0;0;0;0;0;0;0;0;0;45;51;38;0;620;0;113;75.0;0.0;11.6;17.4;46.5;6;16;27.3;-20.3;5;9;35.7;-7.4;0;7;2
179;1;1;5;1;1;-1;0;0;0;0;0;0;0;8;0;1;5;60;65;54;13;5814;405;77;100.0;1.9;2.5;26.6;35.3;78;102;43.3;-2.3;56;74;43.1;-2.1;0;83;42
182;28;28;10;0;4;-3;0;0;0;0;0;0;0;8;2;2;0;51;55;44;5;8138;75;418;96.1;3.1;4.4;29.2;30.5;119;131;47.6;-4.3;94;99;48.7;-4.6;0;118;64
188;0;0;4;0;0;-2;0;0;0;0;0;0;0;8;0;0;1;49;47;50;7;4407;0;357;96.9;0.8;2.5;17.2;31.0;53;81;39.6;-0.4;34;58;37.0;-0.5;0;0;0
190;40;40;13;2;3;-2;4;1;0;0;0;0;0;9;3;0;8;64;60;67;24;13240;965;594;95.3;2.2;2.7;30.2;22.8;239;172;58.2;12.4;175;119;59.5;13.1;1;0;0
194;18;18;4;1;0;-1;0;0;0;0;0;0;0;2;1;1;3;56;58;52;9;3410;182;0;101.6;2.1;3.2;22.2;40.1;35;82;29.9;-15.7;24;52;31.6;-9.9;0;0;0
196;10;10;14;0;3;9;0;0;0;0;0;0;0;12;3;8;7;59;51;67;18;13867;12;619;103.5;3.9;1.6;37.9;23.1;276;171;61.7;-3.1;198;119;62.5;-2.2;0;0;0
198;25;25;6;0;1;-1;0;0;0;0;0;0;0;6;2;0;2;51;52;48;6;3059;164;0;99.2;3.5;4.7;35.3;43.5;47;70;40.2;-13.6;37;55;40.2;-13.6;0;0;0
201;10;10;17;1;8;8;0;0;0;0;1;0;0;23;1;12;23;65;56;72;36;21649;532;1394;98.6;3.5;2.3;38.1;22.0;412;243;62.9;-0.6;309;186;62.4;-1.0;0;0;0
202;4;4;7;1;2;-1;0;0;0;0;0;0;0;9;3;1;15;55;55;55;10;7158;0;270;104.3;2.5;3.0;23.1;45.8;99;152;39.4;-14.0;68;119;36.4;-18.2;0;0;0
204;1;1;5;0;1;0;0;0;0;0;0;0;0;5;1;2;4;69;62;73;7;6269;0;201;101.2;2.9;2.9;31.6;36.2;114;109;51.1;9.5;80;83;49.1;6.9;0;0;0
209;2;2;17;5;16;3;6;3;3;0;0;0;0;38;12;11;10;70;76;58;50;19904;1818;1255;99.7;3.3;2.7;38.3;30.7;350;313;52.8;5.9;264;226;53.9;7.4;1;34;21
210;24;24;18;2;3;5;0;0;0;0;0;0;0;46;11;8;16;49;46;51;22;20865;44;1374;102.1;4.1;3.3;33.8;32.3;362;348;51.0;7.9;256;265;49.1;5.4;1;0;0
214;2;2;14;2;2;-4;0;0;0;0;0;0;0;6;1;2;6;51;54;48;7;6764;0;45;101.4;2.1;4.3;21.3;49.5;76;148;33.9;-18.2;55;114;32.5;-19.5;1;0;0
218;27;27;7;3;4;3;2;1;0;0;0;0;0;7;0;4;7;64;67;59;18;7756;498;253;103.5;3.7;2.3;33.9;31.1;143;132;52.0;7.9;100;92;52.1;9.2;0;136;61
220;2;2;17;2;7;-1;5;0;0;0;0;1;0;19;6;3;7;54;56;50;35;12559;143;0;97.8;2.9;3.2;37.0;31.8;224;201;52.7;4.9;166;157;51.4;3.2;0;16;8
236;59;59;4;0;0;-2;0;0;0;0;0;0;0;5;0;0;3;52;53;48;0;1788;15;293;96.7;2.0;6.0;16.1;38.3;14;36;28.0;-24.6;10;29;25.6;-25.2;0;27;8
248;4;4;7;0;1;-5;2;0;1;0;0;0;0;7;1;1;4;55;59;48;15;5692;136;0;91.5;0.0;3.2;27.8;37.3;81;115;41.3;-10.4;61;85;41.8;-9.8;0;6;5
257;25;25;14;3;4;5;0;0;0;0;0;0;0;25;2;7;30;69;59;76;34;17487;54;406;100.2;3.7;2.7;40.3;29.9;327;281;53.8;6.3;247;200;55.3;9.4;1;0;0
258;10;10;17;2;2;3;2;0;0;0;0;0;0;15;2;2;4;53;53;50;10;7676;17;153;106.2;4.2;2.8;26.3;28.6;113;121;48.3;-17.3;76;93;45.0;-20.8;0;0;0
262;38;28;7;2;3;0;6;1;1;0;0;0;0;25;3;1;1;62;69;54;24;6552;1104;0;100.5;1.6;1.1;30.2;22.0;107;75;58.8;5.9;77;53;59.2;7.3;0;2;2
267;19;19;10;0;1;-3;0;0;0;0;0;0;0;1;1;0;2;50;53;47;3;4320;0;21;97.7;1.7;4.2;21.7;41.7;58;91;38.9;-6.4;45;64;41.3;-4.0;0;13;5
272;0;0;4;1;0;-3;12;0;0;0;0;0;0;12;2;0;2;55;53;53;7;2907;361;305;92.0;1.2;5.0;29.7;40.9;44;62;41.5;2.2;30;47;39.0;2.2;0;8;3
273;50;50;13;1;4;-6;35;0;0;0;0;5;2;39;3;2;5;58;59;50;10;10745;85;716;94.6;2.3;4.4;27.5;31.2;149;172;46.4;1.1;106;125;45.9;-0.7;0;157;77
275;24;24;18;2;7;-8;0;0;0;0;0;0;0;32;3;2;12;59;65;50;24;14883;610;1291;99.4;3.4;5.3;27.6;41.4;206;309;40.0;-7.8;148;230;39.2;-8.6;1;12;8
278;39;39;7;0;5;3;2;0;1;0;0;0;0;9;5;0;0;63;64;58;15;5556;366;495;106.0;3.2;1.3;29.2;25.3;83;72;53.5;2.5;63;54;53.8;2.1;0;8;3
279;12;12;3;0;0;-2;0;0;0;0;0;0;0;0;0;2;3;58;61;54;13;3457;0;160;93.8;0.0;2.1;45.8;33.3;65;61;51.6;1.9;55;42;56.7;10.0;0;12;6
283;40;40;13;1;5;-5;16;0;0;0;0;0;0;15;3;4;23;67;64;67;38;13048;129;749;91.4;1.9;3.3;30.9;22.3;240;166;59.1;13.7;177;114;60.8;14.9;1;0;0
286;33;33;5;3;1;-3;15;0;0;1;0;3;2;10;4;3;4;58;59;55;15;4472;116;476;92.4;4.0;6.4;33.8;33.0;77;72;51.7;1.1;61;58;51.3;0.7;0;7;2
287;1;1;5;0;1;-2;0;0;1;0;0;0;0;3;0;1;9;63;64;59;17;7139;405;60;99.3;2.0;3.0;30.3;41.4;106;148;41.7;-5.5;83;106;43.9;-1.1;0;0;0
290;28;28;10;4;10;7;4;3;2;0;0;0;0;13;4;1;8;67;76;62;41;11539;1264;0;102.5;4.4;2.2;39.3;25.3;220;157;58.4;11.3;170;114;59.9;11.6;0;207;111
291;25;25;14;2;5;5;4;0;0;0;0;0;0;22;1;6;24;56;51;59;34;17672;54;854;100.3;3.7;2.6;39.7;29.7;327;283;53.6;6.1;246;201;55.0;9.0;0;0;0
294;19;19;10;2;4;3;0;0;1;0;0;0;0;17;5;1;12;58;63;50;22;11019;427;0;105.2;3.3;2.3;28.1;35.6;162;218;42.6;-2.8;119;151;44.1;-1.0;0;0;0
296;18;18;5;0;0;1;0;0;0;0;0;0;0;5;0;2;0;56;53;56;2;2290;0;140;101.8;3.1;1.6;33.0;20.4;41;31;56.9;12.6;24;21;53.3;9.4;0;32;17
297;24;24;17;3;4;-5;0;0;0;0;0;0;0;27;9;4;6;57;62;51;29;14812;305;668;97.9;3.4;4.6;31.1;35.5;229;264;46.5;1.2;162;200;44.8;-0.9;0;15;1
298;49;49;19;4;6;5;9;1;1;0;0;1;0;18;13;10;8;65;63;63;38;18405;2053;1734;103.2;2.7;2.0;29.7;32.5;277;291;48.8;5.4;205;226;47.6;4.0;1;312;159
300;18;18;5;0;2;-2;0;0;0;0;0;0;0;3;2;0;4;57;58;55;17;6293;217;258;94.7;0.6;1.7;31.5;24.0;109;89;55.1;14.1;69;59;53.9;13.2;0;0;0
302;44;44;5;1;0;0;0;0;0;0;0;0;0;8;1;2;13;56;51;61;5;5297;0;174;101.1;2.0;2.0;28.5;34.0;72;88;45.0;-7.8;57;68;45.6;-7.1;0;0;0
304;18;18;5;1;1;-1;2;0;0;0;0;0;0;10;0;0;2;54;57;46;5;3988;0;329;101.1;3.6;4.5;27.1;37.0;52;84;38.2;-10.3;39;57;40.6;-5.8;0;54;28
305;52;52;7;0;1;-1;6;0;0;0;0;0;0;15;3;4;30;65;49;77;5;7878;0;727;95.6;2.7;3.2;30.2;23.8;117;122;49.0;-1.7;86;81;51.5;0.2;0;0;0
307;4;4;7;0;0;-2;0;0;0;0;0;0;0;3;1;1;1;55;55;52;9;3111;0;502;94.7;0.0;2.3;24.3;44.0;40;66;37.7;-13.3;35;52;40.2;-10.6;0;3;3
309;36;36;2;0;0;-1;7;0;0;0;0;1;0;1;1;2;1;64;46;79;0;2386;45;156;97.9;1.5;3.0;24.1;36.2;36;39;48.0;0.6;23;30;43.4;-3.0;0;0;0
313;19;19;10;0;3;3;0;0;0;0;0;0;0;15;2;2;14;55;54;56;9;9956;43;556;108.5;2.9;1.8;20.2;31.5;124;201;38.2;-8.9;85;138;38.1;-9.2;0;0;0
314;12;12;4;1;1;-3;5;0;0;0;0;1;0;6;2;2;1;67;77;53;9;4973;111;160;95.2;1.4;3.6;29.0;36.9;82;78;51.2;4.2;61;66;48.0;0.2;0;7;4
315;13;13;4;2;1;-7;0;1;0;0;0;0;0;7;3;0;6;58;59;52;8;4090;658;109;85.8;0.9;7.0;22.0;38.7;49;88;35.8;4.4;36;62;36.7;4.2;0;73;40
321;28;28;10;3;2;6;2;0;0;0;0;0;0;19;3;8;34;77;58;90;16;11698;155;727;105.0;3.7;1.8;32.3;28.9;182;196;48.1;-4.2;146;138;51.4;-1.3;0;0;0
322;13;13;4;0;0;1;9;0;0;0;0;1;1;9;0;0;3;55;47;60;5;4516;0;173;105.8;3.2;2.4;24.7;33.5;57;87;39.6;10.3;44;55;44.4;15.7;0;0;0
324;4;4;7;0;0;-3;0;0;0;0;0;0;0;13;2;3;10;61;51;69;12;8243;0;485;94.2;2.2;3.5;41.9;31.9;160;120;57.1;11.3;130;94;58.0;12.9;0;0;0
326;39;39;24;5;16;6;0;0;2;0;0;0;0;27;12;8;19;77;70;81;80;27701;4981;1535;99.3;4.2;3.2;35.3;26.1;513;364;58.5;-0.2;382;270;58.6;-0.6;1;0;0
329;41;41;7;2;4;5;14;0;0;0;0;2;0;19;1;1;1;58;64;50;17;7227;0;235;105.5;4.0;1.5;38.4;30.4;135;93;59.2;9.6;106;77;57.9;7.6;0;2;1
334;4;4;7;1;1;-1;0;0;0;0;0;0;0;9;4;1;4;61;61;59;15;6812;593;247;99.2;2.6;3.2;39.6;42.3;138;135;50.5;1.6;104;104;50.0;0.8;0;103;51
338;34;34;14;3;2;0;4;0;0;0;0;0;0;9;2;14;10;61;63;57;26;13686;40;1355;97.1;2.4;2.6;27.9;23.1;224;174;56.3;0.0;155;116;57.2;2.3;1;38;23
343;0;0;4;1;0;-2;4;0;0;0;0;0;0;13;3;1;1;59;55;59;5;4050;811;276;98.9;1.8;3.6;17.8;32.0;52;77;40.3;0.6;33;57;36.7;-0.9;0;2;1
348;57;57;6;0;1;-2;0;0;0;0;0;0;0;13;5;2;8;53;50;53;9;5997;0;773;94.3;3.0;4.2;26.4;24.6;83;75;52.5;6.1;62;56;52.5;5.8;0;0;0
356;59;18;11;5;5;-2;24;0;0;0;0;4;3;34;5;1;3;60;64;49;21;10586;128;1542;102.0;4.1;4.4;28.9;36.4;158;190;45.4;8.8;117;142;45.2;9.3;1;62;23
357;0;0;4;1;1;1;2;0;0;0;0;0;0;8;3;2;2;60;65;52;10;4632;791;34;106.4;1.6;0.8;17.9;33.4;58;84;40.8;1.4;38;70;35.2;-3.2;0;1;1
367;13;13;3;0;0;0;0;0;0;0;0;0;0;11;0;1;3;55;52;54;0;2172;0;320;100.0;0.0;0.0;11.6;48.1;11;64;14.7;-24.3;11;42;20.8;-19.4;0;10;7
369;4;4;6;1;1;3;2;0;0;0;0;0;0;5;1;1;19;64;57;70;12;6901;0;297;104.0;3.1;1.6;39.6;40.7;142;144;49.7;-1.4;109;103;51.4;1.3;1;0;0
370;13;13;4;0;2;-2;0;0;0;0;0;0;0;3;0;2;11;60;53;65;1;4006;0;257;104.1;2.7;4.5;18.9;44.0;37;94;28.2;-6.6;29;66;30.5;-4.9;0;0;0
374;33;33;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;56;56;52;3;562;56;13;83.3;6.4;6.4;19.2;12.8;8;3;72.7;13.7;4;2;66.7;7.7;0;0;0
379;28;28;10;2;7;-3;6;1;3;0;0;0;0;11;2;2;19;77;70;80;34;13414;1251;394;95.5;2.7;3.5;31.4;26.8;208;200;51.0;0.1;163;145;52.9;1.1;0;0;0
381;19;19;10;1;2;-10;2;0;0;1;0;0;0;15;0;5;12;61;64;56;26;11655;1076;230;92.2;0.9;4.6;28.4;42.0;173;220;44.0;-0.7;128;170;43.0;-2.9;0;0;0
384;30;30;11;2;3;11;0;0;0;0;0;0;0;18;4;4;3;59;65;51;27;13548;55;491;103.4;5.0;2.1;40.4;23.4;273;164;62.5;12.3;206;123;62.6;11.7;0;2;0
385;30;30;11;3;11;6;0;0;2;0;0;0;0;11;0;5;23;82;75;83;43;14089;998;499;100.7;4.6;3.1;40.1;28.4;278;210;57.0;4.4;204;155;56.8;3.3;0;0;0
392;2;2;17;3;4;-1;8;0;0;0;0;0;0;60;6;2;2;56;60;49;30;12666;0;549;98.2;2.8;3.1;37.2;33.0;224;209;51.7;3.7;168;163;50.8;2.4;0;11;7
395;27;27;6;1;0;-6;2;0;0;0;0;0;0;3;0;2;3;53;56;50;3;2420;0;569;79.3;1.5;10.4;23.8;38.7;31;54;36.5;-10.8;20;37;35.1;-11.0;0;60;28
404;15;15;20;6;5;-5;15;2;0;0;0;1;1;21;7;3;14;59;63;57;41;15240;530;0;95.7;2.6;3.8;34.7;32.1;260;247;51.3;-4.0;189;183;50.8;-5.3;1;24;11
407;25;25;14;3;13;8;0;1;4;0;0;0;0;11;3;5;17;70;82;57;39;15089;2031;5;103.2;4.1;2.1;37.9;28.6;304;226;57.4;11.1;215;168;56.1;9.9;1;20;8
410;1;1;5;4;4;3;0;0;0;0;0;0;0;6;3;2;7;77;82;65;19;6613;398;374;106.8;4.9;3.3;32.1;38.7;115;125;47.9;4.7;86;94;47.8;5.2;0;107;49
412;4;4;7;1;3;-2;0;0;0;0;0;0;0;9;1;0;4;60;66;51;18;7346;195;502;97.7;2.5;3.4;39.7;40.7;157;127;55.3;8.6;116;96;54.7;7.7;0;24;11
423;49;49;19;4;5;-2;8;1;1;0;1;0;0;24;5;12;34;71;65;73;54;20670;3601;1078;100.7;3.0;3.5;27.2;34.3;281;374;42.9;-3.3;203;277;42.3;-3.9;0;0;0
425;59;59;10;1;4;-2;0;0;1;0;0;0;0;6;8;3;32;72;60;79;16;10540;2006;681;103.4;3.1;3.4;25.3;38.9;127;212;37.5;-1.6;92;163;36.1;-1.3;0;0;0
428;53;53;19;3;6;-4;0;2;1;0;0;0;0;26;6;7;38;65;65;61;35;19885;2843;18;100.1;2.2;2.9;25.9;34.9;261;387;40.3;-1.8;186;271;40.7;-0.9;0;0;0
431;40;40;13;3;7;-1;12;1;3;0;1;0;0;33;2;3;19;72;68;73;24;14994;2254;1226;99.5;2.4;2.6;29.1;30.0;217;222;49.4;-0.8;161;167;49.1;-2.6;1;0;0
436;60;16;24;5;10;-2;6;1;5;0;0;0;0;47;7;14;22;69;73;61;62;24401;4319;195;99.2;2.4;2.5;25.1;24.5;357;316;53.0;-2.4;250;238;51.2;-5.3;1;40;19
439;25;25;1;0;1;-2;0;0;1;0;0;0;0;1;0;0;2;58;63;52;1;846;91;0;86.7;0.0;8.5;8.5;63.8;8;18;30.8;-28.7;6;15;28.6;-23.4;0;0;0
446;13;13;4;0;0;-2;0;0;0;0;0;0;0;0;0;0;2;51;53;48;1;1691;0;105;90.9;0.0;4.3;19.2;46.8;15;36;29.4;-3.8;10;29;25.6;-9.5;0;2;1
452;46;46;6;0;0;-3;12;0;0;0;0;0;0;6;3;2;6;59;53;62;5;6476;0;301;95.6;0.6;2.2;19.5;30.6;90;111;44.8;-2.2;57;75;43.2;-3.8;0;0;0
453;40;40;13;2;6;3;2;0;2;0;0;0;0;24;3;4;9;63;69;55;31;12570;2634;182;104.9;2.9;1.7;25.8;27.5;181;184;49.6;-0.5;126;132;48.8;-2.6;0;25;12
464;13;13;4;3;2;1;2;0;0;0;0;0;0;1;0;2;13;66;72;59;9;4540;658;178;109.8;4.8;4.0;23.0;36.5;58;81;41.7;13.4;41;56;42.3;12.3;0;6;1
469;1;1;4;0;0;0;0;0;0;0;0;0;0;5;0;2;1;58;58;56;3;3664;0;241;99.6;2.0;2.0;30.5;28.5;53;59;47.3;-1.4;37;39;48.7;1.3;0;10;7
472;46;46;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;56;49;59;1;1853;0;53;107.7;1.9;0.0;25.3;29.1;27;26;50.9;12.9;21;19;52.5;12.9;0;0;0
473;12;12;4;0;0;-7;0;0;0;0;0;0;0;7;1;0;2;54;65;41;6;4692;0;211;83.3;0.0;5.4;37.6;32.2;80;84;48.8;0.7;65;57;53.3;7.8;0;2;1
474;29;29;5;1;1;1;0;0;0;0;0;0;0;4;0;2;1;57;63;54;6;4176;0;0;103.8;3.4;2.6;31.0;35.3;76;73;51.0;4.3;49;59;45.4;-2.8;0;0;0
477;18;18;5;2;1;-5;0;2;1;0;0;0;0;7;0;2;5;65;70;58;11;5115;408;131;90.0;0.0;3.5;24.6;35.2;69;91;43.1;-4.1;46;66;41.1;-5.5;0;4;2
479;13;13;1;0;0;-1;0;0;0;0;0;0;0;1;0;0;2;52;53;49;1;929;0;28;90.0;0.0;3.9;27.1;38.8;12;22;35.3;5.7;8;15;34.8;8.0;0;0;0
480;0;0;3;0;0;-2;0;0;0;0;0;0;0;5;2;0;2;57;53;58;5;3137;0;36;97.5;1.1;3.4;28.7;52.8;44;82;34.9;-6.1;32;66;32.7;-5.6;0;0;0
490;40;40;13;1;7;3;6;0;1;0;0;0;0;23;2;3;27;65;64;65;25;14853;1076;1614;102.2;2.9;2.2;30.8;30.1;226;222;50.4;0.8;167;166;50.2;-0.9;0;0;0
491;50;50;13;1;5;-9;0;0;1;0;0;0;0;3;4;1;11;58;62;52;34;12284;727;0;89.0;2.1;4.7;30.2;26.4;178;171;51.0;7.5;129;123;51.2;6.6;0;2;1
493;27;27;7;0;3;-4;4;0;0;0;0;0;0;7;2;4;25;69;62;74;10;8475;98;282;96.8;1.7;3.4;27.2;36.1;140;156;47.3;0.8;96;111;46.4;0.6;0;0;0
495;1;1;5;0;0;-3;6;0;0;0;0;0;0;20;2;1;1;51;52;49;1;4133;0;65;95.7;0.9;3.5;18.3;38.3;42;72;36.8;-10.0;30;58;34.1;-13.0;0;47;20
498;0;0;4;0;0;-2;0;0;0;0;0;0;0;2;1;0;15;68;54;78;3;4310;0;357;96.9;0.8;2.5;17.5;31.7;53;78;40.5;0.8;34;56;37.8;0.6;0;0;0
500;59;59;10;1;1;-5;9;0;0;0;0;1;0;32;3;4;25;56;47;64;11;10550;143;1004;102.2;1.7;3.1;19.5;46.4;111;238;31.8;-10.3;81;176;31.5;-10.3;0;0;0
501;15;15;19;4;2;-1;2;0;0;0;0;0;0;9;3;5;7;55;53;53;21;9109;0;633;100.0;3.6;4.0;29.6;32.8;136;156;46.6;-8.7;101;105;49.0;-6.2;0;117;63
503;0;0;4;0;0;-4;0;0;0;0;0;0;0;4;0;4;3;56;59;51;2;3117;0;101;87.9;0.0;4.6;25.4;38.1;42;67;38.5;-1.8;29;48;37.7;0.5;0;2;2
510;46;46;5;1;0;0;0;0;0;0;0;0;0;2;0;1;1;53;56;50;8;2085;0;0;101.8;1.7;1.7;34.5;53.5;36;48;42.9;-0.5;27;38;41.5;-1.4;0;18;7
511;52;52;7;1;3;4;0;0;0;0;0;0;0;6;1;2;10;72;67;73;31;7948;1092;506;102.9;3.6;1.8;32.6;22.2;125;119;51.2;1.8;92;79;53.8;3.8;1;0;0
512;13;13;4;0;0;-3;4;0;0;0;0;0;0;2;1;1;15;72;51;89;6;4527;0;153;94.1;1.6;4.0;25.4;32.6;59;93;38.8;9.4;46;58;44.2;15.7;0;0;0
519;28;28;10;1;6;-1;0;0;1;0;0;0;0;14;2;15;25;68;62;73;27;13297;1251;776;97.3;2.7;3.0;31.4;26.3;207;193;51.7;1.3;162;142;53.3;1.6;0;0;0
521;34;34;14;2;5;3;4;0;0;1;0;0;0;29;4;1;6;60;58;56;28;14253;0;1473;99.6;2.8;2.3;29.8;23.5;234;178;56.8;0.8;170;120;58.6;4.4;0;209;122
524;39;39;18;3;4;8;2;0;0;0;0;0;0;18;3;3;7;55;58;51;22;9387;49;94;105.8;4.2;1.2;38.4;22.2;192;119;61.7;4.4;142;83;63.1;6.2;0;0;0
528;18;18;5;1;0;-4;2;1;0;0;0;0;0;14;1;2;7;64;58;68;9;5547;898;47;98.7;1.3;3.9;19.5;48.7;53;138;27.7;-28.0;42;100;29.6;-24.2;0;0;0
529;39;39;24;6;8;12;9;0;0;0;1;1;0;39;18;8;8;60;62;56;38;23573;0;2985;101.1;4.7;3.1;36.2;25.5;461;315;59.4;1.1;340;225;60.2;1.8;2;83;31
533;49;49;19;1;9;4;10;0;0;0;0;0;0;27;1;9;20;68;50;81;34;21730;237;2410;101.4;2.7;2.0;30.5;27.2;347;299;53.7;13.4;257;223;53.5;13.5;0;0;0
539;12;12;4;1;0;0;0;0;0;0;0;0;0;7;2;1;2;50;50;49;4;5114;28;179;99.8;2.8;2.8;31.0;30.3;81;86;48.5;0.3;58;65;47.2;-1.0;0;0;0
543;1;1;4;0;0;-2;2;0;0;0;0;0;0;3;1;1;2;51;52;47;2;2199;0;291;87.6;1.6;4.9;31.1;27.8;41;40;50.6;6.5;30;26;53.6;10.6;0;23;17
546;36;36;3;1;1;2;12;0;0;0;0;2;1;5;2;1;5;63;46;73;4;3256;0;235;105.5;3.3;1.1;34.3;26.5;51;46;52.6;2.6;39;33;54.2;5.7;0;0;0
549;18;18;5;0;2;-1;0;0;0;0;0;0;0;7;0;2;17;75;60;89;8;6180;10;504;97.0;0.6;1.2;31.5;23.9;108;84;56.3;15.7;68;58;54.0;13.2;0;0;0
