Game Id;PlayerId;TeamId;Game Rating;SA;GA;SV;SV%;TOI;PIM
23046;2751;50;65;31;3;28;.903;3600000;0
23046;2973;36;93;40;2;38;.950;3600000;0
23064;277;10;0;0;0;0;.00nan;0;0
23064;295;24;0;0;0;0;.00nan;0;0
23064;593;57;71;50;5;45;.900;3600000;0
23064;812;24;74;27;2;25;.926;3600000;0
23057;737;23;0;0;0;0;.00nan;0;0
23057;1406;21;0;0;0;0;.00nan;0;0
23057;1690;21;61;33;4;29;.879;3600000;0
23057;2375;23;90;30;1;29;.967;3600000;0
23021;103;30;0;0;0;0;.00nan;0;0
23021;112;13;0;0;0;0;.00nan;0;0
23021;714;13;85;41;3;38;.927;3600000;0
23021;2549;30;59;31;4;27;.871;3596000;0
23026;482;6;83;34;2;32;.941;3600000;0
23026;483;6;0;0;0;0;.00nan;0;0
23026;735;5;0;0;0;0;.00nan;0;0
23026;2841;37;69;33;3;30;.909;3543000;0
23028;783;11;77;37;3;34;.919;3600000;0
23028;1962;58;0;0;0;0;.00nan;0;0
23028;2800;1;74;50;5;45;.900;3574000;0
23028;2810;11;0;0;0;0;.00nan;0;0
23027;487;27;0;0;0;0;.00nan;0;0
23027;489;19;0;0;0;0;.00nan;0;0
23027;1056;19;90;33;2;31;.939;3600000;0
23027;2557;27;65;41;4;37;.902;3518000;0
23034;505;17;0;0;0;0;.00nan;0;0
23034;1149;12;53;38;5;33;.868;3900000;0
23034;1278;12;0;0;0;0;.00nan;0;0
23034;1333;17;65;42;5;37;.881;3899000;0
23045;711;3;85;30;2;28;.933;3900000;0
23045;727;4;75;35;2;33;.943;3900000;0
23045;1731;3;0;0;0;0;.00nan;0;0
23045;2846;41;0;0;0;0;.00nan;0;0
23073;277;10;80;24;2;22;.917;3600000;0
23073;710;26;62;34;3;31;.912;3545000;0
23073;812;24;0;0;0;0;.00nan;0;0
23073;1239;26;0;0;0;0;.00nan;0;0
23025;360;16;46;17;3;14;.824;3657000;0
23025;419;20;91;47;4;43;.915;3657000;0
23025;707;20;0;0;0;0;.00nan;0;0
23025;2687;16;0;0;0;0;.00nan;0;0
23022;0;48;36;27;5;22;.815;3600000;0
23022;783;11;0;0;0;0;.00nan;0;0
23022;2810;11;42;35;6;29;.829;3600000;0
23022;2947;29;0;0;0;0;.00nan;0;0
23092;489;19;50;28;4;24;.857;3600000;0
23092;1056;19;0;0;0;0;.00nan;0;0
23092;2016;14;84;27;1;26;.963;3600000;0
23092;2057;14;0;0;0;0;.00nan;0;0
23053;103;30;54;19;3;16;.842;3600000;0
23053;419;20;0;0;0;0;.00nan;0;0
23053;707;20;84;45;4;41;.911;3546000;0
23053;2549;30;0;0;0;0;.00nan;0;0
23178;360;16;0;0;0;0;.00nan;0;0
23178;429;28;68;32;3;29;.906;3600000;0
23178;2687;16;50;31;5;26;.839;3590000;0
23178;2886;38;0;0;0;0;.00nan;0;0
23032;505;17;53;24;3;21;.875;3570000;0
23032;735;5;99;40;1;39;.975;3600000;0
23032;1333;17;0;0;0;0;.00nan;0;0
23032;2841;37;0;0;0;0;.00nan;0;0
23036;1021;15;54;35;4;31;.886;3585000;0
23036;1332;9;96;37;2;35;.946;3600000;0
23036;2751;50;0;0;0;0;.00nan;0;0
23036;2848;54;0;0;0;0;.00nan;0;0
24273;112;13;71;26;2;24;.923;3600000;0
24273;714;13;0;0;0;0;.00nan;0;0
24273;737;23;37;21;4;17;.810;3578000;0
24273;2375;23;0;0;0;0;.00nan;0;0
23076;1163;0;64;29;3;26;.897;3600000;0
23076;1962;58;68;38;4;34;.895;3592000;0
23076;2800;1;0;0;0;0;.00nan;0;0
23076;2804;0;0;0;0;0;.00nan;0;0
23507;13;7;0;0;0;0;.00nan;0;0
23507;316;7;34;27;5;22;.815;3585000;0
23507;711;3;0;0;0;0;.00nan;0;0
23507;1731;3;69;27;3;24;.889;3600000;0
23186;710;26;81;30;2;28;.933;2529000;0
23186;734;2;71;29;2;27;.931;3600000;0
23186;1239;26;30;17;4;13;.765;1071000;0
23186;1355;2;0;0;0;0;.00nan;0;0
23068;277;10;0;0;0;0;.00nan;0;0
23068;812;24;76;35;2;33;.943;3900000;0
23068;1406;21;100;42;2;40;.952;3900000;0
23068;1690;21;0;0;0;0;.00nan;0;0
24202;489;19;0;0;0;0;.00nan;0;0
24202;735;5;0;0;0;0;.00nan;0;0
24202;1056;19;68;33;3;30;.909;3600000;0
24202;2841;37;74;48;5;43;.896;3600000;0
23083;429;28;0;0;0;0;.00nan;0;0
23083;998;8;58;40;5;35;.875;3588000;0
23083;2266;8;0;0;0;0;.00nan;0;0
23083;2886;38;54;23;3;20;.870;3600000;0
24195;318;22;63;33;3;30;.909;3600000;0
24195;734;2;0;0;0;0;.00nan;0;0
24195;1036;22;0;0;0;0;.00nan;0;0
24195;1355;2;91;37;1;36;.973;3600000;0
23110;2016;14;0;0;0;0;.00nan;0;0
23110;2057;14;62;41;5;36;.878;3600000;0
23110;2174;18;0;0;0;0;.00nan;0;0
23110;2314;18;73;27;2;25;.926;3600000;0
23023;0;48;45;31;5;26;.839;3600000;0
23023;1149;12;0;0;0;0;.00nan;0;0
23023;1278;12;77;37;4;33;.892;3600000;0
23023;2947;29;0;0;0;0;.00nan;0;0
23055;737;23;0;0;0;0;.00nan;0;0
23055;2269;25;69;32;3;29;.906;3600000;0
23055;2375;23;58;31;4;27;.871;3552000;0
23055;2973;36;0;0;0;0;.00nan;0;0
23048;103;30;61;6;0;6;1.000;826000;0
23048;112;13;0;0;0;0;.00nan;0;0
23048;714;13;62;29;3;26;.897;3600000;0
23048;2549;30;45;37;6;31;.838;2774000;0
23035;783;11;86;27;1;26;.963;3600000;0
23035;1021;15;0;0;0;0;.00nan;0;0
23035;2751;50;61;28;3;25;.893;3583000;0
23035;2810;11;0;0;0;0;.00nan;0;0
23040;13;7;77;26;3;23;.885;3900000;0
23040;316;7;0;0;0;0;.00nan;0;0
23040;727;4;64;31;3;28;.903;3900000;0
23040;2846;41;0;0;0;0;.00nan;0;0
23049;487;27;91;48;4;44;.917;3600000;0
23049;1163;0;0;0;0;0;.00nan;0;0
23049;2557;27;0;0;0;0;.00nan;0;0
23049;2804;0;45;34;5;29;.853;3600000;0
24228;482;6;0;0;0;0;.00nan;0;0
24228;483;6;84;53;4;49;.925;3900000;0
24228;505;17;0;0;0;0;.00nan;0;0
24228;1333;17;75;41;4;37;.902;3900000;0
23042;419;20;64;40;4;36;.900;3541000;0
23042;707;20;0;0;0;0;.00nan;0;0
23042;1962;58;0;0;0;0;.00nan;0;0
23042;2800;1;49;19;3;16;.842;3600000;0
23062;734;2;49;28;4;24;.857;3513000;0
23062;783;11;92;36;2;34;.944;3600000;0
23062;1355;2;0;0;0;0;.00nan;0;0
23062;2810;11;0;0;0;0;.00nan;0;0
24215;103;30;0;0;0;0;.00nan;0;0
24215;1163;0;54;32;4;28;.875;3600000;0
24215;2549;30;27;40;7;33;.825;3600000;0
24215;2804;0;0;0;0;0;.00nan;0;0
23043;295;24;42;32;6;26;.813;3600000;0
23043;360;16;85;32;2;30;.938;3600000;0
23043;593;57;0;0;0;0;.00nan;0;0
23043;2687;16;0;0;0;0;.00nan;0;0
23041;0;48;96;36;1;35;.972;3600000;0
23041;711;3;63;35;4;31;.886;3600000;0
23041;1731;3;0;0;0;0;.00nan;0;0
23041;2947;29;0;0;0;0;.00nan;0;0
24214;1962;58;77;43;3;40;.930;3900000;0
24214;2174;18;0;0;0;0;.00nan;0;0
24214;2314;18;83;41;3;38;.927;3900000;0
24214;2800;1;0;0;0;0;.00nan;0;0
23044;13;7;37;32;6;26;.813;3600000;0
23044;112;13;61;26;3;23;.885;3600000;0
23044;316;7;0;0;0;0;.00nan;0;0
23044;714;13;0;0;0;0;.00nan;0;0
23054;727;4;94;36;1;35;.972;3600000;0
23054;737;23;98;47;2;45;.957;3575000;0
23054;2375;23;0;0;0;0;.00nan;0;0
23054;2846;41;0;0;0;0;.00nan;0;0
23052;735;5;36;31;6;25;.806;1758000;0
23052;1332;9;77;38;3;35;.921;3600000;0
23052;2841;37;50;23;3;20;.870;1842000;0
23052;2848;54;0;0;0;0;.00nan;0;0
23099;277;10;80;25;1;24;.960;3600000;0
23099;489;19;89;65;6;59;.908;3491000;0
23099;812;24;0;0;0;0;.00nan;0;0
23099;1056;19;48;0;0;0;.00nan;109000;0
23281;318;22;0;0;0;0;.00nan;0;0
23281;482;6;50;34;4;30;.882;3900000;0
23281;483;6;0;0;0;0;.00nan;0;0
23281;1036;22;86;44;4;40;.909;3900000;0
23050;998;8;79;30;2;28;.933;3567000;0
23050;1021;15;90;18;0;18;1.000;3600000;0
23050;2266;8;0;0;0;0;.00nan;0;0
23050;2751;50;0;0;0;0;.00nan;0;0
23059;487;27;100;37;1;36;.973;3600000;0
23059;2269;25;58;39;5;34;.872;3600000;0
23059;2557;27;0;0;0;0;.00nan;0;0
23059;2973;36;0;0;0;0;.00nan;0;0
23093;112;13;0;0;0;0;.00nan;0;0
23093;318;22;64;31;3;28;.903;3600000;0
23093;714;13;100;38;0;38;1.000;3600000;0
23093;1036;22;0;0;0;0;.00nan;0;0
23153;482;6;0;0;0;0;.00nan;0;0
23153;483;6;96;34;1;33;.971;3600000;0
23153;711;3;0;0;0;0;.00nan;0;0
23153;1731;3;52;29;4;25;.862;3600000;0
23183;277;10;0;0;0;0;.00nan;0;0
23183;710;26;0;0;0;0;.00nan;0;0
23183;812;24;65;14;1;13;.929;3600000;0
23183;1239;26;84;39;3;36;.923;3535000;0
23084;783;11;0;0;0;0;.00nan;0;0
23084;1332;9;0;0;0;0;.00nan;0;0
23084;2810;11;91;36;1;35;.972;3600000;0
23084;2848;54;82;39;2;37;.949;3600000;0
23116;360;16;0;0;0;0;.00nan;0;0
23116;2016;14;82;42;3;39;.929;3589000;0
23116;2057;14;0;0;0;0;.00nan;0;0
23116;2687;16;80;31;2;29;.935;3600000;0
23061;737;23;0;0;0;0;.00nan;0;0
23061;2174;18;71;35;3;32;.914;3600000;0
23061;2314;18;0;0;0;0;.00nan;0;0
23061;2375;23;58;39;5;34;.872;3595000;0
23069;998;8;0;0;0;0;.00nan;0;0
23069;1149;12;86;20;0;20;1.000;3055000;0
23069;1278;12;6;7;5;2;.286;545000;0
23069;2266;8;95;38;2;36;.947;3600000;0
23030;734;2;0;0;0;0;.00nan;0;0
23030;1355;2;93;40;2;38;.950;3600000;0
23030;2269;25;0;0;0;0;.00nan;0;0
23030;2973;36;38;30;5;25;.833;3600000;0
23065;103;30;93;34;2;32;.941;3600000;0
23065;295;24;0;0;0;0;.00nan;0;0
23065;593;57;49;28;4;24;.857;3516000;0
23065;2549;30;0;0;0;0;.00nan;0;0
23033;0;48;0;0;0;0;.00nan;0;0
23033;1406;21;0;0;0;0;.00nan;0;0
23033;1690;21;48;36;5;31;.861;3587000;0
23033;2947;29;74;38;3;35;.921;3600000;0
23056;727;4;0;0;0;0;.00nan;0;0
23056;735;5;42;33;5;28;.848;3600000;0
23056;2841;37;0;0;0;0;.00nan;0;0
23056;2846;41;81;30;2;28;.933;3600000;0
23051;487;27;0;0;0;0;.00nan;0;0
23051;489;19;0;0;0;0;.00nan;0;0
23051;1056;19;76;33;3;30;.909;3600000;0
23051;2557;27;63;37;4;33;.892;3550000;0
23070;505;17;29;28;6;22;.786;3600000;0
23070;1333;17;0;0;0;0;.00nan;0;0
23070;1406;21;87;37;2;35;.946;3600000;0
23070;1690;21;0;0;0;0;.00nan;0;0
23102;13;7;0;0;0;0;.00nan;0;0
23102;316;7;63;31;3;28;.903;3582000;0
23102;1962;58;0;0;0;0;.00nan;0;0
23102;2800;1;63;22;2;20;.909;3600000;0
23127;429;28;67;25;2;23;.920;3900000;0
23127;1163;0;100;37;2;35;.946;3900000;0
23127;2804;0;0;0;0;0;.00nan;0;0
23127;2886;38;0;0;0;0;.00nan;0;0
23134;419;20;55;32;4;28;.875;3553000;0
23134;707;20;0;0;0;0;.00nan;0;0
23134;710;26;85;38;3;35;.921;3600000;0
23134;1239;26;0;0;0;0;.00nan;0;0
23154;482;6;26;30;6;24;.800;2634000;0
23154;483;6;46;9;2;7;.778;966000;0
23154;711;3;94;34;1;33;.971;3600000;0
23154;1731;3;0;0;0;0;.00nan;0;0
23148;489;19;0;0;0;0;.00nan;0;0
23148;1056;19;100;36;1;35;.972;3600000;0
23148;1149;12;73;22;1;21;.955;2951000;0
23148;1278;12;20;9;4;5;.556;649000;0
23493;318;22;0;0;0;0;.00nan;0;0
23493;1036;22;72;29;2;27;.931;3555000;0
23493;2016;14;0;0;0;0;.00nan;0;0
23493;2057;14;100;46;1;45;.978;3600000;0
24219;487;27;53;34;5;29;.853;3600000;0
24219;783;11;90;38;2;36;.947;3600000;0
24219;2557;27;0;0;0;0;.00nan;0;0
24219;2810;11;0;0;0;0;.00nan;0;0
24237;998;8;94;62;4;58;.935;3546000;0
24237;1021;15;45;10;2;8;.800;3600000;0
24237;2266;8;0;0;0;0;.00nan;0;0
24237;2751;50;0;0;0;0;.00nan;0;0
23080;295;24;63;33;5;28;.848;3600000;0
23080;505;17;0;0;0;0;.00nan;0;0
23080;593;57;0;0;0;0;.00nan;0;0
23080;1333;17;97;39;2;37;.949;3600000;0
24244;734;2;0;0;0;0;.00nan;0;0
24244;1332;9;69;33;3;30;.909;3600000;0
24244;1355;2;64;35;4;31;.886;3546000;0
24244;2848;54;0;0;0;0;.00nan;0;0
23066;360;16;70;34;3;31;.912;3567000;0
23066;727;4;85;31;2;29;.935;3600000;0
23066;2687;16;0;0;0;0;.00nan;0;0
23066;2846;41;0;0;0;0;.00nan;0;0
23087;737;23;86;39;2;37;.949;3600000;0
23087;2174;18;0;0;0;0;.00nan;0;0
23087;2314;18;50;22;3;19;.864;3529000;0
23087;2375;23;0;0;0;0;.00nan;0;0
24236;13;7;65;37;4;33;.892;3783000;0
24236;316;7;0;0;0;0;.00nan;0;0
24236;482;6;0;0;0;0;.00nan;0;0
24236;483;6;67;43;5;38;.884;3783000;0
23047;0;48;60;31;4;27;.871;3600000;0
23047;1406;21;0;0;0;0;.00nan;0;0
23047;1690;21;50;30;5;25;.833;3590000;0
23047;2947;29;0;0;0;0;.00nan;0;0
23112;487;27;68;39;4;35;.897;3600000;0
23112;2016;14;91;30;1;29;.967;3600000;0
23112;2057;14;0;0;0;0;.00nan;0;0
23112;2557;27;0;0;0;0;.00nan;0;0
23085;0;48;0;0;0;0;.00nan;0;0
23085;112;13;0;0;0;0;.00nan;0;0
23085;714;13;80;42;4;38;.905;3600000;0
23085;2947;29;78;30;2;28;.933;3600000;0
23067;13;7;0;0;0;0;.00nan;0;0
23067;316;7;55;32;4;28;.875;3590000;0
23067;2269;25;62;29;3;26;.897;3600000;0
23067;2973;36;0;0;0;0;.00nan;0;0
23432;277;10;0;0;0;0;.00nan;0;0
23432;812;24;87;25;1;24;.960;3600000;0
23432;1962;58;70;41;4;37;.902;3600000;0
23432;2800;1;0;0;0;0;.00nan;0;0
23139;1021;15;92;18;0;18;1.000;3600000;0
23139;1163;0;77;31;2;29;.935;3567000;0
23139;2751;50;0;0;0;0;.00nan;0;0
23139;2804;0;0;0;0;0;.00nan;0;0
23194;295;24;65;29;3;26;.897;3600000;0
23194;505;17;37;33;6;27;.818;2429000;0
23194;593;57;0;0;0;0;.00nan;0;0
23194;1333;17;62;13;1;12;.923;1171000;0
23071;103;30;81;40;4;36;.900;3556000;0
23071;360;16;0;0;0;0;.00nan;0;0
23071;2549;30;0;0;0;0;.00nan;0;0
23071;2687;16;66;28;2;26;.929;3600000;0
23075;419;20;0;0;0;0;.00nan;0;0
23075;707;20;59;25;3;22;.880;3600000;0
23075;727;4;0;0;0;0;.00nan;0;0
23075;2846;41;45;23;4;19;.826;3550000;0
23621;318;22;25;12;4;8;.667;834000;0
23621;783;11;96;49;4;45;.918;3600000;0
23621;1036;22;54;24;3;21;.875;2766000;0
23621;2810;11;0;0;0;0;.00nan;0;0
23177;998;8;65;42;4;38;.905;3543000;0
23177;1149;12;70;27;3;24;.889;3600000;0
23177;1278;12;0;0;0;0;.00nan;0;0
23177;2266;8;0;0;0;0;.00nan;0;0
23105;429;28;65;41;5;36;.878;3812000;0
23105;1332;9;0;0;0;0;.00nan;0;0
23105;2848;54;33;30;6;24;.800;3812000;0
23105;2886;38;0;0;0;0;.00nan;0;0
23072;711;3;92;55;2;53;.964;3600000;0
23072;735;5;46;21;4;17;.810;3600000;0
23072;1731;3;0;0;0;0;.00nan;0;0
23072;2841;37;0;0;0;0;.00nan;0;0
23270;734;2;78;36;4;32;.889;3600000;0
23270;1355;2;0;0;0;0;.00nan;0;0
23270;2174;18;47;32;5;27;.844;2998000;0
23270;2314;18;57;4;0;4;1.000;563000;0
23107;489;19;0;0;0;0;.00nan;0;0
23107;737;23;0;0;0;0;.00nan;0;0
23107;1056;19;34;26;5;21;.808;3568000;0
23107;2375;23;75;36;4;32;.889;3600000;0
23150;489;19;35;27;6;21;.778;3123000;0
23150;710;26;73;39;4;35;.897;3600000;0
23150;1056;19;48;0;0;0;.00nan;419000;0
23150;1239;26;0;0;0;0;.00nan;0;0
23077;103;30;0;0;0;0;.00nan;0;0
23077;112;13;57;29;4;25;.862;3541000;0
23077;714;13;0;0;0;0;.00nan;0;0
23077;2549;30;67;26;2;24;.923;3600000;0
23140;318;22;0;0;0;0;.00nan;0;0
23140;1036;22;80;31;1;30;.968;3900000;0
23140;1163;0;0;0;0;0;.00nan;0;0
23140;2804;0;100;37;1;36;.973;3900000;0
23063;487;27;84;29;2;27;.931;3600000;0
23063;1021;15;59;24;3;21;.875;3544000;0
23063;1128;15;0;0;0;0;.00nan;0;0
23063;2557;27;0;0;0;0;.00nan;0;0
23111;268;1;0;0;0;0;.00nan;0;0
23111;360;16;27;7;3;4;.571;468000;0
23111;2687;16;91;23;0;23;1.000;3132000;0
23111;2800;1;58;29;4;25;.862;3600000;0
23114;13;7;0;0;0;0;.00nan;0;0
23114;316;7;86;31;2;29;.935;3600000;0
23114;1149;12;26;26;6;20;.769;3267000;0
23114;1278;12;48;0;0;0;.00nan;333000;0
23211;295;24;0;0;0;0;.00nan;0;0
23211;419;20;0;0;0;0;.00nan;0;0
23211;593;57;56;30;4;26;.867;3566000;0
23211;707;20;62;23;3;20;.870;3600000;0
23142;505;17;32;17;4;13;.765;1050000;0
23142;1333;17;64;11;0;11;1.000;2550000;0
23142;2016;14;100;43;1;42;.977;3600000;0
23142;2057;14;0;0;0;0;.00nan;0;0
23081;710;26;0;0;0;0;.00nan;0;0
23081;1239;26;81;42;3;39;.929;3600000;0
23081;1406;21;76;32;2;30;.938;3600000;0
23081;1690;21;0;0;0;0;.00nan;0;0
23088;0;48;90;26;1;25;.962;3600000;0
23088;1052;9;0;0;0;0;.00nan;0;0
23088;1332;9;83;46;3;43;.935;3576000;0
23088;2947;29;0;0;0;0;.00nan;0;0
23257;277;10;0;0;0;0;.00nan;0;0
23257;783;11;92;50;1;49;.980;3566000;0
23257;812;24;90;19;0;19;1.000;3600000;0
23257;2810;11;0;0;0;0;.00nan;0;0
23158;711;3;100;48;3;45;.938;3600000;0
23158;734;2;88;51;4;47;.922;3600000;0
23158;1355;2;0;0;0;0;.00nan;0;0
23158;1731;3;0;0;0;0;.00nan;0;0
23058;429;28;93;35;2;33;.943;3600000;0
23058;735;5;75;35;3;32;.914;3600000;0
23058;1061;28;0;0;0;0;.00nan;0;0
23058;1361;5;0;0;0;0;.00nan;0;0
23078;727;4;69;19;2;17;.895;3600000;0
23078;737;23;78;44;4;40;.909;3564000;0
23078;1335;4;0;0;0;0;.00nan;0;0
23078;2375;23;0;0;0;0;.00nan;0;0
23143;734;2;0;0;0;0;.00nan;0;0
23143;1021;15;0;0;0;0;.00nan;0;0
23143;1128;15;76;33;3;30;.909;3600000;0
23143;1355;2;79;31;2;29;.935;3600000;0
23145;268;1;95;40;2;38;.950;3600000;0
23145;489;19;0;0;0;0;.00nan;0;0
23145;1056;19;49;31;5;26;.839;3600000;0
23145;2800;1;0;0;0;0;.00nan;0;0
23060;735;5;0;0;0;0;.00nan;0;0
23060;1361;5;58;23;3;20;.870;3600000;0
23060;2174;18;53;3;0;3;1.000;389000;0
23060;2314;18;39;37;7;30;.811;3211000;0
23100;103;30;89;31;1;30;.968;3600000;0
23100;1221;25;62;28;3;25;.893;3548000;0
23100;2269;25;0;0;0;0;.00nan;0;0
23100;2549;30;0;0;0;0;.00nan;0;0
23074;429;28;0;0;0;0;.00nan;0;0
23074;1061;28;100;25;0;25;1.000;3600000;0
23074;1406;21;65;17;1;16;.941;1578000;0
23074;1690;21;29;36;7;29;.806;2022000;0
23182;783;11;0;0;0;0;.00nan;0;0
23182;1163;0;61;33;3;30;.909;3600000;0
23182;2804;0;0;0;0;0;.00nan;0;0
23182;2810;11;100;23;0;23;1.000;3600000;0
23169;295;24;40;23;4;19;.826;3562000;0
23169;419;20;100;58;2;56;.966;3600000;0
23169;593;57;0;0;0;0;.00nan;0;0
23169;707;20;0;0;0;0;.00nan;0;0
23086;112;13;0;0;0;0;.00nan;0;0
23086;505;17;90;37;2;35;.946;3583000;0
23086;714;13;88;30;1;29;.967;3600000;0
23086;1333;17;0;0;0;0;.00nan;0;0
23209;277;10;0;0;0;0;.00nan;0;0
23209;711;3;0;0;0;0;.00nan;0;0
23209;812;24;60;26;3;23;.885;3563000;0
23209;1731;3;96;42;2;40;.952;3600000;0
23113;1052;9;0;0;0;0;.00nan;0;0
23113;1332;9;89;47;3;44;.936;3600000;0
23113;2016;14;58;35;5;30;.857;3596000;0
23113;2057;14;0;0;0;0;.00nan;0;0
23091;13;7;67;28;2;26;.929;3600000;0
23091;316;7;0;0;0;0;.00nan;0;0
23091;998;8;28;33;7;26;.788;3600000;0
23091;2266;8;0;0;0;0;.00nan;0;0
23988;318;22;0;0;0;0;.00nan;0;0
23988;489;19;50;39;6;33;.846;3900000;0
23988;1036;22;52;40;6;34;.850;3900000;0
23988;1056;19;0;0;0;0;.00nan;0;0
23122;1149;12;0;0;0;0;.00nan;0;0
23122;1221;25;65;12;0;12;1.000;796000;0
23122;1278;12;68;30;3;27;.900;3600000;0
23122;2269;25;38;31;6;25;.806;2804000;0
23124;482;6;74;26;2;24;.923;3600000;0
23124;483;6;0;0;0;0;.00nan;0;0
23124;487;27;66;41;5;36;.878;3600000;0
23124;2557;27;0;0;0;0;.00nan;0;0
24280;112;13;65;36;4;32;.889;3576000;0
24280;360;16;65;25;3;22;.880;3600000;0
24280;714;13;0;0;0;0;.00nan;0;0
24280;2687;16;0;0;0;0;.00nan;0;0
24247;419;20;60;36;4;32;.889;3600000;0
24247;707;20;0;0;0;0;.00nan;0;0
24247;2174;18;0;0;0;0;.00nan;0;0
24247;2314;18;59;25;3;22;.880;3600000;0
24181;0;48;46;26;4;22;.846;3600000;0
24181;711;3;71;31;3;28;.903;3600000;0
24181;1731;3;0;0;0;0;.00nan;0;0
24181;2947;29;0;0;0;0;.00nan;0;0
24065;268;1;0;0;0;0;.00nan;0;0
24065;482;6;0;0;0;0;.00nan;0;0
24065;483;6;57;26;3;23;.885;3600000;0
24065;2800;1;82;43;5;38;.884;3565000;0
23205;710;26;81;29;2;27;.931;3600000;0
23205;998;8;0;0;0;0;.00nan;0;0
23205;1239;26;0;0;0;0;.00nan;0;0
23205;2266;8;98;52;4;48;.923;3588000;0
23131;360;16;39;19;4;15;.789;1586000;0
23131;727;4;66;27;3;24;.889;3600000;0
23131;1335;4;0;0;0;0;.00nan;0;0
23131;2687;16;46;34;6;28;.824;2014000;0
23129;1021;15;59;18;2;16;.889;3600000;0
23129;1128;15;0;0;0;0;.00nan;0;0
23129;1221;25;53;44;6;38;.864;3393000;0
23129;2269;25;52;4;0;4;1.000;207000;0
23173;268;1;80;34;3;31;.912;3544000;0
23173;1163;0;86;33;2;31;.939;3600000;0
23173;2800;1;0;0;0;0;.00nan;0;0
23173;2804;0;0;0;0;0;.00nan;0;0
23094;103;30;100;39;1;38;.974;3600000;0
23094;505;17;0;0;0;0;.00nan;0;0
23094;1333;17;30;35;7;28;.800;3600000;0
23094;2549;30;0;0;0;0;.00nan;0;0
23163;295;24;85;33;2;31;.939;3600000;0
23163;593;57;0;0;0;0;.00nan;0;0
