StaffId;Executive;Manager;Coach;Scout;Trainer;Off Pref;Phy Pref;Line Matching;Goalie Handling;Favor Veterans;Innovation;Loyalty;Coaching G;Coaching Defense;Coaching Forwards;Coaching Prospects;Def Skills;Off Skills;Phy Training;Player Management;Motivation;Discipline;Negotiating;Self-Preservation;Tactics;Ingame Tactics;Trainer Skill;Evaluate Abilities;Evaluate Potential
35;0;20;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;12;13;11;14;11;12;14;17;18;19;19;10;14;0;;18;16
36;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
37;0;20;10;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;10;7;10;11;12;9;12;12;13;12;14;11;9;0;;14;13
38;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;12;10;10;10;0;;10;10
39;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
40;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Prefers Prospects;Balanced;Balanced;10;10;10;10;10;10;10;8;8;10;10;15;10;10;0;;10;10
41;0;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;14;10;11;14;12;14;10;0;;16;16
42;0;15;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;13;11;11;13;10;15;12;13;18;12;13;11;0;;14;14
43;20;0;0;0;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;13;11;10;10;10;13;10;10;10;10;10;10;0;;13;12
44;0;20;15;15;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;13;15;12;9;15;14;14;12;14;17;17;17;14;15;0;;15;16
45;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
46;0;20;15;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;13;13;11;12;12;11;12;15;17;18;14;13;13;0;;16;17
47;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
48;0;20;10;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;15;14;13;15;13;14;18;14;16;14;15;15;0;;15;13
49;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
50;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
51;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
52;20;0;0;0;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;;10;10
53;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;17;11;13;18;10;14;13;11;12;10;11;14;12;0;;13;11
54;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;14;15;14;13;13;14;12;11;10;10;14;13;0;;13;10
55;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;16;15;16;13;15;14;11;12;10;11;14;15;0;;15;11
56;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;20;10;11;13;11;10;12;16;10;9;10;9;10;9;0;;14;12
57;0;20;15;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Conservative;Ruthless;11;12;13;11;10;10;10;13;10;10;13;14;12;10;0;;10;10
58;0;0;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;15;13;14;17;13;17;12;10;10;10;12;16;0;;14;12
59;1;15;20;15;1;Standard;Balanced;Passive;Aggressive;Prefers Prospects;Balanced;Ruthless;13;12;16;13;15;15;13;16;12;14;12;10;15;13;0;;12;10
60;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;15;12;17;15;13;14;10;10;10;8;13;12;0;;13;11
61;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;19;10;10;17;12;10;15;15;13;13;10;11;8;11;0;;14;12
62;1;10;20;15;1;Standard;Physical;Passive;Conservative;Prefers Prospects;Innovative;Balanced;11;12;15;15;13;15;15;13;8;8;12;9;12;12;0;;12;10
63;0;0;20;15;1;Defensive;Non-physical;Balanced;Conservative;Balanced;Balanced;Balanced;18;10;10;14;13;10;13;15;14;14;10;15;9;10;0;;12;14
64;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;17;10;16;15;13;15;14;14;13;10;11;14;16;0;;13;11
65;1;10;20;15;1;Defensive;Physical;Balanced;Conservative;Prefers Veterans;Conservative;Very Loyal;11;14;14;14;19;14;16;14;13;10;11;11;15;15;0;;13;11
66;0;14;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;16;12;12;17;13;18;15;14;12;11;13;15;0;;13;15
67;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;19;10;11;13;11;10;14;16;11;12;10;11;13;8;0;;14;12
68;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;17;10;14;18;14;11;15;13;10;10;10;9;9;10;0;;13;11
69;0;0;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;13;11;10;10;10;13;10;10;10;11;10;10;0;;16;16
70;0;0;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;14;15;19;11;15;18;10;12;10;11;14;13;0;;15;12
71;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;16;10;11;15;12;10;15;15;10;10;10;11;10;9;0;;11;13
72;1;10;20;15;1;Offensive;Physical;Aggressive;Balanced;Balanced;Innovative;Loyal;12;14;17;15;14;18;16;16;14;10;11;10;16;16;0;;14;12
73;0;0;20;15;1;Very Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;19;11;10;20;15;12;9;15;13;11;12;15;8;8;0;;12;14
74;0;0;20;16;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;11;15;11;15;17;10;17;16;13;15;12;12;14;12;0;;13;11
75;0;0;20;17;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;16;14;15;14;14;15;16;13;13;12;15;15;15;0;;13;11
76;1;10;20;15;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;11;13;15;12;18;13;18;15;15;15;10;12;13;15;0;;13;11
77;0;0;20;15;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;19;11;11;14;11;10;11;15;11;10;12;10;11;11;0;;13;11
78;1;10;20;15;1;Standard;Balanced;Balanced;Conservative;Balanced;Conservative;Loyal;11;15;12;13;14;17;14;16;10;8;9;8;15;15;0;;12;10
79;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;11;10;11;10;10;10;15;10;12;10;10;10;10;0;;12;16
80;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;18;12;10;11;12;11;14;17;15;13;12;11;9;10;0;;14;11
81;0;12;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;15;11;14;18;14;14;14;14;15;11;11;14;13;0;;12;14
82;0;0;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;16;11;10;11;11;10;11;16;14;14;14;13;12;12;0;;16;13
83;0;14;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;15;12;12;15;14;13;15;14;14;11;16;16;15;0;;15;14
84;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;11;10;19;11;13;13;13;10;10;12;12;12;11;0;;12;14
85;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;17;18;15;13;15;14;13;14;10;14;13;14;0;;13;15
86;0;0;20;15;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;12;16;14;10;19;10;13;10;11;12;10;14;12;0;;14;12
87;0;0;20;20;1;Defensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;17;10;10;16;11;10;14;13;9;9;10;10;13;8;0;;12;10
88;0;0;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;10;12;10;11;12;15;14;14;10;15;12;13;0;;18;17
89;0;0;20;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;15;11;12;19;11;15;10;12;12;11;14;13;0;;14;12
90;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;15;10;10;16;14;11;15;13;11;11;12;12;8;10;0;;12;15
91;0;16;16;20;1;Offensive;Balanced;Balanced;Balanced;Prefers Veterans;Conservative;Ruthless;10;15;14;12;13;17;13;15;12;13;16;14;15;15;0;;14;11
92;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;11;12;16;16;12;17;11;13;10;14;12;8;15;15;0;;14;12
93;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;10;10;11;10;10;0;;20;15
94;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;10;10;11;10;10;0;;20;18
95;0;14;20;15;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;14;16;15;15;13;14;11;8;11;12;13;13;0;;12;14
96;0;10;15;20;1;Defensive;Very Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;10;10;13;10;11;14;10;10;10;11;10;10;0;;12;16
97;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;10;12;11;10;10;0;;20;13
98;0;10;15;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;9;9;11;12;13;11;10;12;10;10;11;11;10;10;0;;14;18
99;0;10;15;20;1;Standard;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;10;10;12;10;10;16;10;10;10;10;10;10;0;;12;16
100;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;10;11;11;10;10;0;;11;16
101;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;10;11;13;10;10;0;;14;19
102;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;10;11;10;10;10;0;;15;19
103;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;12;10;11;10;10;0;;14;17
104;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;11;11;10;10;10;0;;16;13
105;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;12;11;11;10;13;10;10;13;11;10;10;0;;18;16
106;0;20;10;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;12;9;10;10;11;8;10;12;14;11;13;14;9;10;0;;12;12
107;0;20;15;15;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;14;16;15;16;16;12;13;12;15;14;16;14;11;12;0;;13;14
108;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;10;12;10;10;10;0;;16;19
109;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;10;12;11;10;10;0;;13;14
110;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;13;11;11;14;10;15;10;11;14;10;10;10;0;;14;12
111;0;20;15;15;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;13;11;10;13;10;13;10;10;12;11;10;10;0;;14;12
112;0;10;15;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;13;10;11;12;10;11;14;10;10;11;11;10;10;0;;12;17
113;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;11;10;10;10;13;10;10;10;13;10;10;0;;11;14
114;0;10;15;20;1;Offensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;13;11;14;13;10;17;10;10;14;12;10;10;0;;20;13
115;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;11;10;10;10;15;10;10;12;11;10;10;0;;13;17
116;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;12;11;12;10;10;0;;14;15
117;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;10;11;11;10;10;0;;16;19
118;0;0;20;15;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;18;11;16;16;12;16;15;10;10;12;10;8;11;0;;12;14
119;0;10;15;20;1;Offensive;Non-physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;13;11;11;13;10;13;10;10;12;10;10;10;0;;13;17
120;0;10;17;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;10;10;12;10;10;13;11;10;10;10;10;10;10;0;;15;17
121;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;10;10;12;10;10;0;;17;12
122;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;13;11;10;10;10;13;10;11;13;10;12;10;0;;19;14
123;0;15;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;9;12;8;10;14;13;9;14;10;10;18;11;10;10;0;;14;19
124;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;13;10;10;10;10;18;10;13;10;11;12;10;0;;10;15
125;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;11;10;10;10;13;10;11;11;11;10;10;0;;10;15
126;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;10;10;11;10;10;10;13;10;10;12;11;10;10;0;;14;16
127;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;14;10;12;11;11;10;10;0;;11;17
128;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;11;10;10;13;10;10;10;0;;12;17
129;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;10;11;11;10;10;0;;16;19
130;0;0;20;15;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;20;14;16;14;12;14;13;11;12;12;13;11;11;0;;12;14
131;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;11;11;10;10;10;0;;14;19
132;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;10;11;11;10;10;0;;17;19
133;0;10;15;20;1;Offensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;13;10;10;12;10;12;10;0;;15;18
134;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;10;11;11;10;10;0;;11;18
135;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;10;10;10;10;10;12;10;11;11;10;10;10;0;;17;16
136;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;13;10;11;14;11;10;10;0;;16;14
137;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;11;11;10;15;10;10;14;11;10;10;0;;16;18
138;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;11;11;12;10;10;0;;20;14
139;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;15;13;13;13;10;16;10;12;11;11;12;10;0;;15;18
140;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;11;11;10;10;10;13;10;10;12;11;10;10;0;;12;15
141;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;10;10;13;10;10;0;;16;12
142;0;10;15;20;1;Standard;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;11;10;11;10;12;14;10;10;10;11;10;10;0;;17;12
143;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;11;14;11;13;13;10;14;10;12;11;10;10;10;0;;16;12
144;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;10;11;10;10;10;0;;19;11
145;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;10;11;12;10;10;0;;12;17
146;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;10;12;11;10;10;0;;17;17
147;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;11;10;10;10;10;14;10;11;10;11;10;10;0;;14;20
148;0;10;15;20;1;Defensive;Physical;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;11;10;13;10;11;12;10;11;11;12;10;10;0;;15;13
149;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;13;10;10;10;11;10;10;13;10;10;10;13;10;10;0;;14;17
150;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;11;10;12;10;10;0;;11;18
151;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;10;11;10;10;10;0;;12;19
152;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;12;11;11;10;10;0;;14;16
153;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;12;10;11;10;11;10;10;0;;14;15
154;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;11;11;10;10;10;0;;17;12
155;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;12;10;10;10;10;10;12;10;11;10;10;10;10;0;;16;18
156;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;14;10;12;10;11;10;10;0;;15;12
157;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;11;10;10;10;10;0;;14;16
158;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;13;10;10;10;12;10;10;0;;15;11
159;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;14;10;10;11;10;10;10;0;;11;14
160;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;11;10;10;10;10;0;;16;16
161;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;10;13;10;10;10;0;;10;18
162;0;10;15;20;1;Defensive;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;10;10;11;13;10;10;10;0;;20;18
163;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;12;10;10;10;10;12;10;12;10;11;10;10;0;;15;20
164;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;13;10;11;13;12;10;10;0;;14;17
165;0;10;15;20;1;Standard;Balanced;Balanced;Balanced;Balanced;Balanced;Balanced;10;10;10;10;10;10;10;12;10;11;11;12;10;10;0;;10;15
