Game Id;Date Year;Date Month;Date Day;Arena;Attendance;Team Home;Team Away;Score Home;Score Away;Score Home P1;Score Home P2;Score Home P3;Score Home OT;Score Home SO;Score Away P1;Score Away P2;Score Away P3;Score Away OT;Score Away SO;Star 1;Star 2;Star 3;Shots Home;Shots Away;PIM Home;PIM Away;Hits Home;Hits Away;GA Home;GA Away;TA Home;TA Away;FOW Home;FOW Away;SOG Home P1;SOG Home P2;SOG Home P3;SOG Home OT;SOG Away P1;SOG Away P2;SOG Away P3;SOG Away OT;PPG Home;PPO Home;PPG Away;PPO Away;Type
23034;2024;10;5;Rogers Arena;16941;12;17;5;6;1;2;2;0;0;0;2;3;0;1;809;539;702;42;38;2;6;27;17;2;6;5;8;38;26;11;19;9;3;13;11;9;5;1;3;0;1;Regular Season
23045;2024;10;6;United Center;21956;3;4;3;2;0;2;0;0;1;2;0;0;0;0;822;1328;1237;35;30;8;12;27;30;4;6;7;6;33;47;11;14;5;5;11;5;13;1;1;6;2;4;Regular Season
23073;2024;10;6;Enterprise Center;20035;10;26;3;2;1;1;1;0;0;1;0;1;0;0;2955;1145;1330;34;24;8;4;13;26;5;7;4;10;28;32;11;11;12;0;7;9;8;0;0;2;0;4;Regular Season
23025;2024;10;6;Gila River Arena;8434;20;16;3;4;2;0;1;0;0;0;2;1;1;0;1424;1097;697;17;47;6;4;26;26;5;2;4;11;40;36;9;6;2;0;10;23;12;2;0;2;0;3;Regular Season
23022;2024;10;6;Xcel Energy Center;17071;29;11;6;5;2;1;3;0;0;2;3;0;0;0;985;1297;690;35;27;9;13;15;21;6;5;4;6;42;32;11;10;14;0;7;12;8;0;1;4;1;2;Regular Season
23092;2024;10;6;Ball Arena;14146;19;14;1;4;0;1;0;0;0;1;1;2;0;0;1197;753;570;27;28;9;11;17;25;5;6;6;9;33;30;9;9;9;0;11;4;13;0;0;3;0;2;Regular Season
23053;2024;10;7;T-Mobile Arena;15149;30;20;4;3;2;1;1;0;0;1;0;2;0;0;384;2254;1418;45;19;2;0;33;17;8;4;2;4;27;35;20;9;16;0;9;4;6;0;0;0;0;1;Regular Season
23178;2024;10;7;Nationwide Arena;11417;28;16;6;3;2;2;2;0;0;1;0;2;0;0;2348;321;639;32;32;6;2;21;17;9;0;4;6;29;23;12;6;14;0;8;11;13;0;1;1;0;3;Regular Season
23032;2024;10;7;Madison Square Garden;18006;5;17;3;1;1;2;0;0;0;0;1;0;0;0;478;809;735;24;40;6;2;25;16;3;3;3;4;30;30;11;11;2;0;12;16;12;0;0;1;0;3;Regular Season
23036;2024;10;7;PPG Paints Arena;16469;9;15;4;2;2;0;2;0;0;0;1;1;0;0;1720;404;110;35;37;8;8;24;18;9;7;6;5;28;36;11;14;10;0;13;13;11;0;1;4;0;4;Regular Season
24273;2024;10;7;Amalie Arena;15272;23;13;2;5;0;0;2;0;0;2;0;3;0;0;479;2096;859;26;22;2;6;27;16;5;6;4;5;31;30;1;9;16;0;7;7;8;0;0;3;0;1;Regular Season
23076;2024;10;7;Scotiabank Arena;19723;1;0;3;4;1;1;1;0;0;1;0;3;0;0;2513;287;551;29;38;4;4;25;30;3;4;6;8;34;34;10;9;10;0;15;11;12;0;1;2;1;2;Regular Season
23507;2024;10;7;United Center;22349;3;7;6;3;0;2;4;0;0;0;2;1;0;0;1081;442;865;28;27;12;4;20;30;7;6;2;7;22;42;7;8;13;0;6;10;11;0;0;2;1;6;Regular Season
23186;2024;10;7;TD Garden;19167;2;26;6;2;4;2;0;0;0;1;0;1;0;0;1074;579;111;47;29;6;18;20;22;2;9;2;2;38;34;17;22;8;0;10;7;12;0;1;4;0;3;Regular Season
23068;2024;10;8;Enterprise Center;19746;10;21;2;3;0;1;1;0;0;1;1;0;0;1;36;2780;1406;42;35;18;6;26;29;8;5;4;4;37;34;20;9;13;0;8;15;8;4;0;3;0;4;Regular Season
24202;2024;10;8;Ball Arena;13505;19;5;5;3;3;1;1;0;0;0;1;2;0;0;841;649;618;48;33;2;6;22;31;8;4;6;3;40;22;18;20;10;0;13;7;13;0;2;3;0;1;Regular Season
23083;2024;10;8;Wells Fargo Center;16995;8;28;3;6;0;1;2;0;0;1;3;2;0;0;632;290;639;23;41;6;2;23;17;1;3;4;3;29;33;6;11;6;0;19;12;10;0;0;1;1;3;Regular Season
24195;2024;10;8;TD Garden;19123;2;22;3;1;2;0;1;0;0;0;0;1;0;0;579;853;1355;33;37;4;6;24;22;3;3;8;6;31;30;9;9;15;0;14;10;13;0;0;3;0;2;Regular Season
23110;2024;10;8;Barclays Center;14765;14;18;2;5;1;1;0;0;0;2;3;0;0;0;549;953;356;27;41;2;2;21;21;4;4;2;1;35;24;11;9;7;0;9;12;20;0;0;1;0;1;Regular Season
23023;2024;10;8;Xcel Energy Center;17107;29;12;4;5;1;2;1;0;0;1;2;2;0;0;1043;165;314;37;31;8;12;27;26;7;2;2;5;36;26;9;17;11;0;15;9;7;0;1;6;1;4;Regular Season
23055;2024;10;8;Amalie Arena;15164;23;25;3;4;1;0;2;0;0;1;3;0;0;0;1434;104;773;32;31;12;4;27;13;6;5;5;8;37;22;11;5;16;0;7;14;10;0;0;2;1;1;Regular Season
23048;2024;10;8;Scotiabank Saddledome;18412;13;30;6;3;3;2;1;0;0;2;0;1;0;0;2096;322;479;43;29;10;8;24;15;7;5;7;5;40;33;16;17;10;0;11;6;12;0;1;4;1;5;Regular Season
23035;2024;10;8;Prudential Center;17388;15;11;1;4;1;0;0;0;0;2;1;1;0;0;323;867;1336;27;29;4;2;20;27;3;11;8;4;19;30;8;8;11;0;10;8;11;0;0;1;1;2;Regular Season
23040;2024;10;8;American Airlines Center;16550;7;4;4;3;0;2;1;0;1;1;2;0;0;0;375;1310;1293;31;26;8;2;27;21;4;13;8;2;29;30;8;10;10;3;9;10;6;1;0;1;1;4;Regular Season
23049;2024;10;8;Bell MTS Place;12565;27;0;5;4;1;1;3;0;0;2;1;1;0;0;2099;272;698;34;48;8;12;28;26;3;4;6;8;34;30;11;11;12;0;19;21;8;0;2;6;2;4;Regular Season
24228;2024;10;8;Staples Center;13793;6;17;4;5;0;1;3;0;0;0;2;2;0;1;1331;1305;213;41;53;6;8;24;28;2;2;4;4;39;29;4;15;19;3;21;18;13;1;2;4;0;3;Regular Season
23042;2024;10;9;Scotiabank Arena;19723;1;20;4;3;2;1;1;0;0;1;2;0;0;0;204;595;962;40;19;4;6;31;24;3;3;4;3;33;29;13;17;10;0;1;10;8;0;1;3;1;2;Regular Season
23062;2024;10;10;TD Garden;18089;2;11;2;4;1;1;0;0;0;1;3;0;0;0;1403;2282;1297;36;28;13;9;24;11;10;4;6;4;31;32;10;15;11;0;11;11;6;0;0;2;1;4;Regular Season
24215;2024;10;10;Bell Centre;21273;0;30;7;4;2;4;1;0;0;1;1;2;0;0;357;551;178;40;32;8;12;20;13;5;5;4;4;42;27;13;16;11;0;12;12;8;0;3;6;0;4;Regular Season
23043;2024;10;10;Capital One Arena;17749;16;24;6;2;3;0;3;0;0;0;1;1;0;0;697;678;1444;32;32;22;12;22;17;9;5;6;8;24;35;12;8;12;0;7;14;11;0;3;6;0;6;Regular Season
23041;2024;10;10;United Center;22428;3;29;1;4;1;0;0;0;0;2;2;0;0;0;2076;0;900;36;35;4;8;18;17;7;4;9;12;28;27;18;9;9;0;12;13;10;0;0;4;0;2;Regular Season
24214;2024;10;10;PNC Arena;12619;18;1;4;3;2;0;1;0;1;1;2;0;0;0;1340;410;1426;43;41;20;6;23;21;3;2;6;4;36;34;7;18;13;5;9;15;13;4;1;3;2;5;Regular Season
23044;2024;10;10;Scotiabank Saddledome;17811;13;7;6;3;3;1;2;0;0;2;1;0;0;0;370;870;1132;32;26;16;6;16;22;5;9;2;8;31;33;10;13;9;0;9;2;15;0;1;3;2;3;Regular Season
23054;2024;10;10;Little Caesars Arena;17655;4;23;2;1;0;2;0;0;0;0;1;0;0;0;737;1064;750;47;36;10;13;21;25;5;6;2;3;27;37;23;14;10;0;1;11;24;0;0;5;0;5;Regular Season
23052;2024;10;10;Madison Square Garden;18006;5;9;3;9;2;0;1;0;0;4;4;1;0;0;695;983;1982;38;54;16;6;21;15;1;1;7;4;23;34;20;5;13;0;21;19;14;0;1;3;1;3;Regular Season
23099;2024;10;10;Ball Arena;14473;19;10;1;6;1;0;0;0;0;1;2;3;0;0;655;799;693;25;65;4;18;22;18;8;4;3;3;29;27;11;4;10;0;19;23;23;0;0;4;1;2;Regular Season
23281;2024;10;10;Staples Center;13733;6;22;4;5;1;2;1;0;0;2;1;1;0;1;967;1954;1440;44;34;20;12;30;22;9;3;1;7;55;23;11;21;10;2;10;10;12;2;1;6;2;5;Regular Season
23050;2024;10;10;Wells Fargo Center;20089;8;15;0;3;0;0;0;0;0;0;2;1;0;0;662;694;619;18;31;6;2;32;16;14;2;7;2;26;37;5;3;10;0;6;19;6;0;0;1;0;3;Regular Season
23059;2024;10;10;Bell MTS Place;11950;27;25;5;1;2;2;1;0;0;0;1;0;0;0;2778;487;216;39;37;2;16;27;28;4;1;6;2;26;31;12;16;11;0;14;9;14;0;0;3;1;1;Regular Season
23093;2024;10;11;Canadian Tire Centre;14659;22;13;0;3;0;0;0;0;0;2;1;0;0;0;714;446;479;38;31;0;4;23;13;4;3;6;3;27;30;17;15;6;0;14;10;7;0;0;2;0;0;Regular Season
23153;2024;10;11;Staples Center;15247;6;3;4;1;3;1;0;0;0;0;1;0;0;0;1954;483;658;29;34;6;4;18;28;2;0;5;3;33;30;9;13;7;0;11;14;9;0;0;2;0;3;Regular Season
23183;2024;10;11;Bridgestone Arena;14401;26;10;1;3;0;0;1;0;0;1;1;1;0;0;752;794;655;14;39;2;2;28;15;1;6;8;5;22;30;4;6;4;0;24;7;8;0;0;1;0;1;Regular Season
23084;2024;10;11;KeyBank Center;14369;11;9;2;1;0;2;0;0;0;0;0;1;0;0;1428;2848;818;39;36;4;8;33;13;8;3;9;6;33;31;23;14;2;0;12;11;13;0;1;4;0;2;Regular Season
23116;2024;10;11;Barclays Center;15795;14;16;2;4;2;0;0;0;0;0;0;4;0;0;656;762;25;31;43;6;4;20;14;3;4;5;6;32;36;12;8;11;0;6;20;17;0;0;2;0;3;Regular Season
23061;2024;10;11;Amalie Arena;16449;23;18;3;5;2;0;1;0;0;0;3;2;0;0;549;304;300;35;39;8;2;27;10;6;3;7;5;26;24;11;10;14;0;10;13;16;0;0;1;0;4;Regular Season
23069;2024;10;11;Wells Fargo Center;18828;8;12;5;2;5;0;0;0;0;0;2;0;0;0;1414;991;2266;27;38;6;6;21;16;2;3;5;7;22;31;10;9;8;0;12;14;12;0;0;3;0;3;Regular Season
23030;2024;10;11;TD Garden;19167;2;25;5;2;1;3;1;0;0;2;0;0;0;0;1179;1053;1355;30;40;6;4;29;17;6;4;5;3;25;30;13;8;9;0;13;22;5;0;0;2;0;3;Regular Season
23065;2024;10;11;Honda Center;11369;24;30;2;4;1;1;0;0;0;2;2;0;0;0;2063;646;2933;34;28;2;4;21;25;6;3;1;5;34;34;12;8;14;0;12;10;6;0;0;2;0;1;Regular Season
23033;2024;10;11;SAP Center;14542;21;29;3;5;1;0;2;0;0;2;1;2;0;0;690;131;1208;38;36;8;8;29;17;3;4;3;2;35;35;9;7;22;0;16;8;12;0;0;4;0;4;Regular Season
23056;2024;10;11;Madison Square Garden;18006;5;4;2;5;1;0;1;0;0;1;4;0;0;0;1031;412;369;30;33;28;18;27;30;1;6;0;4;29;40;12;9;9;0;8;12;13;0;1;4;3;4;Regular Season
23051;2024;10;11;Bell MTS Place;13246;27;19;3;5;1;2;0;0;0;2;1;2;0;0;841;877;1017;33;38;12;6;17;19;4;1;4;3;32;33;6;11;16;0;12;14;12;0;1;3;3;6;Regular Season
23070;2024;10;12;Rogers Place;18641;17;21;2;6;1;1;0;0;0;2;0;4;0;0;90;92;225;37;28;2;2;23;23;8;4;5;3;25;30;6;16;15;0;7;7;14;0;0;1;1;1;Regular Season
23102;2024;10;12;Scotiabank Arena;19723;1;7;3;2;0;3;0;0;0;1;0;1;0;0;1431;689;1379;31;22;2;6;29;25;4;6;6;3;28;36;13;10;8;0;6;6;10;0;0;3;0;1;Regular Season
23127;2024;10;13;Nationwide Arena;11282;28;0;2;3;1;1;0;0;0;2;0;0;0;1;303;632;357;37;25;4;4;11;16;5;3;4;4;33;23;6;20;8;3;10;8;6;1;0;2;0;2;Regular Season
23134;2024;10;13;Bridgestone Arena;14163;26;20;4;3;1;1;2;0;0;0;2;1;0;0;1145;595;237;32;38;11;11;21;15;2;1;12;8;30;19;13;6;13;0;9;21;8;0;2;3;0;3;Regular Season
23154;2024;10;13;Staples Center;13542;6;3;1;8;0;0;1;0;0;0;5;3;0;0;102;711;130;34;39;4;6;18;23;4;3;4;4;33;25;12;8;14;0;8;19;12;0;0;3;0;2;Regular Season
23148;2024;10;13;Ball Arena;14534;19;12;5;1;4;0;1;0;0;0;1;0;0;0;1292;1056;313;31;36;8;6;14;24;5;3;8;3;28;31;13;7;11;0;10;11;15;0;1;3;1;4;Regular Season
23493;2024;10;13;Barclays Center;15356;14;22;3;1;0;1;2;0;0;1;0;0;0;0;415;1158;2057;30;46;6;2;23;17;3;2;2;6;38;21;8;13;9;0;15;7;24;0;1;1;0;3;Regular Season
24219;2024;10;13;KeyBank Center;13670;11;27;5;2;1;1;3;0;0;1;1;0;0;0;1428;867;783;34;38;8;4;22;13;4;5;5;4;35;28;7;12;15;0;25;9;4;0;2;2;1;4;Regular Season
24237;2024;10;13;Prudential Center;17417;15;8;4;2;2;1;1;0;0;0;1;1;0;0;1708;1006;1212;62;10;2;6;20;20;4;7;6;5;29;27;23;19;20;0;4;2;4;0;1;3;0;1;Regular Season
23080;2024;10;13;Honda Center;12072;24;17;2;5;0;1;1;0;0;3;1;1;0;0;1945;636;1333;39;33;6;6;24;18;5;3;6;2;31;32;14;11;14;0;14;11;8;0;0;3;1;3;Regular Season
24244;2024;10;14;TD Garden;19167;2;9;3;4;0;2;1;0;0;1;1;2;0;0;760;209;952;33;35;4;4;25;20;4;6;7;8;32;41;13;10;10;0;11;10;14;0;1;2;2;2;Regular Season
23066;2024;10;14;Capital One Arena;17836;16;4;2;3;0;2;0;0;0;1;2;0;0;0;750;656;324;31;34;4;4;16;30;1;2;7;3;34;27;11;14;6;0;13;10;11;0;1;2;0;2;Regular Season
23087;2024;10;14;Amalie Arena;15857;23;18;3;2;1;1;1;0;0;1;0;1;0;0;2385;300;737;22;39;6;4;30;14;6;2;4;5;36;25;7;8;7;0;19;12;8;0;0;2;1;3;Regular Season
24236;2024;10;14;American Airlines Center;16169;7;6;5;4;1;2;1;1;0;2;1;1;0;0;1157;1446;1293;43;37;6;8;27;14;4;2;5;1;27;33;12;17;13;1;14;10;13;0;1;4;0;3;Regular Season
23047;2024;10;14;Xcel Energy Center;16896;29;21;5;4;2;3;0;0;0;2;1;1;0;0;690;36;985;30;31;6;8;21;30;4;5;5;6;34;33;11;10;9;0;11;7;13;0;0;4;1;3;Regular Season
23112;2024;10;15;Barclays Center;15294;14;27;4;1;0;2;2;0;0;1;0;0;0;0;753;1283;1840;39;30;4;2;28;13;5;2;3;4;26;35;12;9;18;0;13;10;7;0;0;1;0;2;Regular Season
23085;2024;10;15;Xcel Energy Center;16364;29;13;4;2;1;2;1;0;0;0;1;1;0;0;690;1744;985;42;30;14;6;15;19;3;5;4;6;33;32;15;10;17;0;11;11;8;0;0;3;0;2;Regular Season
23067;2024;10;15;BB&T Center;11651;25;7;4;3;0;2;2;0;0;1;2;0;0;0;1777;10;1280;32;29;8;10;23;19;3;4;5;5;32;28;1;6;25;0;17;11;1;0;0;5;0;4;Regular Season
23432;2024;10;15;Enterprise Center;20035;10;1;4;1;1;2;1;0;0;1;0;0;0;0;655;126;752;41;25;6;8;18;21;5;5;7;3;29;24;3;13;25;0;8;8;9;0;3;4;0;3;Regular Season
23139;2024;10;15;Prudential Center;17625;15;0;3;0;1;1;1;0;0;0;0;0;0;0;662;1212;1360;32;18;4;16;17;28;2;9;4;2;28;25;13;12;7;0;5;8;5;0;1;3;0;2;Regular Season
23194;2024;10;15;Rogers Place;18067;17;24;3;7;2;0;1;0;0;3;2;2;0;0;1172;646;1433;29;46;2;2;18;20;6;9;4;6;30;22;12;8;9;0;16;15;15;0;0;1;1;1;Regular Season
23071;2024;10;15;T-Mobile Arena;14969;30;16;2;4;1;0;1;0;0;3;1;0;0;0;1165;2063;217;28;40;8;4;21;22;6;4;5;7;46;24;5;11;12;0;15;16;9;0;1;2;2;4;Regular Season
23075;2024;10;15;Little Caesars Arena;17193;4;20;3;5;1;0;2;0;0;0;1;4;0;0;1022;1310;2989;25;24;2;16;25;20;4;6;6;4;32;27;6;8;11;0;4;8;12;0;0;3;0;1;Regular Season
23621;2024;10;15;KeyBank Center;12446;11;22;7;4;4;1;2;0;0;0;3;1;0;0;1322;274;323;36;49;4;4;19;19;5;4;3;2;31;43;13;5;18;0;11;16;22;0;1;2;0;2;Regular Season
23177;2024;10;15;Rogers Arena;16596;12;8;4;3;3;1;0;0;0;1;1;1;0;0;937;123;1131;42;27;4;4;32;15;2;4;4;3;19;37;15;21;6;0;8;8;11;0;1;2;1;2;Regular Season
23105;2024;10;15;PPG Paints Arena;15805;9;28;5;6;1;2;2;0;0;2;1;2;1;0;519;695;555;41;30;6;14;22;14;4;5;9;6;32;37;15;11;12;3;9;5;13;3;1;7;1;3;Regular Season
23072;2024;10;15;Madison Square Garden;18006;5;3;2;4;0;0;2;0;0;2;2;0;0;0;1295;1027;711;55;21;6;8;32;14;3;4;4;3;33;28;13;20;22;0;8;7;6;0;1;4;0;3;Regular Season
23270;2024;10;15;PNC Arena;11499;18;2;4;5;1;1;2;0;0;0;1;4;0;0;1179;549;1859;36;36;4;6;21;17;1;2;5;6;40;26;16;13;7;0;11;14;11;0;0;3;1;2;Regular Season
23107;2024;10;15;Amalie Arena;15901;23;19;5;4;2;1;2;0;0;3;0;1;0;0;1438;841;405;26;36;2;4;27;12;2;2;3;3;27;27;9;4;13;0;14;13;9;0;1;2;0;1;Regular Season
23150;2024;10;16;Bridgestone Arena;13516;26;19;6;4;1;3;2;0;0;0;3;1;0;0;206;294;794;27;39;16;6;31;14;5;2;5;7;30;29;15;9;3;0;9;19;11;0;2;3;2;3;Regular Season
23077;2024;10;16;Scotiabank Saddledome;18179;13;30;2;5;2;0;0;0;0;2;0;3;0;0;723;1108;384;26;30;6;12;25;11;5;6;6;5;33;30;8;10;8;0;18;6;6;0;0;1;0;3;Regular Season
23140;2024;10;17;Bell Centre;21126;0;22;2;1;1;0;0;0;1;0;0;1;0;0;551;1155;2804;31;37;11;15;19;24;6;9;2;9;42;36;8;11;8;4;12;10;11;4;0;5;0;3;Regular Season
23063;2024;10;17;Bell MTS Place;14556;27;15;3;2;1;2;0;0;0;0;2;0;0;0;788;2371;2778;24;29;6;14;28;12;5;4;4;5;29;36;11;9;4;0;12;6;11;0;1;7;0;3;Regular Season
23111;2024;10;17;Capital One Arena;18512;16;1;4;3;0;0;4;0;0;3;0;0;0;0;1228;1379;217;29;30;6;4;15;18;2;6;7;12;31;25;7;7;15;0;12;10;8;0;0;2;1;3;Regular Season
23114;2024;10;17;Rogers Arena;16321;12;7;2;6;0;1;1;0;0;2;3;1;0;0;1293;1427;157;31;26;11;0;24;13;8;8;9;7;28;40;9;15;7;0;10;7;9;0;0;0;2;4;Regular Season
23211;2024;10;17;Gila River Arena;7882;20;24;4;3;1;0;3;0;0;1;1;1;0;0;817;603;1022;30;23;8;8;28;22;6;4;2;9;23;25;7;7;16;0;10;8;5;0;1;4;1;4;Regular Season
23142;2024;10;17;Barclays Center;15795;14;17;4;1;4;0;0;0;0;0;1;0;0;0;1283;2016;973;28;43;2;4;25;15;4;3;6;7;32;29;17;5;6;0;14;15;14;0;1;2;0;1;Regular Season
23081;2024;10;17;SAP Center;13883;21;26;3;2;0;2;1;0;0;1;1;0;0;0;548;1145;1942;42;32;10;6;14;29;5;5;5;5;32;21;8;16;18;0;17;10;5;0;1;3;1;5;Regular Season
23088;2024;10;17;PPG Paints Arena;17515;9;29;1;4;0;0;1;0;0;0;2;2;0;0;353;1771;985;26;47;8;6;27;19;3;7;4;8;21;37;8;14;4;0;14;15;18;0;0;3;1;4;Regular Season
23257;2024;10;17;Enterprise Center;20035;10;11;2;0;0;0;2;0;0;0;0;0;0;0;783;468;1151;51;19;4;12;19;14;4;5;7;4;29;33;18;9;24;0;12;3;4;0;0;6;0;2;Regular Season
23158;2024;10;17;TD Garden;19167;2;3;3;4;0;2;1;0;0;0;3;1;0;0;2251;209;130;48;51;10;8;21;20;5;2;5;7;33;36;11;21;16;0;15;22;14;0;1;4;0;5;Regular Season
23058;2024;10;17;Nationwide Arena;11077;28;5;3;2;1;1;1;0;0;0;2;0;0;0;1217;478;632;35;35;8;12;17;20;6;1;4;5;34;36;11;12;12;0;15;14;6;0;0;6;1;4;Regular Season
23078;2024;10;17;Amalie Arena;15190;23;4;2;5;0;1;1;0;0;2;1;2;0;0;1031;334;1310;19;45;6;6;33;9;4;5;6;8;27;32;6;6;7;0;14;17;14;0;0;3;2;3;Regular Season
23143;2024;10;18;Prudential Center;16970;15;2;2;3;1;0;1;0;0;1;0;2;0;0;209;619;220;31;33;6;4;25;22;4;7;4;5;28;26;11;5;15;0;10;11;12;0;0;2;0;3;Regular Season
23145;2024;10;18;Scotiabank Arena;19723;1;19;5;2;2;2;1;0;0;0;1;1;0;0;962;2952;268;31;40;20;10;28;16;3;4;3;5;28;41;7;12;12;0;13;17;10;0;2;5;1;5;Regular Season
23060;2024;10;18;Madison Square Garden;18006;5;18;7;3;4;2;1;0;0;1;0;2;0;0;223;1413;481;40;23;13;11;32;29;4;4;3;2;34;30;24;12;4;0;7;8;8;0;2;3;1;4;Regular Season
